baseline_pair,baseline,baseline_hi,metric,threshold,population,regime,populated,V_lo,V_hi,R
free -> free+education+hours,free,free+education+hours,brier_skill,,1.0,full,1.0,0.09932743156515111,0.023685397991869528,0.7615422283789374
free+education -> free+education+hours,free+education,free+education+hours,brier_skill,,1.0,full,1.0,0.02940677161352534,0.023685397991869528,0.19455973259656711
nothing -> free,nothing,free,nagelkerke,,0.25,rare-first,0.26748889330946224,0.04421440217689305,0.033153341526866,0.25016872569652626
nothing -> free+education,nothing,free+education,nagelkerke,,0.25,rare-first,0.26748889330946224,0.04421440217689305,0.00045537053066274646,0.9897008551910099
nothing -> free+education+hours,nothing,free+education+hours,nagelkerke,,0.25,rare-first,0.26748889330946224,0.04421440217689305,0.00032394447785649705,0.9926733267463289
free -> free+education,free,free+education,nagelkerke,,0.25,rare-first,0.26748889330946224,0.033153341526866,0.00045537053066274646,0.9862647169277421
free -> free+education+hours,free,free+education+hours,nagelkerke,,0.25,rare-first,0.26748889330946224,0.033153341526866,0.00032394447785649705,0.9902289041485007
free+education -> free+education+hours,free+education,free+education+hours,nagelkerke,,0.25,rare-first,0.26748889330946224,0.00045537053066274646,0.00032394447785649705,0.2886134344595639
nothing -> free,nothing,free,nagelkerke,,0.5,rare-first,0.5232080100789073,0.1291276275575024,0.07515263282999518,0.4179972616895743
nothing -> free+education,nothing,free+education,nagelkerke,,0.5,rare-first,0.5232080100789073,0.1291276275575024,0.015314902345915815,0.8813971677819615
nothing -> free+education+hours,nothing,free+education+hours,nagelkerke,,0.5,rare-first,0.5232080100789073,0.1291276275575024,0.011529308574908526,0.9107138511487454
free -> free+education,free,free+education,nagelkerke,,0.5,rare-first,0.5232080100789073,0.07515263282999518,0.015314902345915815,0.7962160237212171
free -> free+education+hours,free,free+education+hours,nagelkerke,,0.5,rare-first,0.5232080100789073,0.07515263282999518,0.011529308574908526,0.8465880949109357
free+education -> free+education+hours,free+education,free+education+hours,nagelkerke,,0.5,rare-first,0.5232080100789073,0.015314902345915815,0.011529308574908526,0.247183670225415
nothing -> free,nothing,free,nagelkerke,,0.75,rare-first,0.8137059876666004,0.16713228924822116,0.09693175274629157,0.4200297669450893
nothing -> free+education,nothing,free+education,nagelkerke,,0.75,rare-first,0.8137059876666004,0.16713228924822116,0.026619478375216665,0.8407280933268256
nothing -> free+education+hours,nothing,free+education+hours,nagelkerke,,0.75,rare-first,0.8137059876666004,0.16713228924822116,0.020105767729206026,0.879701475880909
free -> free+education,free,free+education,nagelkerke,,0.75,rare-first,0.8137059876666004,0.09693175274629157,0.026619478375216665,0.7253791701787309
free -> free+education+hours,free,free+education+hours,nagelkerke,,0.75,rare-first,0.8137059876666004,0.09693175274629157,0.020105767729206026,0.7925781061461799
free+education -> free+education+hours,free+education,free+education+hours,nagelkerke,,0.75,rare-first,0.8137059876666004,0.026619478375216665,0.020105767729206026,0.24469715575174644
nothing -> free,nothing,free,nagelkerke,,1.0,full,1.0,0.1851086947465485,0.1102395531285037,0.4044604264567686
nothing -> free+education,nothing,free+education,nagelkerke,,1.0,full,1.0,0.1851086947465485,0.03331379902739873,0.8200311494119058
nothing -> free+education+hours,nothing,free+education+hours,nagelkerke,,1.0,full,1.0,0.1851086947465485,0.027245483133418347,0.8528135959754729
free -> free+education,free,free+education,nagelkerke,,1.0,full,1.0,0.1102395531285037,0.03331379902739873,0.6978053876128689
free -> free+education+hours,free,free+education+hours,nagelkerke,,1.0,full,1.0,0.1102395531285037,0.027245483133418347,0.7528520176269318
free+education -> free+education+hours,free+education,free+education+hours,nagelkerke,,1.0,full,1.0,0.03331379902739873,0.027245483133418347,0.18215622568262269
nothing -> free,nothing,free,net_benefit,0.05,0.25,rare-first,0.26748889330946224,0.0,0.00017448860298607816,
nothing -> free+education,nothing,free+education,net_benefit,0.05,0.25,rare-first,0.26748889330946224,0.0,0.00010469316179165244,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.05,0.25,rare-first,0.26748889330946224,0.0,-0.0002559166177129035,
free -> free+education,free,free+education,net_benefit,0.05,0.25,rare-first,0.26748889330946224,0.00017448860298607816,0.00010469316179165244,0.39999999999996816
free -> free+education+hours,free,free+education+hours,net_benefit,0.05,0.25,rare-first,0.26748889330946224,0.00017448860298607816,-0.0002559166177129035,2.466666666666603
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.05,0.25,rare-first,0.26748889330946224,0.00010469316179165244,-0.0002559166177129035,3.444444444444209
nothing -> free,nothing,free,net_benefit,0.05,0.5,rare-first,0.5232080100789073,0.0,0.0003140794853749296,
nothing -> free+education,nothing,free+education,net_benefit,0.05,0.5,rare-first,0.5232080100789073,0.0,1.744886029858561e-05,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.05,0.5,rare-first,0.5232080100789073,0.0,-0.0005002006618934074,
free -> free+education,free,free+education,net_benefit,0.05,0.5,rare-first,0.5232080100789073,0.0003140794853749296,1.744886029858561e-05,0.9444444444445131
free -> free+education+hours,free,free+education+hours,net_benefit,0.05,0.5,rare-first,0.5232080100789073,0.0003140794853749296,-0.0005002006618934074,2.592592592592596
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.05,0.5,rare-first,0.5232080100789073,1.744886029858561e-05,-0.0005002006618934074,29.66666666670219
nothing -> free,nothing,free,net_benefit,0.05,0.75,rare-first,0.8137059876666004,0.0018030488975228631,0.0008433615810993778,0.5322580645161434
nothing -> free+education,nothing,free+education,net_benefit,0.05,0.75,rare-first,0.8137059876666004,0.0018030488975228631,0.00042458893393279573,0.7645161290322622
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.05,0.75,rare-first,0.8137059876666004,0.0018030488975228631,-0.0003082631986087436,1.1709677419354816
free -> free+education,free,free+education,net_benefit,0.05,0.75,rare-first,0.8137059876666004,0.0008433615810993778,0.00042458893393279573,0.4965517241379245
free -> free+education+hours,free,free+education+hours,net_benefit,0.05,0.75,rare-first,0.8137059876666004,0.0008433615810993778,-0.0003082631986087436,1.3655172413793168
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.05,0.75,rare-first,0.8137059876666004,0.00042458893393279573,-0.0003082631986087436,1.7260273972602775
nothing -> free,nothing,free,net_benefit,0.05,1.0,full,1.0,0.0018786606254834748,0.0010585641914488686,0.436532507739951
nothing -> free+education,nothing,free+education,net_benefit,0.05,1.0,full,1.0,0.0018786606254834748,0.0007037706987105263,0.6253869969040255
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.05,1.0,full,1.0,0.0018786606254834748,0.00033734463243975665,0.820433436532508
free -> free+education,free,free+education,net_benefit,0.05,1.0,full,1.0,0.0010585641914488686,0.0007037706987105263,0.3351648351648212
free -> free+education+hours,free,free+education+hours,net_benefit,0.05,1.0,full,1.0,0.0010585641914488686,0.00033734463243975665,0.6813186813186745
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.05,1.0,full,1.0,0.0007037706987105263,0.00033734463243975665,0.520661157024793
nothing -> free,nothing,free,net_benefit,0.1,0.25,rare-first,0.26748889330946224,0.0,0.0015102957969573005,
nothing -> free+education,nothing,free+education,net_benefit,0.1,0.25,rare-first,0.26748889330946224,0.0,-0.0003315283456735707,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.1,0.25,rare-first,0.26748889330946224,0.0,7.367296570523485e-05,
free -> free+education,free,free+education,net_benefit,0.1,0.25,rare-first,0.26748889330946224,0.0015102957969573005,-0.0003315283456735707,1.2195121951219625
free -> free+education+hours,free,free+education+hours,net_benefit,0.1,0.25,rare-first,0.26748889330946224,0.0015102957969573005,7.367296570523485e-05,0.9512195121951215
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.1,0.25,rare-first,0.26748889330946224,-0.0003315283456735707,7.367296570523485e-05,
nothing -> free,nothing,free,net_benefit,0.1,0.5,rare-first,0.5232080100789073,0.0,0.004039734286170327,
nothing -> free+education,nothing,free+education,net_benefit,0.1,0.5,rare-first,0.5232080100789073,0.0,-0.00019646124188063552,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.1,0.5,rare-first,0.5232080100789073,0.0,0.0008840755884628182,
free -> free+education,free,free+education,net_benefit,0.1,0.5,rare-first,0.5232080100789073,0.004039734286170327,-0.00019646124188063552,1.0486322188449877
free -> free+education+hours,free,free+education+hours,net_benefit,0.1,0.5,rare-first,0.5232080100789073,0.004039734286170327,0.0008840755884628182,0.7811550151975657
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.1,0.5,rare-first,0.5232080100789073,-0.00019646124188063552,0.0008840755884628182,
nothing -> free,nothing,free,net_benefit,0.1,0.75,rare-first,0.8137059876666004,0.0077356613990496315,0.006998931741997255,0.09523809523809912
nothing -> free+education,nothing,free+education,net_benefit,0.1,0.75,rare-first,0.8137059876666004,0.0077356613990496315,0.002603111454918261,0.6634920634920671
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.1,0.75,rare-first,0.8137059876666004,0.0077356613990496315,0.002504880833977985,0.676190476190475
free -> free+education,free,free+education,net_benefit,0.1,0.75,rare-first,0.8137059876666004,0.006998931741997255,0.002603111454918261,0.6280701754385989
free -> free+education+hours,free,free+education+hours,net_benefit,0.1,0.75,rare-first,0.8137059876666004,0.006998931741997255,0.002504880833977985,0.6421052631578918
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.1,0.75,rare-first,0.8137059876666004,0.002603111454918261,0.002504880833977985,0.03773584905659011
nothing -> free,nothing,free,net_benefit,0.1,1.0,full,1.0,0.01054751292346609,0.007293623604818222,0.3084982537834696
nothing -> free+education,nothing,free+education,net_benefit,0.1,1.0,full,1.0,0.01054751292346609,0.002885524490121666,0.7264260768335296
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.1,1.0,full,1.0,0.01054751292346609,0.0017927088321607054,0.8300349243306173
free -> free+education,free,free+education,net_benefit,0.1,1.0,full,1.0,0.007293623604818222,0.002885524490121666,0.6043771043771073
free -> free+education+hours,free,free+education+hours,net_benefit,0.1,1.0,full,1.0,0.007293623604818222,0.0017927088321607054,0.7542087542087546
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.1,1.0,full,1.0,0.002885524490121666,0.0017927088321607054,0.37872340425531537
nothing -> free,nothing,free,net_benefit,0.15,0.25,rare-first,0.26748889330946224,0.0,0.0022101889711570177,
nothing -> free+education,nothing,free+education,net_benefit,0.15,0.25,rare-first,0.26748889330946224,0.0,0.0002795238992933935,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.15,0.25,rare-first,0.26748889330946224,0.0,-0.0003445294572685942,
free -> free+education,free,free+education,net_benefit,0.15,0.25,rare-first,0.26748889330946224,0.0022101889711570177,0.0002795238992933935,0.8735294117647032
free -> free+education+hours,free,free+education+hours,net_benefit,0.15,0.25,rare-first,0.26748889330946224,0.0022101889711570177,-0.0003445294572685942,1.1558823529411766
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.15,0.25,rare-first,0.26748889330946224,0.0002795238992933935,-0.0003445294572685942,2.2325581395348584
nothing -> free,nothing,free,net_benefit,0.15,0.5,rare-first,0.5232080100789073,0.001638140060975235,0.0068320841431942225,-3.1706349206348534
nothing -> free+education,nothing,free+education,net_benefit,0.15,0.5,rare-first,0.5232080100789073,0.001638140060975235,0.002587221207413226,-0.5793650793650538
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.15,0.5,rare-first,0.5232080100789073,0.001638140060975235,0.001430122275454554,0.12698412698413697
free -> free+education,free,free+education,net_benefit,0.15,0.5,rare-first,0.5232080100789073,0.0068320841431942225,0.002587221207413226,0.621313035204567
free -> free+education+hours,free,free+education+hours,net_benefit,0.15,0.5,rare-first,0.5232080100789073,0.0068320841431942225,0.001430122275454554,0.7906755470980009
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.15,0.5,rare-first,0.5232080100789073,0.002587221207413226,0.001430122275454554,0.44723618090452
nothing -> free,nothing,free,net_benefit,0.15,0.75,rare-first,0.8137059876666004,0.01679743618079349,0.008762749215057875,0.47832817337461475
nothing -> free+education,nothing,free+education,net_benefit,0.15,0.75,rare-first,0.8137059876666004,0.01679743618079349,0.003243777342962828,0.806888544891641
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.15,0.75,rare-first,0.8137059876666004,0.01679743618079349,0.00351680068645871,0.7906346749226
free -> free+education,free,free+education,net_benefit,0.15,0.75,rare-first,0.8137059876666004,0.008762749215057875,0.003243777342962828,0.6298219584569722
free -> free+education+hours,free,free+education+hours,net_benefit,0.15,0.75,rare-first,0.8137059876666004,0.008762749215057875,0.00351680068645871,0.598664688427297
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.15,0.75,rare-first,0.8137059876666004,0.003243777342962828,0.00351680068645871,-0.08416833667335055
nothing -> free,nothing,free,net_benefit,0.15,1.0,full,1.0,0.02419506867837201,0.01140847542464879,0.528479312197744
nothing -> free+education,nothing,free+education,net_benefit,0.15,1.0,full,1.0,0.02419506867837201,0.0037183179161818514,0.8463191832348194
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.15,1.0,full,1.0,0.02419506867837201,0.004615394616239665,0.8092423428264385
free -> free+education,free,free+education,net_benefit,0.15,1.0,full,1.0,0.01140847542464879,0.0037183179161818514,0.674074074074072
free -> free+education+hours,free,free+education+hours,net_benefit,0.15,1.0,full,1.0,0.01140847542464879,0.004615394616239665,0.5954415954415968
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.15,1.0,full,1.0,0.0037183179161818514,0.004615394616239665,-0.24125874125872904
nothing -> free,nothing,free,net_benefit,0.2,0.25,rare-first,0.26748889330946224,0.0,0.0057464913250082905,
nothing -> free+education,nothing,free+education,net_benefit,0.2,0.25,rare-first,0.26748889330946224,0.0,0.0005525472427892753,
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.2,0.25,rare-first,0.26748889330946224,0.0,0.00033152834567354295,
free -> free+education,free,free+education,net_benefit,0.2,0.25,rare-first,0.26748889330946224,0.0057464913250082905,0.0005525472427892753,0.903846153846151
free -> free+education+hours,free,free+education+hours,net_benefit,0.2,0.25,rare-first,0.26748889330946224,0.0057464913250082905,0.00033152834567354295,0.9423076923076944
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.2,0.25,rare-first,0.26748889330946224,0.0005525472427892753,0.00033152834567354295,0.4000000000000402
nothing -> free,nothing,free,net_benefit,0.2,0.5,rare-first,0.5232080100789073,0.029533650127085864,0.010056359818764515,0.6594948550046769
nothing -> free+education,nothing,free+education,net_benefit,0.2,0.5,rare-first,0.5232080100789073,0.029533650127085864,0.00372969388882749,0.8737137511693173
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.2,0.5,rare-first,0.5232080100789073,0.029533650127085864,0.0029285003867830783,0.9008419083255376
free -> free+education,free,free+education,net_benefit,0.2,0.5,rare-first,0.5232080100789073,0.010056359818764515,0.00372969388882749,0.62912087912088
free -> free+education+hours,free,free+education+hours,net_benefit,0.2,0.5,rare-first,0.5232080100789073,0.010056359818764515,0.0029285003867830783,0.7087912087912083
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.2,0.5,rare-first,0.5232080100789073,0.00372969388882749,0.0029285003867830783,0.21481481481481157
nothing -> free,nothing,free,net_benefit,0.2,0.75,rare-first,0.8137059876666004,0.042490882970493984,0.015913360592330644,0.6254876462938883
nothing -> free+education,nothing,free+education,net_benefit,0.2,0.75,rare-first,0.8137059876666004,0.042490882970493984,0.0051110619958006365,0.8797139141742524
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.2,0.75,rare-first,0.8137059876666004,0.042490882970493984,0.003923085423803735,0.9076723016905072
free -> free+education,free,free+education,net_benefit,0.2,0.75,rare-first,0.8137059876666004,0.015913360592330644,0.0051110619958006365,0.6788194444444448
free -> free+education+hours,free,free+education+hours,net_benefit,0.2,0.75,rare-first,0.8137059876666004,0.015913360592330644,0.003923085423803735,0.7534722222222222
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.2,0.75,rare-first,0.8137059876666004,0.0051110619958006365,0.003923085423803735,0.23243243243243183
nothing -> free,nothing,free,net_benefit,0.2,1.0,full,1.0,0.048872803624709915,0.018620842081998018,0.6189937817976257
nothing -> free+education,nothing,free+education,net_benefit,0.2,1.0,full,1.0,0.048872803624709915,0.006216156481379159,0.8728094968908988
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.2,1.0,full,1.0,0.048872803624709915,0.005414962979334748,0.8892029395138493
free -> free+education,free,free+education,net_benefit,0.2,1.0,full,1.0,0.018620842081998018,0.006216156481379159,0.6661721068249259
free -> free+education+hours,free,free+education+hours,net_benefit,0.2,1.0,full,1.0,0.018620842081998018,0.005414962979334748,0.7091988130563791
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.2,1.0,full,1.0,0.006216156481379159,0.005414962979334748,0.12888888888888672
nothing -> free,nothing,free,net_benefit,0.25,0.25,rare-first,0.26748889330946224,0.03713117471543817,0.006925258776292034,0.8134920634920636
nothing -> free+education,nothing,free+education,net_benefit,0.25,0.25,rare-first,0.26748889330946224,0.03713117471543817,-0.0002946918628209394,1.007936507936508
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.25,0.25,rare-first,0.26748889330946224,0.03713117471543817,0.000773566139904952,0.979166666666667
free -> free+education,free,free+education,net_benefit,0.25,0.25,rare-first,0.26748889330946224,0.006925258776292034,-0.0002946918628209394,1.042553191489362
free -> free+education+hours,free,free+education+hours,net_benefit,0.25,0.25,rare-first,0.26748889330946224,0.006925258776292034,0.000773566139904952,0.8882978723404269
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.25,0.25,rare-first,0.26748889330946224,-0.0002946918628209394,0.000773566139904952,
nothing -> free,nothing,free,net_benefit,0.25,0.5,rare-first,0.5232080100789073,0.08070873393008436,0.015839687626625396,0.8037425832952991
nothing -> free+education,nothing,free+education,net_benefit,0.25,0.5,rare-first,0.5232080100789073,0.08070873393008436,0.003094264559619836,0.9616613418530353
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.25,0.5,rare-first,0.5232080100789073,0.08070873393008436,0.0006630566913471136,0.9917845732542218
free -> free+education,free,free+education,net_benefit,0.25,0.5,rare-first,0.5232080100789073,0.015839687626625396,0.003094264559619836,0.8046511627906983
free -> free+education+hours,free,free+education+hours,net_benefit,0.25,0.5,rare-first,0.5232080100789073,0.015839687626625396,0.0006630566913471136,0.9581395348837207
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.25,0.5,rare-first,0.5232080100789073,0.003094264559619836,0.0006630566913471136,0.7857142857142838
nothing -> free,nothing,free,net_benefit,0.25,0.75,rare-first,0.8137059876666004,0.08674991711791358,0.022322908608686035,0.7426751592356688
nothing -> free+education,nothing,free+education,net_benefit,0.25,0.75,rare-first,0.8137059876666004,0.08674991711791358,0.005672818359303056,0.9346072186836518
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.25,0.75,rare-first,0.8137059876666004,0.08674991711791358,0.0026153902825358233,0.9698513800424629
free -> free+education,free,free+education,net_benefit,0.25,0.75,rare-first,0.8137059876666004,0.022322908608686035,0.005672818359303056,0.7458745874587457
free -> free+education+hours,free,free+education+hours,net_benefit,0.25,0.75,rare-first,0.8137059876666004,0.022322908608686035,0.0026153902825358233,0.8828382838283828
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.25,0.75,rare-first,0.8137059876666004,0.005672818359303056,0.0026153902825358233,0.5389610389610391
nothing -> free,nothing,free,net_benefit,0.25,1.0,full,1.0,0.09098611264596457,0.025159317788337562,0.7234817813765183
nothing -> free+education,nothing,free+education,net_benefit,0.25,1.0,full,1.0,0.09098611264596457,0.007588315467639162,0.9165991902834006
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.25,1.0,full,1.0,0.09098611264596457,0.0029469186282093662,0.9676113360323888
free -> free+education,free,free+education,net_benefit,0.25,1.0,full,1.0,0.025159317788337562,0.007588315467639162,0.6983894582723273
free -> free+education+hours,free,free+education+hours,net_benefit,0.25,1.0,full,1.0,0.025159317788337562,0.0029469186282093662,0.8828696925329433
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.25,1.0,full,1.0,0.007588315467639162,0.0029469186282093662,0.6116504854368954
nothing -> free,nothing,free,net_benefit,0.3,0.25,rare-first,0.26748889330946224,0.030248014776691975,0.0056517689405301275,0.8131524008350731
nothing -> free+education,nothing,free+education,net_benefit,0.3,0.25,rare-first,0.26748889330946224,0.030248014776691975,-0.0010103721011003736,1.0334029227557417
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.3,0.25,rare-first,0.26748889330946224,0.030248014776691975,-0.00047361192239078753,1.0156576200417535
free -> free+education,free,free+education,net_benefit,0.3,0.25,rare-first,0.26748889330946224,0.0056517689405301275,-0.0010103721011003736,1.178770949720673
free -> free+education+hours,free,free+education+hours,net_benefit,0.3,0.25,rare-first,0.26748889330946224,0.0056517689405301275,-0.00047361192239078753,1.0837988826815632
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.3,0.25,rare-first,0.26748889330946224,-0.0010103721011003736,-0.00047361192239078753,
nothing -> free,nothing,free,net_benefit,0.3,0.5,rare-first,0.5232080100789073,0.0670160870182972,0.012803308968631119,0.808951707891637
nothing -> free+education,nothing,free+education,net_benefit,0.3,0.5,rare-first,0.5232080100789073,0.0670160870182972,0.002841671534344753,0.9575971731448764
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.3,0.5,rare-first,0.5232080100789073,0.0670160870182972,-0.00036310247383293526,1.0054181389870436
free -> free+education,free,free+education,net_benefit,0.3,0.5,rare-first,0.5232080100789073,0.012803308968631119,0.002841671534344753,0.7780517879161536
free -> free+education+hours,free,free+education+hours,net_benefit,0.3,0.5,rare-first,0.5232080100789073,0.012803308968631119,-0.00036310247383293526,1.0283600493218243
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.3,0.5,rare-first,0.5232080100789073,0.002841671534344753,-0.00036310247383293526,1.127777777777776
nothing -> free,nothing,free,net_benefit,0.3,0.75,rare-first,0.8137059876666004,0.0670160870182972,0.017381557551742116,0.7406360424028267
nothing -> free+education,nothing,free+education,net_benefit,0.3,0.75,rare-first,0.8137059876666004,0.0670160870182972,0.005699130132769195,0.9149587750294466
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.3,0.75,rare-first,0.8137059876666004,0.0670160870182972,0.00224176309931641,0.9665488810365137
free -> free+education,free,free+education,net_benefit,0.3,0.75,rare-first,0.8137059876666004,0.017381557551742116,0.005699130132769195,0.6721162579473217
free -> free+education+hours,free,free+education+hours,net_benefit,0.3,0.75,rare-first,0.8137059876666004,0.017381557551742116,0.00224176309931641,0.8710263396911905
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.3,0.75,rare-first,0.8137059876666004,0.005699130132769195,0.00224176309931641,0.6066481994459842
nothing -> free,nothing,free,net_benefit,0.3,1.0,full,1.0,0.06782122728636154,0.02134411063574508,0.6852886405959029
nothing -> free+education,nothing,free+education,net_benefit,0.3,1.0,full,1.0,0.06782122728636154,0.007640939014571468,0.887337057728119
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.3,1.0,full,1.0,0.06782122728636154,0.0035678764820106373,0.9473929236499069
free -> free+education,free,free+education,net_benefit,0.3,1.0,full,1.0,0.02134411063574508,0.007640939014571468,0.6420118343195265
free -> free+education+hours,free,free+education+hours,net_benefit,0.3,1.0,full,1.0,0.02134411063574508,0.0035678764820106373,0.8328402366863907
free+education -> free+education+hours,free+education,free+education+hours,net_benefit,0.3,1.0,full,1.0,0.007640939014571468,0.0035678764820106373,0.5330578512396703
nothing -> free,nothing,free,net_benefit,0.35,0.25,rare-first,0.26748889330946224,0.022305907155061762,0.00582299786631757,0.7389481707317074
nothing -> free+education,nothing,free+education,net_benefit,0.35,0.25,rare-first,0.26748889330946224,0.022305907155061762,-0.0005100436087285276,1.0228658536585358
nothing -> free+education+hours,nothing,free+education+hours,net_benefit,0.35,0.25,rare-first,0.26748889330946224,0.022305907155061762,-0.00013601162899427865,1.0060975609756098
free -> free+education,free,free+education,net_benefit,0.35,0.25,rare-first,0.26748889330946224,0.00582299786631757,-0.0005100436087285276,1.0875912408759092
free -> free+education+hours,free,free+education+hours,net_benefit,0.35,0.25,rare-first,0.26748889330946224,0.00582299786631757,-0.00013601162899427865,1.0233576642335767
