log,target,metric,draw,axis,S,S_total
BPIC13_closed,handover,ap,72,rung,0.07329038263562962,0.4725552727802222
BPIC13_closed,handover,ap,73,learner,0.09714759825686355,0.8955703808176038
BPIC13_closed,handover,ap,73,split,0.003862920349151263,0.093960467086855
BPIC13_closed,handover,ap,73,quality_level,0.0018620954071358426,0.09576851003378578
BPIC13_closed,handover,ap,73,rung,0.05120614288783191,0.8498487122514715
BPIC13_closed,handover,ap,74,learner,0.010796821586467959,0.1253789497388283
BPIC13_closed,handover,ap,74,split,0.2946264443085175,0.8046030617877883
BPIC13_closed,handover,ap,74,quality_level,0.023768492474807362,0.105148375075108
BPIC13_closed,handover,ap,74,rung,0.13406668712130618,0.6269776196624198
BPIC13_closed,handover,ap,75,learner,0.0008283706492166248,0.3897330484446455
BPIC13_closed,handover,ap,75,split,0.023359354658240926,0.4168816392597302
BPIC13_closed,handover,ap,75,quality_level,0.19963690032224451,0.5842544575329316
BPIC13_closed,handover,ap,75,rung,0.1751496858968998,0.4063851486146582
BPIC13_closed,handover,ap,76,learner,0.09502403459201775,0.6252607801084141
BPIC13_closed,handover,ap,76,split,0.12850183778893634,0.3691646011518925
BPIC13_closed,handover,ap,76,quality_level,0.13407262857957797,0.25163519077255936
BPIC13_closed,handover,ap,76,rung,0.06356907812243158,0.5986896181455372
BPIC13_closed,handover,ap,77,learner,0.04663833941903669,0.23190243369758073
BPIC13_closed,handover,ap,77,split,0.32269622997156944,0.5819047964421912
BPIC13_closed,handover,ap,77,quality_level,0.08196503308981964,0.21121010244300933
BPIC13_closed,handover,ap,77,rung,0.1691221580626402,0.4162284084380845
BPIC13_closed,handover,ap,78,learner,0.0841817242949984,0.37802329883332375
BPIC13_closed,handover,ap,78,split,0.16280661351604322,0.619283900772691
BPIC13_closed,handover,ap,78,quality_level,0.09041430124402593,0.23122883469572494
BPIC13_closed,handover,ap,78,rung,0.14541216003072746,0.3727853840991978
BPIC13_closed,handover,ap,79,learner,0.021060905614474667,0.55160272192343
BPIC13_closed,handover,ap,79,split,0.004226813761920478,0.44736550302694755
