world,rep,V_hat,V_oracle,auc_full,auc_base,naive_shift,nested_shift,naive_pct_lo,naive_pct_hi,naive_pct_width,naive_basic_lo,naive_basic_hi,naive_basic_width,naive_bc_lo,naive_bc_hi,naive_bc_width,nested_pct_lo,nested_pct_hi,nested_pct_width,nested_basic_lo,nested_basic_hi,nested_basic_width,nested_bc_lo,nested_bc_hi,nested_bc_width,naive_lo,naive_hi,nested_lo,nested_hi,naive_width,nested_width,V_limit
linear,35,0.2022272847892128,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0028650024708798405,-0.005786637481648482,0.1745559518497651,0.2278497325489283,0.053293780699163185,0.17660483702949734,0.22989861772866052,0.053293780699163185,0.17792802590104215,0.23033970377189156,0.05241167787084941,0.16925360830052366,0.2296378020227013,0.060384193722177626,0.17481676755572434,0.23520096127790197,0.060384193722177626,0.17692473196777206,0.23441727936361875,0.057492547395846694,0.1745559518497651,0.2278497325489283,0.16925360830052366,0.2296378020227013,0.053293780699163185,0.060384193722177626,0.19181526714026131
linear,36,0.21502264206171895,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.001240991288533999,0.0009968053552802392,0.18943193178469367,0.23769810616093323,0.04826617437623956,0.19234717796250467,0.24061335233874423,0.04826617437623956,0.19047796402699949,0.23930101867622494,0.048823054649225456,0.1721034350484084,0.24511011580154865,0.07300668075314026,0.18493516832188925,0.2579418490750295,0.07300668075314024,0.1654409684488037,0.24262434040923164,0.07718337196042793,0.18943193178469367,0.23769810616093323,0.1721034350484084,0.24511011580154865,0.04826617437623956,0.07300668075314026,0.19181526714026131
linear,37,0.20680075425622202,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0005953244936334201,0.004653901038000063,0.1769096362061005,0.23283010315973332,0.055920466953632814,0.18077140535271072,0.23669187230634353,0.055920466953632814,0.17831900829143088,0.23285506264336975,0.05453605435193887,0.17988717860652975,0.2390839141982118,0.05919673559168204,0.17451759431423225,0.2337143299059143,0.05919673559168204,0.17036435420264323,0.23113787440942538,0.060773520206782145,0.1769096362061005,0.23283010315973332,0.17988717860652975,0.2390839141982118,0.055920466953632814,0.05919673559168204,0.19181526714026131
linear,38,0.15437233488325752,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0009670308721809184,0.0022824359552070517,0.1305479088242438,0.18386731012252022,0.05331940129827642,0.12487735964399482,0.17819676094227124,0.05331940129827642,0.13085328256236026,0.18432576637662557,0.05347248381426531,0.12429404692460358,0.19420506193444687,0.06991101500984329,0.11453960783206818,0.18445062284191147,0.06991101500984329,0.11816618468469184,0.1938879524835086,0.07572176779881676,0.1305479088242438,0.18386731012252022,0.12429404692460358,0.19420506193444687,0.05331940129827642,0.06991101500984329,0.19181526714026131
linear,39,0.16962864565953695,0.1919673433573298,0.7592463717580317,0.5672790284007019,0.002377314878899306,-0.003663913311907463,0.13838739242898224,0.19522111703121292,0.056833724602230684,0.14403617428786097,0.20086989889009166,0.056833724602230684,0.1370448907768491,0.19438193743710608,0.05733704666025699,0.1400105959016039,0.20258930524391813,0.06257870934231424,0.13666798607515576,0.19924669541747,0.06257870934231424,0.1429340117883571,0.20476200689530014,0.061827995106943034,0.13838739242898224,0.19522111703121292,0.1400105959016039,0.20258930524391813,0.056833724602230684,0.06257870934231424,0.19181526714026131
linear,44,0.16738108078955893,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.000992252301846852,0.002893398569043304,0.14169198432782912,0.19488513432000545,0.053193149992176336,0.1398770272591124,0.19307017725128875,0.053193149992176336,0.14173241729048391,0.19697243575537665,0.05524001846489274,0.147061856906694,0.20500159273680565,0.057939735830111666,0.1297605688423122,0.18770030467242388,0.057939735830111666,0.13546610215545893,0.19575672649799616,0.060290624342537236,0.14169198432782912,0.19488513432000545,0.147061856906694,0.20500159273680565,0.053193149992176336,0.057939735830111666,0.19181526714026131
linear,45,0.1993177762265943,0.1919673433573298,0.7592463717580317,0.5672790284007019,-0.0016971211480360515,-0.004185995263499109,0.1774434165788094,0.2253530443924114,0.047909627813602,0.1732825080607772,0.2211921358743792,0.047909627813602,0.17828519290495973,0.2276526495894473,0.04936745668448758,0.16629107924918968,0.2213764364041329,0.055085357154943226,0.1772591160490557,0.23234447320399892,0.055085357154943226,0.1759325818621458,0.2247395259885285,0.0488069441263827,0.1774434165788094,0.2253530443924114,0.16629107924918968,0.2213764364041329,0.047909627813602,0.055085357154943226,0.19181526714026131
linear,46,0.1614499034093877,0.1919673433573298,0.7592463717580317,0.5672790284007019,0.0027534726793945197,0.00028536326116179733,0.12950346460717438,0.18790163260648948,0.058398167999315104,0.1349981742122859,0.193396342211601,0.058398167999315104,0.12353092746357816,0.18478811775935455,0.06125719029577639,0.13913871977275905,0.18784518975718192,0.04870646998442288,0.13505461706159347,0.18376108704601635,0.04870646998442288,0.1390543936661621,0.18574118109375065,0.046686787427588555,0.12950346460717438,0.18790163260648948,0.13913871977275905,0.18784518975718192,0.058398167999315104,0.04870646998442288,0.19181526714026131
linear,47,0.1924536984391324,0.1919673433573298,0.7592463717580317,0.5672790284007019,0.0020433646648162496,0.003528397491333546,0.1624603090493106,0.2235113205650597,0.0610510115157491,0.1613960763132051,0.2224470878289542,0.0610510115157491,0.15853222567041456,0.21965244715673388,0.06112022148631932,0.17087885368072003,0.23161379088211165,0.060734937201391614,0.15329360599615316,0.21402854319754477,0.060734937201391614,0.1657560760618872,0.21636884241271476,0.050612766350827565,0.1624603090493106,0.2235113205650597,0.17087885368072003,0.23161379088211165,0.0610510115157491,0.060734937201391614,0.19181526714026131
linear,40,0.15863258893502397,0.1919673433573298,0.7592463717580317,0.5672790284007019,0.0007721290252911683,-0.00162881927940417,0.13547631760992904,0.18888202784437655,0.05340571023444751,0.12838315002567138,0.1817888602601189,0.05340571023444751,0.13422405715298386,0.18670981042739968,0.05248575327441582,0.12772288939127324,0.18218444199567532,0.05446155260440208,0.1350807358743726,0.1895422884787747,0.05446155260440208,0.13017728839149867,0.18356415980256194,0.05338687141106327,0.13547631760992904,0.18888202784437655,0.12772288939127324,0.18218444199567532,0.05340571023444751,0.05446155260440208,0.19181526714026131
