rho,n,rep,R_hat,V_lo,V_hi,R_true
0.8,20000,7,0.889688646389494,0.12445533562269173,0.013728836536588962,0.8765818692805066
0.8,20000,8,0.9054349234206854,0.11771774305580307,0.011131987386816089,0.8765818692805066
0.8,20000,9,0.8737122830323013,0.11106028769098353,0.014025550178270119,0.8765818692805066
0.8,60000,0,0.8752721468450199,0.12442494219843447,0.015519255919343222,0.8765818692805066
0.8,60000,1,0.885882931217564,0.1263147299782803,0.014414666729166248,0.8765818692805066
0.8,60000,2,0.8886719307207139,0.12095712777386858,0.013465923500632693,0.8765818692805066
0.8,60000,3,0.88248329500198,0.12473270107296575,0.014658176035597936,0.8765818692805066
0.8,60000,4,0.8787393137555244,0.1292731544005774,0.01567575141560207,0.8765818692805066
0.8,60000,5,0.8848024638415896,0.12339326619563296,0.014214600244275788,0.8765818692805066
0.8,60000,6,0.8827845235307236,0.12251803277470741,0.01436100958776576,0.8765818692805066
0.8,60000,7,0.8736716959906684,0.1243331505407701,0.015706796039952398,0.8765818692805066
0.8,60000,8,0.8925060730015675,0.12400322726992774,0.013329593859723654,0.8765818692805066
0.8,60000,9,0.8694064401694397,0.12935335685979932,0.016892715348354015,0.8765818692805066
0.8,60000,10,0.872567963381905,0.12581291735622513,0.016032596291567836,0.8765818692805066
0.8,60000,11,0.8878651255105349,0.1266591515002775,0.014202908056425767,0.8765818692805066
0.8,60000,12,0.8619469678641134,0.12621291256734823,0.017424075274623974,0.8765818692805066
0.8,60000,13,0.8766039277571991,0.12084660419991611,0.01491199630215001,0.8765818692805066
0.8,60000,14,0.8803255204143741,0.12647443135518066,0.01513576175331921,0.8765818692805066
0.8,60000,15,0.8808236148281663,0.1271165484045068,0.015149290734369547,0.8765818692805066
0.8,60000,16,0.8971930276273676,0.1280981951340674,0.013169387608132133,0.8765818692805066
0.8,60000,17,0.8818123157440807,0.12723100939936494,0.01503713836645404,0.8765818692805066
0.8,60000,18,0.886633572296164,0.12353182262490126,0.014004361438728963,0.8765818692805066
0.8,60000,19,0.8598302657062602,0.12928792603553507,0.018122254239789637,0.8765818692805066
0.8,60000,20,0.8625451238511155,0.12124292651938762,0.016665431448650736,0.8765818692805066
0.8,60000,21,0.8846007635203921,0.12443135773866776,0.014359283677163215,0.8765818692805066
0.8,60000,22,0.89163121657151,0.12712206250039715,0.013776063260088511,0.8765818692805066
0.8,60000,23,0.8885456037573233,0.1299093380978671,0.014478966843983532,0.8765818692805066
0.8,60000,24,0.8857541407997584,0.12687333662877187,0.014494753352755518,0.8765818692805066
0.8,60000,25,0.8756591972156414,0.11834171368493407,0.014714703682461416,0.8765818692805066
0.8,60000,26,0.8803470196835981,0.12936962316733314,0.015479460974381243,0.8765818692805066
0.8,60000,27,0.8824840687054625,0.12187610806147076,0.014322384341397432,0.8765818692805066
0.8,60000,28,0.8642083139149499,0.12014988192765785,0.016315355049876357,0.8765818692805066
0.8,60000,29,0.8791075036267342,0.129006137850322,0.015595874052199088,0.8765818692805066
0.8,60000,30,0.8722214891827892,0.1263446945066814,0.016144136913719187,0.8765818692805066
0.8,60000,31,0.8891937562388282,0.12248456721230161,0.013572054811507916,0.8765818692805066
0.8,60000,32,0.8811606217265049,0.12408522805801425,0.014746211355339267,0.8765818692805066
0.8,60000,33,0.8615525568647351,0.12805390408746853,0.01772873560439847,0.8765818692805066
0.8,60000,34,0.8646450926072271,0.12500934442125133,0.016920628237369728,0.8765818692805066
0.8,60000,35,0.8847298034048716,0.12110177401174249,0.013959425298352368,0.8765818692805066
0.8,60000,36,0.8849277642240828,0.12710330737194497,0.014626061753803321,0.8765818692805066
0.8,60000,37,0.8753708440446538,0.12713193979641957,0.01584434635179366,0.8765818692805066
0.8,60000,38,0.8709167804471475,0.1254668310405005,0.016195662497801577,0.8765818692805066
0.8,60000,39,0.8686270541652801,0.12541376019580375,0.01647597512513188,0.8765818692805066
1.0,5000,0,1.0240437476789992,0.12308559608228364,-0.0029594390151216343,0.9999999999999984
1.0,5000,1,1.027217819661598,0.10416462159841933,-0.00283513388578438,0.9999999999999984
1.0,5000,2,1.023598757136863,0.12579447210202155,-0.0029685931962954992,0.9999999999999984
1.0,5000,3,1.030894902833821,0.1540921687145227,-0.004760662579887942,0.9999999999999984
1.0,5000,4,1.0090221556734258,0.14088500511294977,-0.001271086448180414,0.9999999999999984
1.0,5000,5,1.0246161884092921,0.1358425052410901,-0.00334392470300493,0.9999999999999984
1.0,5000,6,1.075139673930801,0.13824924341659528,-0.010388003071502894,0.9999999999999984
1.0,5000,7,0.9804695527697663,0.12684109380702147,0.0024772632892231528,0.9999999999999984
1.0,5000,8,1.0131643011904476,0.14744844939883806,-0.0019410557979507859,0.9999999999999984
