log,target,metric,unit,measure,rule,n_cells,adopts,loss,excess,rel_excess,L_adopt,L_decline,best,mean,share_positive
BPIC15_5,duration,auc,AUC,reference,uniform-beneficial,216,False,0.041291744401691505,0.034930457531302805,5.49109924501305,0.006361286870388698,0.041291744401691505,0.006361286870388698,0.034930457531302805,0.8500000000000002
BPIC15_5,duration,auc,AUC,reference,majority,216,True,0.006361286870388698,0.0,0.0,0.006361286870388698,0.041291744401691505,0.006361286870388698,0.034930457531302805,0.8500000000000002
BPIC15_5,duration,auc,AUC,reference,weighted-mean,216,True,0.006361286870388698,0.0,0.0,0.006361286870388698,0.041291744401691505,0.006361286870388698,0.034930457531302805,0.8500000000000002
BPIC15_5,duration,auc,AUC,concentrated,one-number,216,True,0.0014257834280759333,0.0,0.0,0.0014257834280759333,0.041925946747341264,0.0014257834280759333,0.040500163319265335,0.971392
BPIC15_5,duration,auc,AUC,concentrated,uniform-beneficial,216,False,0.041925946747341264,0.04050016331926533,28.405550605900576,0.0014257834280759333,0.041925946747341264,0.0014257834280759333,0.040500163319265335,0.971392
BPIC15_5,duration,auc,AUC,concentrated,majority,216,True,0.0014257834280759333,0.0,0.0,0.0014257834280759333,0.041925946747341264,0.0014257834280759333,0.040500163319265335,0.971392
BPIC15_5,duration,auc,AUC,concentrated,weighted-mean,216,True,0.0014257834280759333,0.0,0.0,0.0014257834280759333,0.041925946747341264,0.0014257834280759333,0.040500163319265335,0.971392
BPIC15_5,duration,brier_skill,Brier skill,equal-level,one-number,216,False,0.04008698020107819,0.010904621857078804,0.3736717138668494,0.029182358343999387,0.04008698020107819,0.029182358343999387,0.010904621857078798,0.6388888888888888
BPIC15_5,duration,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.04008698020107819,0.010904621857078804,0.3736717138668494,0.029182358343999387,0.04008698020107819,0.029182358343999387,0.010904621857078798,0.6388888888888888
BPIC15_5,duration,brier_skill,Brier skill,equal-level,majority,216,True,0.029182358343999387,0.0,0.0,0.029182358343999387,0.04008698020107819,0.029182358343999387,0.010904621857078798,0.6388888888888888
BPIC15_5,duration,brier_skill,Brier skill,equal-level,weighted-mean,216,True,0.029182358343999387,0.0,0.0,0.029182358343999387,0.04008698020107819,0.029182358343999387,0.010904621857078798,0.6388888888888888
BPIC15_5,duration,brier_skill,Brier skill,reference,one-number,216,False,0.0361793204800579,0.003834217472282915,0.11854089539802244,0.03234510300777498,0.0361793204800579,0.03234510300777498,0.003834217472282922,0.48875
BPIC15_5,duration,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.0361793204800579,0.003834217472282915,0.11854089539802244,0.03234510300777498,0.0361793204800579,0.03234510300777498,0.003834217472282922,0.48875
BPIC15_5,duration,brier_skill,Brier skill,reference,majority,216,False,0.0361793204800579,0.003834217472282915,0.11854089539802244,0.03234510300777498,0.0361793204800579,0.03234510300777498,0.003834217472282922,0.48875
BPIC15_5,duration,brier_skill,Brier skill,reference,weighted-mean,216,True,0.03234510300777498,0.0,0.0,0.03234510300777498,0.0361793204800579,0.03234510300777498,0.003834217472282922,0.48875
BPIC15_5,duration,brier_skill,Brier skill,concentrated,one-number,216,False,0.024042483829090022,0.0,0.0,0.02629688282056522,0.024042483829090022,0.024042483829090022,-0.0022543989914752026,0.31222399999999995
BPIC15_5,duration,brier_skill,Brier skill,concentrated,uniform-beneficial,216,False,0.024042483829090022,0.0,0.0,0.02629688282056522,0.024042483829090022,0.024042483829090022,-0.0022543989914752026,0.31222399999999995
BPIC15_5,duration,brier_skill,Brier skill,concentrated,majority,216,False,0.024042483829090022,0.0,0.0,0.02629688282056522,0.024042483829090022,0.024042483829090022,-0.0022543989914752026,0.31222399999999995
BPIC15_5,duration,brier_skill,Brier skill,concentrated,weighted-mean,216,False,0.024042483829090022,0.0,0.0,0.02629688282056522,0.024042483829090022,0.024042483829090022,-0.0022543989914752026,0.31222399999999995
BPIC15_5,duration,logloss_skill,log-loss skill,equal-level,one-number,216,False,0.029082899520155372,0.0,0.0,0.041612029165538765,0.029082899520155372,0.029082899520155372,-0.012529129645383403,0.5879629629629629
BPIC15_5,duration,logloss_skill,log-loss skill,equal-level,uniform-beneficial,216,False,0.029082899520155372,0.0,0.0,0.041612029165538765,0.029082899520155372,0.029082899520155372,-0.012529129645383403,0.5879629629629629
BPIC15_5,duration,logloss_skill,log-loss skill,equal-level,majority,216,True,0.041612029165538765,0.012529129645383393,0.43080744534087145,0.041612029165538765,0.029082899520155372,0.029082899520155372,-0.012529129645383403,0.5879629629629629
BPIC15_5,duration,logloss_skill,log-loss skill,equal-level,weighted-mean,216,False,0.029082899520155372,0.0,0.0,0.041612029165538765,0.029082899520155372,0.029082899520155372,-0.012529129645383403,0.5879629629629629
BPIC15_5,duration,logloss_skill,log-loss skill,reference,one-number,216,False,0.027370205894968302,0.0,0.0,0.051427672592861205,0.027370205894968302,0.027370205894968302,-0.024057466697892906,0.43500000000000005
BPIC15_5,duration,logloss_skill,log-loss skill,reference,uniform-beneficial,216,False,0.027370205894968302,0.0,0.0,0.051427672592861205,0.027370205894968302,0.027370205894968302,-0.024057466697892906,0.43500000000000005
BPIC15_5,duration,logloss_skill,log-loss skill,reference,majority,216,False,0.027370205894968302,0.0,0.0,0.051427672592861205,0.027370205894968302,0.027370205894968302,-0.024057466697892906,0.43500000000000005
BPIC15_5,duration,logloss_skill,log-loss skill,reference,weighted-mean,216,False,0.027370205894968302,0.0,0.0,0.051427672592861205,0.027370205894968302,0.027370205894968302,-0.024057466697892906,0.43500000000000005
BPIC15_5,duration,logloss_skill,log-loss skill,concentrated,one-number,216,False,0.0188151593280573,0.0,0.0,0.04065079659220479,0.0188151593280573,0.0188151593280573,-0.02183563726414749,0.280224
BPIC15_5,duration,logloss_skill,log-loss skill,concentrated,uniform-beneficial,216,False,0.0188151593280573,0.0,0.0,0.04065079659220479,0.0188151593280573,0.0188151593280573,-0.02183563726414749,0.280224
BPIC15_5,duration,logloss_skill,log-loss skill,concentrated,majority,216,False,0.0188151593280573,0.0,0.0,0.04065079659220479,0.0188151593280573,0.0188151593280573,-0.02183563726414749,0.280224
BPIC15_5,duration,logloss_skill,log-loss skill,concentrated,weighted-mean,216,False,0.0188151593280573,0.0,0.0,0.04065079659220479,0.0188151593280573,0.0188151593280573,-0.02183563726414749,0.280224
BPIC15_5,duration,nagelkerke,Nagelkerke R2,equal-level,one-number,216,False,0.07126698346165124,0.0,0.0,0.13281974851060377,0.07126698346165124,0.07126698346165124,-0.06155276504895256,0.5879629629629629
BPIC15_5,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.07126698346165124,0.0,0.0,0.13281974851060377,0.07126698346165124,0.07126698346165124,-0.06155276504895256,0.5879629629629629
BPIC15_5,duration,nagelkerke,Nagelkerke R2,equal-level,majority,216,True,0.13281974851060377,0.06155276504895253,0.8636925832854154,0.13281974851060377,0.07126698346165124,0.07126698346165124,-0.06155276504895256,0.5879629629629629
BPIC15_5,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,False,0.07126698346165124,0.0,0.0,0.13281974851060377,0.07126698346165124,0.07126698346165124,-0.06155276504895256,0.5879629629629629
BPIC15_5,duration,nagelkerke,Nagelkerke R2,reference,one-number,216,False,0.0717435772054234,0.0,0.0,0.16070032804561152,0.0717435772054234,0.0717435772054234,-0.0889567508401881,0.43500000000000005
BPIC15_5,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.0717435772054234,0.0,0.0,0.16070032804561152,0.0717435772054234,0.0717435772054234,-0.0889567508401881,0.43500000000000005
BPIC15_5,duration,nagelkerke,Nagelkerke R2,reference,majority,216,False,0.0717435772054234,0.0,0.0,0.16070032804561152,0.0717435772054234,0.0717435772054234,-0.0889567508401881,0.43500000000000005
BPIC15_5,duration,nagelkerke,Nagelkerke R2,reference,weighted-mean,216,False,0.0717435772054234,0.0,0.0,0.16070032804561152,0.0717435772054234,0.0717435772054234,-0.0889567508401881,0.43500000000000005
BPIC15_5,duration,nagelkerke,Nagelkerke R2,concentrated,one-number,216,False,0.048032554975191925,0.0,0.0,0.12443575438247864,0.048032554975191925,0.048032554975191925,-0.07640319940728671,0.280224
BPIC15_5,duration,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,216,False,0.048032554975191925,0.0,0.0,0.12443575438247864,0.048032554975191925,0.048032554975191925,-0.07640319940728671,0.280224
BPIC15_5,duration,nagelkerke,Nagelkerke R2,concentrated,majority,216,False,0.048032554975191925,0.0,0.0,0.12443575438247864,0.048032554975191925,0.048032554975191925,-0.07640319940728671,0.280224
BPIC15_5,duration,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,216,False,0.048032554975191925,0.0,0.0,0.12443575438247864,0.048032554975191925,0.048032554975191925,-0.07640319940728671,0.280224
BPIC17,duration,ap,average precision,equal-level,one-number,216,True,0.0002822849552108856,0.0,0.0,0.0002822849552108856,0.01176396735215507,0.0002822849552108856,0.011481682396944184,0.8796296296296297
BPIC17,duration,ap,average precision,equal-level,uniform-beneficial,216,False,0.01176396735215507,0.011481682396944184,40.674085476381855,0.0002822849552108856,0.01176396735215507,0.0002822849552108856,0.011481682396944184,0.8796296296296297
BPIC17,duration,ap,average precision,equal-level,majority,216,True,0.0002822849552108856,0.0,0.0,0.0002822849552108856,0.01176396735215507,0.0002822849552108856,0.011481682396944184,0.8796296296296297
BPIC17,duration,ap,average precision,equal-level,weighted-mean,216,True,0.0002822849552108856,0.0,0.0,0.0002822849552108856,0.01176396735215507,0.0002822849552108856,0.011481682396944184,0.8796296296296297
BPIC17,duration,ap,average precision,reference,one-number,216,True,0.00012065212743631725,0.0,0.0,0.00012065212743631725,0.013524310935495658,0.00012065212743631725,0.013403658808059342,0.9450000000000002
BPIC17,duration,ap,average precision,reference,uniform-beneficial,216,False,0.013524310935495658,0.01340365880805934,111.09343111362935,0.00012065212743631725,0.013524310935495658,0.00012065212743631725,0.013403658808059342,0.9450000000000002
BPIC17,duration,ap,average precision,reference,majority,216,True,0.00012065212743631725,0.0,0.0,0.00012065212743631725,0.013524310935495658,0.00012065212743631725,0.013403658808059342,0.9450000000000002
BPIC17,duration,ap,average precision,reference,weighted-mean,216,True,0.00012065212743631725,0.0,0.0,0.00012065212743631725,0.013524310935495658,0.00012065212743631725,0.013403658808059342,0.9450000000000002
BPIC17,duration,ap,average precision,concentrated,one-number,216,True,1.6525263139319635e-05,0.0,0.0,1.6525263139319635e-05,0.013508430535888218,1.6525263139319635e-05,0.013491905272748897,0.990048
BPIC17,duration,ap,average precision,concentrated,uniform-beneficial,216,False,0.013508430535888218,0.013491905272748898,816.4411760952072,1.6525263139319635e-05,0.013508430535888218,1.6525263139319635e-05,0.013491905272748897,0.990048
BPIC17,duration,ap,average precision,concentrated,majority,216,True,1.6525263139319635e-05,0.0,0.0,1.6525263139319635e-05,0.013508430535888218,1.6525263139319635e-05,0.013491905272748897,0.990048
BPIC17,duration,ap,average precision,concentrated,weighted-mean,216,True,1.6525263139319635e-05,0.0,0.0,1.6525263139319635e-05,0.013508430535888218,1.6525263139319635e-05,0.013491905272748897,0.990048
BPIC17,duration,auc,AUC,equal-level,one-number,216,True,0.000933663581985451,0.0,0.0,0.000933663581985451,0.009039488440424888,0.000933663581985451,0.008105824858439437,0.7685185185185184
BPIC17,duration,auc,AUC,equal-level,uniform-beneficial,216,False,0.009039488440424888,0.008105824858439437,8.681740420036805,0.000933663581985451,0.009039488440424888,0.000933663581985451,0.008105824858439437,0.7685185185185184
BPIC17,duration,auc,AUC,equal-level,majority,216,True,0.000933663581985451,0.0,0.0,0.000933663581985451,0.009039488440424888,0.000933663581985451,0.008105824858439437,0.7685185185185184
BPIC17,duration,auc,AUC,equal-level,weighted-mean,216,True,0.000933663581985451,0.0,0.0,0.000933663581985451,0.009039488440424888,0.000933663581985451,0.008105824858439437,0.7685185185185184
BPIC17,duration,auc,AUC,reference,one-number,216,True,0.0006084040405886634,0.0,0.0,0.0006084040405886634,0.009302671465036591,0.0006084040405886634,0.008694267424447927,0.8575000000000002
BPIC17,duration,auc,AUC,reference,uniform-beneficial,216,False,0.009302671465036591,0.008694267424447927,14.290285475480667,0.0006084040405886634,0.009302671465036591,0.0006084040405886634,0.008694267424447927,0.8575000000000002
BPIC17,duration,auc,AUC,reference,majority,216,True,0.0006084040405886634,0.0,0.0,0.0006084040405886634,0.009302671465036591,0.0006084040405886634,0.008694267424447927,0.8575000000000002
BPIC17,duration,auc,AUC,reference,weighted-mean,216,True,0.0006084040405886634,0.0,0.0,0.0006084040405886634,0.009302671465036591,0.0006084040405886634,0.008694267424447927,0.8575000000000002
BPIC17,duration,auc,AUC,concentrated,one-number,216,True,0.00026275679518230076,0.0,0.0,0.00026275679518230076,0.005890794089389771,0.00026275679518230076,0.00562803729420747,0.9344319999999999
BPIC17,duration,auc,AUC,concentrated,uniform-beneficial,216,False,0.005890794089389771,0.005628037294207471,21.41918838027666,0.00026275679518230076,0.005890794089389771,0.00026275679518230076,0.00562803729420747,0.9344319999999999
BPIC17,duration,auc,AUC,concentrated,majority,216,True,0.00026275679518230076,0.0,0.0,0.00026275679518230076,0.005890794089389771,0.00026275679518230076,0.00562803729420747,0.9344319999999999
BPIC17,duration,auc,AUC,concentrated,weighted-mean,216,True,0.00026275679518230076,0.0,0.0,0.00026275679518230076,0.005890794089389771,0.00026275679518230076,0.00562803729420747,0.9344319999999999
BPIC17,duration,brier_skill,Brier skill,equal-level,one-number,216,False,0.0014304368817232987,0.0,0.0,0.0016157770923786348,0.0014304368817232987,0.0014304368817232987,-0.00018534021065533612,0.5324074074074073
BPIC17,duration,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.0014304368817232987,0.0,0.0,0.0016157770923786348,0.0014304368817232987,0.0014304368817232987,-0.00018534021065533612,0.5324074074074073
BPIC17,duration,brier_skill,Brier skill,equal-level,majority,216,True,0.0016157770923786348,0.00018534021065533604,0.12956895408908223,0.0016157770923786348,0.0014304368817232987,0.0014304368817232987,-0.00018534021065533612,0.5324074074074073
BPIC17,duration,brier_skill,Brier skill,equal-level,weighted-mean,216,False,0.0014304368817232987,0.0,0.0,0.0016157770923786348,0.0014304368817232987,0.0014304368817232987,-0.00018534021065533612,0.5324074074074073
BPIC17,duration,brier_skill,Brier skill,reference,one-number,216,False,0.0016231878856779501,0.0002428318300414043,0.17591970495570677,0.0013803560556365458,0.0016231878856779501,0.0013803560556365458,0.00024283183004140415,0.53125
BPIC17,duration,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.0016231878856779501,0.0002428318300414043,0.17591970495570677,0.0013803560556365458,0.0016231878856779501,0.0013803560556365458,0.00024283183004140415,0.53125
BPIC17,duration,brier_skill,Brier skill,reference,majority,216,True,0.0013803560556365458,0.0,0.0,0.0013803560556365458,0.0016231878856779501,0.0013803560556365458,0.00024283183004140415,0.53125
BPIC17,duration,brier_skill,Brier skill,reference,weighted-mean,216,True,0.0013803560556365458,0.0,0.0,0.0013803560556365458,0.0016231878856779501,0.0013803560556365458,0.00024283183004140415,0.53125
