log,target,metric,unit,measure,rule,n_cells,adopts,loss,excess,rel_excess,L_adopt,L_decline,best,mean,share_positive
BPIC14,duration,logloss_skill,log-loss skill,equal-level,one-number,960,True,0.0013122744350835252,0.0,0.0,0.0013122744350835252,0.04585318892698845,0.0013122744350835252,0.04454091449190492,0.8739583333333332
BPIC14,duration,logloss_skill,log-loss skill,equal-level,uniform-beneficial,960,False,0.04585318892698845,0.04454091449190492,33.941768048746546,0.0013122744350835252,0.04585318892698845,0.0013122744350835252,0.04454091449190492,0.8739583333333332
BPIC14,duration,logloss_skill,log-loss skill,equal-level,majority,960,True,0.0013122744350835252,0.0,0.0,0.0013122744350835252,0.04585318892698845,0.0013122744350835252,0.04454091449190492,0.8739583333333332
BPIC14,duration,logloss_skill,log-loss skill,equal-level,weighted-mean,960,True,0.0013122744350835252,0.0,0.0,0.0013122744350835252,0.04585318892698845,0.0013122744350835252,0.04454091449190492,0.8739583333333332
BPIC14,duration,logloss_skill,log-loss skill,reference,one-number,960,True,0.0006631899911043767,0.0,0.0,0.0006631899911043767,0.05858500252049114,0.0006631899911043767,0.057921812529386774,0.9050925925925926
BPIC14,duration,logloss_skill,log-loss skill,reference,uniform-beneficial,960,False,0.05858500252049114,0.05792181252938677,87.33818861308885,0.0006631899911043767,0.05858500252049114,0.0006631899911043767,0.057921812529386774,0.9050925925925926
BPIC14,duration,logloss_skill,log-loss skill,reference,majority,960,True,0.0006631899911043767,0.0,0.0,0.0006631899911043767,0.05858500252049114,0.0006631899911043767,0.057921812529386774,0.9050925925925926
BPIC14,duration,logloss_skill,log-loss skill,reference,weighted-mean,960,True,0.0006631899911043767,0.0,0.0,0.0006631899911043767,0.05858500252049114,0.0006631899911043767,0.057921812529386774,0.9050925925925926
BPIC14,duration,logloss_skill,log-loss skill,concentrated,one-number,960,True,0.0003358190671583496,0.0,0.0,0.0003358190671583496,0.07317070740380284,0.0003358190671583496,0.07283488833664449,0.9478044444444444
BPIC14,duration,logloss_skill,log-loss skill,concentrated,uniform-beneficial,960,False,0.07317070740380284,0.07283488833664449,216.88729277036697,0.0003358190671583496,0.07317070740380284,0.0003358190671583496,0.07283488833664449,0.9478044444444444
BPIC14,duration,logloss_skill,log-loss skill,concentrated,majority,960,True,0.0003358190671583496,0.0,0.0,0.0003358190671583496,0.07317070740380284,0.0003358190671583496,0.07283488833664449,0.9478044444444444
BPIC14,duration,logloss_skill,log-loss skill,concentrated,weighted-mean,960,True,0.0003358190671583496,0.0,0.0,0.0003358190671583496,0.07317070740380284,0.0003358190671583496,0.07283488833664449,0.9478044444444444
BPIC14,duration,nagelkerke,Nagelkerke R2,equal-level,one-number,960,True,0.0023234085487287524,0.0,0.0,0.0023234085487287524,0.07475201942330909,0.0023234085487287524,0.07242861087458033,0.8739583333333332
BPIC14,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,960,False,0.07475201942330909,0.07242861087458033,31.173428760176282,0.0023234085487287524,0.07475201942330909,0.0023234085487287524,0.07242861087458033,0.8739583333333332
BPIC14,duration,nagelkerke,Nagelkerke R2,equal-level,majority,960,True,0.0023234085487287524,0.0,0.0,0.0023234085487287524,0.07475201942330909,0.0023234085487287524,0.07242861087458033,0.8739583333333332
BPIC14,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,960,True,0.0023234085487287524,0.0,0.0,0.0023234085487287524,0.07475201942330909,0.0023234085487287524,0.07242861087458033,0.8739583333333332
BPIC14,duration,nagelkerke,Nagelkerke R2,reference,one-number,960,True,0.001048496848242101,0.0,0.0,0.001048496848242101,0.09450762199279986,0.001048496848242101,0.09345912514455776,0.9050925925925926
BPIC14,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,960,False,0.09450762199279986,0.09345912514455776,89.13629573732183,0.001048496848242101,0.09450762199279986,0.001048496848242101,0.09345912514455776,0.9050925925925926
BPIC14,duration,nagelkerke,Nagelkerke R2,reference,majority,960,True,0.001048496848242101,0.0,0.0,0.001048496848242101,0.09450762199279986,0.001048496848242101,0.09345912514455776,0.9050925925925926
BPIC14,duration,nagelkerke,Nagelkerke R2,reference,weighted-mean,960,True,0.001048496848242101,0.0,0.0,0.001048496848242101,0.09450762199279986,0.001048496848242101,0.09345912514455776,0.9050925925925926
BPIC14,duration,nagelkerke,Nagelkerke R2,concentrated,one-number,960,True,0.0004798981108500228,0.0,0.0,0.0004798981108500228,0.11699311511482989,0.0004798981108500228,0.1165132170039799,0.9478044444444444
BPIC14,duration,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,960,False,0.11699311511482989,0.11651321700397987,242.78740501312882,0.0004798981108500228,0.11699311511482989,0.0004798981108500228,0.1165132170039799,0.9478044444444444
BPIC14,duration,nagelkerke,Nagelkerke R2,concentrated,majority,960,True,0.0004798981108500228,0.0,0.0,0.0004798981108500228,0.11699311511482989,0.0004798981108500228,0.1165132170039799,0.9478044444444444
BPIC14,duration,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,960,True,0.0004798981108500228,0.0,0.0,0.0004798981108500228,0.11699311511482989,0.0004798981108500228,0.1165132170039799,0.9478044444444444
BPIC14,handover,ap,average precision,equal-level,one-number,960,True,0.001508913928244552,0.0,0.0,0.001508913928244552,0.013061862317884242,0.001508913928244552,0.011552948389639689,0.7604166666666665
BPIC14,handover,ap,average precision,equal-level,uniform-beneficial,960,False,0.013061862317884242,0.01155294838963969,7.656466133280524,0.001508913928244552,0.013061862317884242,0.001508913928244552,0.011552948389639689,0.7604166666666665
BPIC14,handover,ap,average precision,equal-level,majority,960,True,0.001508913928244552,0.0,0.0,0.001508913928244552,0.013061862317884242,0.001508913928244552,0.011552948389639689,0.7604166666666665
BPIC14,handover,ap,average precision,equal-level,weighted-mean,960,True,0.001508913928244552,0.0,0.0,0.001508913928244552,0.013061862317884242,0.001508913928244552,0.011552948389639689,0.7604166666666665
BPIC14,handover,ap,average precision,reference,one-number,960,True,0.0011215304667810595,0.0,0.0,0.0011215304667810595,0.014766495747485432,0.0011215304667810595,0.013644965280704373,0.8391975308641977
BPIC14,handover,ap,average precision,reference,uniform-beneficial,960,False,0.014766495747485432,0.013644965280704373,12.16637950092183,0.0011215304667810595,0.014766495747485432,0.0011215304667810595,0.013644965280704373,0.8391975308641977
BPIC14,handover,ap,average precision,reference,majority,960,True,0.0011215304667810595,0.0,0.0,0.0011215304667810595,0.014766495747485432,0.0011215304667810595,0.013644965280704373,0.8391975308641977
BPIC14,handover,ap,average precision,reference,weighted-mean,960,True,0.0011215304667810595,0.0,0.0,0.0011215304667810595,0.014766495747485432,0.0011215304667810595,0.013644965280704373,0.8391975308641977
BPIC14,handover,ap,average precision,concentrated,one-number,960,True,0.0004688740359023135,0.0,0.0,0.0004688740359023135,0.01680994870708497,0.0004688740359023135,0.016341074671182655,0.9344671604938273
BPIC14,handover,ap,average precision,concentrated,uniform-beneficial,960,False,0.01680994870708497,0.016341074671182655,34.85173718296314,0.0004688740359023135,0.01680994870708497,0.0004688740359023135,0.016341074671182655,0.9344671604938273
BPIC14,handover,ap,average precision,concentrated,majority,960,True,0.0004688740359023135,0.0,0.0,0.0004688740359023135,0.01680994870708497,0.0004688740359023135,0.016341074671182655,0.9344671604938273
BPIC14,handover,ap,average precision,concentrated,weighted-mean,960,True,0.0004688740359023135,0.0,0.0,0.0004688740359023135,0.01680994870708497,0.0004688740359023135,0.016341074671182655,0.9344671604938273
BPIC14,handover,auc,AUC,equal-level,one-number,960,True,0.00456987204856394,0.0,0.0,0.00456987204856394,0.09251624995967928,0.00456987204856394,0.08794637791111534,0.7666666666666666
BPIC14,handover,auc,AUC,equal-level,uniform-beneficial,960,False,0.09251624995967928,0.08794637791111534,19.24482282578394,0.00456987204856394,0.09251624995967928,0.00456987204856394,0.08794637791111534,0.7666666666666666
BPIC14,handover,auc,AUC,equal-level,majority,960,True,0.00456987204856394,0.0,0.0,0.00456987204856394,0.09251624995967928,0.00456987204856394,0.08794637791111534,0.7666666666666666
BPIC14,handover,auc,AUC,equal-level,weighted-mean,960,True,0.00456987204856394,0.0,0.0,0.00456987204856394,0.09251624995967928,0.00456987204856394,0.08794637791111534,0.7666666666666666
BPIC14,handover,auc,AUC,reference,one-number,960,True,0.0035253137107782756,0.0,0.0,0.0035253137107782756,0.11399970102717698,0.0035253137107782756,0.1104743873163987,0.8385802469135802
BPIC14,handover,auc,AUC,reference,uniform-beneficial,960,False,0.11399970102717698,0.1104743873163987,31.337462813205786,0.0035253137107782756,0.11399970102717698,0.0035253137107782756,0.1104743873163987,0.8385802469135802
BPIC14,handover,auc,AUC,reference,majority,960,True,0.0035253137107782756,0.0,0.0,0.0035253137107782756,0.11399970102717698,0.0035253137107782756,0.1104743873163987,0.8385802469135802
BPIC14,handover,auc,AUC,reference,weighted-mean,960,True,0.0035253137107782756,0.0,0.0,0.0035253137107782756,0.11399970102717698,0.0035253137107782756,0.1104743873163987,0.8385802469135802
BPIC14,handover,auc,AUC,concentrated,one-number,960,True,0.0015263758264861397,0.0,0.0,0.0015263758264861397,0.14157619041929187,0.0015263758264861397,0.1400498145928057,0.9334795061728397
BPIC14,handover,auc,AUC,concentrated,uniform-beneficial,960,False,0.14157619041929187,0.14004981459280574,91.75316600447843,0.0015263758264861397,0.14157619041929187,0.0015263758264861397,0.1400498145928057,0.9334795061728397
BPIC14,handover,auc,AUC,concentrated,majority,960,True,0.0015263758264861397,0.0,0.0,0.0015263758264861397,0.14157619041929187,0.0015263758264861397,0.1400498145928057,0.9334795061728397
BPIC14,handover,auc,AUC,concentrated,weighted-mean,960,True,0.0015263758264861397,0.0,0.0,0.0015263758264861397,0.14157619041929187,0.0015263758264861397,0.1400498145928057,0.9334795061728397
BPIC14,handover,brier_skill,Brier skill,equal-level,one-number,960,True,0.0013503330320289442,0.0,0.0,0.0013503330320289442,0.09880951611298944,0.0013503330320289442,0.09745918308096051,0.7583333333333333
BPIC14,handover,brier_skill,Brier skill,equal-level,uniform-beneficial,960,False,0.09880951611298944,0.0974591830809605,72.17418278994708,0.0013503330320289442,0.09880951611298944,0.0013503330320289442,0.09745918308096051,0.7583333333333333
BPIC14,handover,brier_skill,Brier skill,equal-level,majority,960,True,0.0013503330320289442,0.0,0.0,0.0013503330320289442,0.09880951611298944,0.0013503330320289442,0.09745918308096051,0.7583333333333333
BPIC14,handover,brier_skill,Brier skill,equal-level,weighted-mean,960,True,0.0013503330320289442,0.0,0.0,0.0013503330320289442,0.09880951611298944,0.0013503330320289442,0.09745918308096051,0.7583333333333333
BPIC14,handover,brier_skill,Brier skill,reference,one-number,960,True,0.0006685421354937355,0.0,0.0,0.0006685421354937355,0.13972736338592173,0.0006685421354937355,0.13905882125042796,0.8237654320987655
BPIC14,handover,brier_skill,Brier skill,reference,uniform-beneficial,960,False,0.13972736338592173,0.13905882125042798,208.00307694552336,0.0006685421354937355,0.13972736338592173,0.0006685421354937355,0.13905882125042796,0.8237654320987655
BPIC14,handover,brier_skill,Brier skill,reference,majority,960,True,0.0006685421354937355,0.0,0.0,0.0006685421354937355,0.13972736338592173,0.0006685421354937355,0.13905882125042796,0.8237654320987655
BPIC14,handover,brier_skill,Brier skill,reference,weighted-mean,960,True,0.0006685421354937355,0.0,0.0,0.0006685421354937355,0.13972736338592173,0.0006685421354937355,0.13905882125042796,0.8237654320987655
BPIC14,handover,brier_skill,Brier skill,concentrated,one-number,960,True,0.00016959700008088252,0.0,0.0,0.00016959700008088252,0.19630609105844396,0.00016959700008088252,0.19613649405836303,0.919589135802469
BPIC14,handover,brier_skill,Brier skill,concentrated,uniform-beneficial,960,False,0.19630609105844396,0.1961364940583631,1156.4856333828052,0.00016959700008088252,0.19630609105844396,0.00016959700008088252,0.19613649405836303,0.919589135802469
BPIC14,handover,brier_skill,Brier skill,concentrated,majority,960,True,0.00016959700008088252,0.0,0.0,0.00016959700008088252,0.19630609105844396,0.00016959700008088252,0.19613649405836303,0.919589135802469
BPIC14,handover,brier_skill,Brier skill,concentrated,weighted-mean,960,True,0.00016959700008088252,0.0,0.0,0.00016959700008088252,0.19630609105844396,0.00016959700008088252,0.19613649405836303,0.919589135802469
BPIC14,handover,logloss_skill,log-loss skill,equal-level,one-number,960,True,0.0017356908440215077,0.0,0.0,0.0017356908440215077,0.11141174644824331,0.0017356908440215077,0.1096760556042218,0.7479166666666666
BPIC14,handover,logloss_skill,log-loss skill,equal-level,uniform-beneficial,960,False,0.11141174644824331,0.1096760556042218,63.18870436056916,0.0017356908440215077,0.11141174644824331,0.0017356908440215077,0.1096760556042218,0.7479166666666666
BPIC14,handover,logloss_skill,log-loss skill,equal-level,majority,960,True,0.0017356908440215077,0.0,0.0,0.0017356908440215077,0.11141174644824331,0.0017356908440215077,0.1096760556042218,0.7479166666666666
BPIC14,handover,logloss_skill,log-loss skill,equal-level,weighted-mean,960,True,0.0017356908440215077,0.0,0.0,0.0017356908440215077,0.11141174644824331,0.0017356908440215077,0.1096760556042218,0.7479166666666666
BPIC14,handover,logloss_skill,log-loss skill,reference,one-number,960,True,0.0008009874362104403,0.0,0.0,0.0008009874362104403,0.15139039707052962,0.0008009874362104403,0.15058940963431916,0.8358024691358026
BPIC14,handover,logloss_skill,log-loss skill,reference,uniform-beneficial,960,False,0.15139039707052962,0.1505894096343192,188.00470872149288,0.0008009874362104403,0.15139039707052962,0.0008009874362104403,0.15058940963431916,0.8358024691358026
BPIC14,handover,logloss_skill,log-loss skill,reference,majority,960,True,0.0008009874362104403,0.0,0.0,0.0008009874362104403,0.15139039707052962,0.0008009874362104403,0.15058940963431916,0.8358024691358026
BPIC14,handover,logloss_skill,log-loss skill,reference,weighted-mean,960,True,0.0008009874362104403,0.0,0.0,0.0008009874362104403,0.15139039707052962,0.0008009874362104403,0.15058940963431916,0.8358024691358026
BPIC14,handover,logloss_skill,log-loss skill,concentrated,one-number,960,True,0.00023948100504196207,0.0,0.0,0.00023948100504196207,0.20038238273629386,0.00023948100504196207,0.2001429017312519,0.9340958024691359
BPIC14,handover,logloss_skill,log-loss skill,concentrated,uniform-beneficial,960,False,0.20038238273629386,0.2001429017312519,835.7360187969091,0.00023948100504196207,0.20038238273629386,0.00023948100504196207,0.2001429017312519,0.9340958024691359
BPIC14,handover,logloss_skill,log-loss skill,concentrated,majority,960,True,0.00023948100504196207,0.0,0.0,0.00023948100504196207,0.20038238273629386,0.00023948100504196207,0.2001429017312519,0.9340958024691359
BPIC14,handover,logloss_skill,log-loss skill,concentrated,weighted-mean,960,True,0.00023948100504196207,0.0,0.0,0.00023948100504196207,0.20038238273629386,0.00023948100504196207,0.2001429017312519,0.9340958024691359
BPIC14,handover,nagelkerke,Nagelkerke R2,equal-level,one-number,960,True,0.0020694162444487973,0.0,0.0,0.0020694162444487973,0.12793295713746325,0.0020694162444487973,0.12586354089301446,0.7479166666666666
BPIC14,handover,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,960,False,0.12793295713746325,0.12586354089301446,60.820794864562906,0.0020694162444487973,0.12793295713746325,0.0020694162444487973,0.12586354089301446,0.7479166666666666
BPIC14,handover,nagelkerke,Nagelkerke R2,equal-level,majority,960,True,0.0020694162444487973,0.0,0.0,0.0020694162444487973,0.12793295713746325,0.0020694162444487973,0.12586354089301446,0.7479166666666666
BPIC14,handover,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,960,True,0.0020694162444487973,0.0,0.0,0.0020694162444487973,0.12793295713746325,0.0020694162444487973,0.12586354089301446,0.7479166666666666
BPIC14,handover,nagelkerke,Nagelkerke R2,reference,one-number,960,True,0.000968080868406752,0.0,0.0,0.000968080868406752,0.1707181979450314,0.000968080868406752,0.16975011707662466,0.8358024691358026
BPIC14,handover,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,960,False,0.1707181979450314,0.16975011707662466,175.34704239739392,0.000968080868406752,0.1707181979450314,0.000968080868406752,0.16975011707662466,0.8358024691358026
BPIC14,handover,nagelkerke,Nagelkerke R2,reference,majority,960,True,0.000968080868406752,0.0,0.0,0.000968080868406752,0.1707181979450314,0.000968080868406752,0.16975011707662466,0.8358024691358026
BPIC14,handover,nagelkerke,Nagelkerke R2,reference,weighted-mean,960,True,0.000968080868406752,0.0,0.0,0.000968080868406752,0.1707181979450314,0.000968080868406752,0.16975011707662466,0.8358024691358026
BPIC14,handover,nagelkerke,Nagelkerke R2,concentrated,one-number,960,True,0.000290848443996007,0.0,0.0,0.000290848443996007,0.2230226930695195,0.000290848443996007,0.2227318446255235,0.9340958024691359
BPIC14,handover,nagelkerke,Nagelkerke R2,concentrated,uniform-beneficial,960,False,0.2230226930695195,0.22273184462552348,765.8003651846296,0.000290848443996007,0.2230226930695195,0.000290848443996007,0.2227318446255235,0.9340958024691359
BPIC14,handover,nagelkerke,Nagelkerke R2,concentrated,majority,960,True,0.000290848443996007,0.0,0.0,0.000290848443996007,0.2230226930695195,0.000290848443996007,0.2227318446255235,0.9340958024691359
BPIC14,handover,nagelkerke,Nagelkerke R2,concentrated,weighted-mean,960,True,0.000290848443996007,0.0,0.0,0.000290848443996007,0.2230226930695195,0.000290848443996007,0.2227318446255235,0.9340958024691359
BPIC15_1,duration,ap,average precision,equal-level,one-number,216,True,0.004427150430333805,0.0,0.0,0.004427150430333805,0.036789473285565186,0.004427150430333805,0.032362322855231385,0.7685185185185184
BPIC15_1,duration,ap,average precision,equal-level,uniform-beneficial,216,False,0.036789473285565186,0.03236232285523138,7.3099668431170235,0.004427150430333805,0.036789473285565186,0.004427150430333805,0.032362322855231385,0.7685185185185184
BPIC15_1,duration,ap,average precision,equal-level,majority,216,True,0.004427150430333805,0.0,0.0,0.004427150430333805,0.036789473285565186,0.004427150430333805,0.032362322855231385,0.7685185185185184
BPIC15_1,duration,ap,average precision,equal-level,weighted-mean,216,True,0.004427150430333805,0.0,0.0,0.004427150430333805,0.036789473285565186,0.004427150430333805,0.032362322855231385,0.7685185185185184
BPIC15_1,duration,ap,average precision,reference,one-number,216,True,0.0041381499384024484,0.0,0.0,0.0041381499384024484,0.03432965715356062,0.0041381499384024484,0.03019150721515818,0.7962500000000001
BPIC15_1,duration,ap,average precision,reference,uniform-beneficial,216,False,0.03432965715356062,0.030191507215158175,7.295894944496318,0.0041381499384024484,0.03432965715356062,0.0041381499384024484,0.03019150721515818,0.7962500000000001
BPIC15_1,duration,ap,average precision,reference,majority,216,True,0.0041381499384024484,0.0,0.0,0.0041381499384024484,0.03432965715356062,0.0041381499384024484,0.03019150721515818,0.7962500000000001
BPIC15_1,duration,ap,average precision,reference,weighted-mean,216,True,0.0041381499384024484,0.0,0.0,0.0041381499384024484,0.03432965715356062,0.0041381499384024484,0.03019150721515818,0.7962500000000001
BPIC15_1,duration,ap,average precision,concentrated,one-number,216,True,0.0016466229107488322,0.0,0.0,0.0016466229107488322,0.028986553021098812,0.0016466229107488322,0.02733993011034998,0.906944
BPIC15_1,duration,ap,average precision,concentrated,uniform-beneficial,216,False,0.028986553021098812,0.02733993011034998,16.603637622117528,0.0016466229107488322,0.028986553021098812,0.0016466229107488322,0.02733993011034998,0.906944
BPIC15_1,duration,ap,average precision,concentrated,majority,216,True,0.0016466229107488322,0.0,0.0,0.0016466229107488322,0.028986553021098812,0.0016466229107488322,0.02733993011034998,0.906944
BPIC15_1,duration,ap,average precision,concentrated,weighted-mean,216,True,0.0016466229107488322,0.0,0.0,0.0016466229107488322,0.028986553021098812,0.0016466229107488322,0.02733993011034998,0.906944
BPIC15_1,duration,auc,AUC,equal-level,one-number,216,True,0.009105161914597305,0.0,0.0,0.009105161914597305,0.026574585292282443,0.009105161914597305,0.017469423377685138,0.6157407407407407
BPIC15_1,duration,auc,AUC,equal-level,uniform-beneficial,216,False,0.026574585292282443,0.017469423377685138,1.9186285253948459,0.009105161914597305,0.026574585292282443,0.009105161914597305,0.017469423377685138,0.6157407407407407
BPIC15_1,duration,auc,AUC,equal-level,majority,216,True,0.009105161914597305,0.0,0.0,0.009105161914597305,0.026574585292282443,0.009105161914597305,0.017469423377685138,0.6157407407407407
BPIC15_1,duration,auc,AUC,equal-level,weighted-mean,216,True,0.009105161914597305,0.0,0.0,0.009105161914597305,0.026574585292282443,0.009105161914597305,0.017469423377685138,0.6157407407407407
BPIC15_1,duration,auc,AUC,reference,one-number,216,True,0.007066535974403215,0.0,0.0,0.007066535974403215,0.022903707409939404,0.007066535974403215,0.015837171435536188,0.6162500000000002
BPIC15_1,duration,auc,AUC,reference,uniform-beneficial,216,False,0.022903707409939404,0.015837171435536188,2.2411506136673522,0.007066535974403215,0.022903707409939404,0.007066535974403215,0.015837171435536188,0.6162500000000002
BPIC15_1,duration,auc,AUC,reference,majority,216,True,0.007066535974403215,0.0,0.0,0.007066535974403215,0.022903707409939404,0.007066535974403215,0.015837171435536188,0.6162500000000002
BPIC15_1,duration,auc,AUC,reference,weighted-mean,216,True,0.007066535974403215,0.0,0.0,0.007066535974403215,0.022903707409939404,0.007066535974403215,0.015837171435536188,0.6162500000000002
BPIC15_1,duration,auc,AUC,concentrated,one-number,216,True,0.002669787824798937,0.0,0.0,0.002669787824798937,0.014009406871867662,0.002669787824798937,0.011339619047068726,0.781568
BPIC15_1,duration,auc,AUC,concentrated,uniform-beneficial,216,False,0.014009406871867662,0.011339619047068724,4.247385856560611,0.002669787824798937,0.014009406871867662,0.002669787824798937,0.011339619047068726,0.781568
BPIC15_1,duration,auc,AUC,concentrated,majority,216,True,0.002669787824798937,0.0,0.0,0.002669787824798937,0.014009406871867662,0.002669787824798937,0.011339619047068726,0.781568
BPIC15_1,duration,auc,AUC,concentrated,weighted-mean,216,True,0.002669787824798937,0.0,0.0,0.002669787824798937,0.014009406871867662,0.002669787824798937,0.011339619047068726,0.781568
BPIC15_1,duration,brier_skill,Brier skill,equal-level,one-number,216,False,0.031579910192651224,0.004093463786040176,0.14892662825470282,0.027486446406611048,0.031579910192651224,0.027486446406611048,0.0040934637860401794,0.5370370370370371
BPIC15_1,duration,brier_skill,Brier skill,equal-level,uniform-beneficial,216,False,0.031579910192651224,0.004093463786040176,0.14892662825470282,0.027486446406611048,0.031579910192651224,0.027486446406611048,0.0040934637860401794,0.5370370370370371
BPIC15_1,duration,brier_skill,Brier skill,equal-level,majority,216,True,0.027486446406611048,0.0,0.0,0.027486446406611048,0.031579910192651224,0.027486446406611048,0.0040934637860401794,0.5370370370370371
BPIC15_1,duration,brier_skill,Brier skill,equal-level,weighted-mean,216,True,0.027486446406611048,0.0,0.0,0.027486446406611048,0.031579910192651224,0.027486446406611048,0.0040934637860401794,0.5370370370370371
BPIC15_1,duration,brier_skill,Brier skill,reference,one-number,216,False,0.026605966596743073,0.0,0.0,0.02802275146889274,0.026605966596743073,0.026605966596743073,-0.001416784872149664,0.47750000000000004
BPIC15_1,duration,brier_skill,Brier skill,reference,uniform-beneficial,216,False,0.026605966596743073,0.0,0.0,0.02802275146889274,0.026605966596743073,0.026605966596743073,-0.001416784872149664,0.47750000000000004
BPIC15_1,duration,brier_skill,Brier skill,reference,majority,216,False,0.026605966596743073,0.0,0.0,0.02802275146889274,0.026605966596743073,0.026605966596743073,-0.001416784872149664,0.47750000000000004
BPIC15_1,duration,brier_skill,Brier skill,reference,weighted-mean,216,False,0.026605966596743073,0.0,0.0,0.02802275146889274,0.026605966596743073,0.026605966596743073,-0.001416784872149664,0.47750000000000004
BPIC15_1,duration,brier_skill,Brier skill,concentrated,one-number,216,False,0.010536919489648766,0.0,0.0,0.03628437378742148,0.010536919489648766,0.010536919489648766,-0.025747454297772705,0.21727999999999992
BPIC15_1,duration,brier_skill,Brier skill,concentrated,uniform-beneficial,216,False,0.010536919489648766,0.0,0.0,0.03628437378742148,0.010536919489648766,0.010536919489648766,-0.025747454297772705,0.21727999999999992
BPIC15_1,duration,brier_skill,Brier skill,concentrated,majority,216,False,0.010536919489648766,0.0,0.0,0.03628437378742148,0.010536919489648766,0.010536919489648766,-0.025747454297772705,0.21727999999999992
BPIC15_1,duration,brier_skill,Brier skill,concentrated,weighted-mean,216,False,0.010536919489648766,0.0,0.0,0.03628437378742148,0.010536919489648766,0.010536919489648766,-0.025747454297772705,0.21727999999999992
BPIC15_1,duration,logloss_skill,log-loss skill,equal-level,one-number,216,False,0.021627096648604304,0.0,0.0,0.03827097686829524,0.021627096648604304,0.021627096648604304,-0.016643880219690932,0.4814814814814815
BPIC15_1,duration,logloss_skill,log-loss skill,equal-level,uniform-beneficial,216,False,0.021627096648604304,0.0,0.0,0.03827097686829524,0.021627096648604304,0.021627096648604304,-0.016643880219690932,0.4814814814814815
BPIC15_1,duration,logloss_skill,log-loss skill,equal-level,majority,216,False,0.021627096648604304,0.0,0.0,0.03827097686829524,0.021627096648604304,0.021627096648604304,-0.016643880219690932,0.4814814814814815
BPIC15_1,duration,logloss_skill,log-loss skill,equal-level,weighted-mean,216,False,0.021627096648604304,0.0,0.0,0.03827097686829524,0.021627096648604304,0.021627096648604304,-0.016643880219690932,0.4814814814814815
BPIC15_1,duration,logloss_skill,log-loss skill,reference,one-number,216,False,0.016707645782062096,0.0,0.0,0.04545771528122289,0.016707645782062096,0.016707645782062096,-0.028750069499160792,0.355
BPIC15_1,duration,logloss_skill,log-loss skill,reference,uniform-beneficial,216,False,0.016707645782062096,0.0,0.0,0.04545771528122289,0.016707645782062096,0.016707645782062096,-0.028750069499160792,0.355
BPIC15_1,duration,logloss_skill,log-loss skill,reference,majority,216,False,0.016707645782062096,0.0,0.0,0.04545771528122289,0.016707645782062096,0.016707645782062096,-0.028750069499160792,0.355
BPIC15_1,duration,logloss_skill,log-loss skill,reference,weighted-mean,216,False,0.016707645782062096,0.0,0.0,0.04545771528122289,0.016707645782062096,0.016707645782062096,-0.028750069499160792,0.355
BPIC15_1,duration,logloss_skill,log-loss skill,concentrated,one-number,216,False,0.007420284226732004,0.0,0.0,0.0441021240634312,0.007420284226732004,0.007420284226732004,-0.0366818398366992,0.20079999999999992
BPIC15_1,duration,logloss_skill,log-loss skill,concentrated,uniform-beneficial,216,False,0.007420284226732004,0.0,0.0,0.0441021240634312,0.007420284226732004,0.007420284226732004,-0.0366818398366992,0.20079999999999992
BPIC15_1,duration,logloss_skill,log-loss skill,concentrated,majority,216,False,0.007420284226732004,0.0,0.0,0.0441021240634312,0.007420284226732004,0.007420284226732004,-0.0366818398366992,0.20079999999999992
BPIC15_1,duration,logloss_skill,log-loss skill,concentrated,weighted-mean,216,False,0.007420284226732004,0.0,0.0,0.0441021240634312,0.007420284226732004,0.007420284226732004,-0.0366818398366992,0.20079999999999992
BPIC15_1,duration,nagelkerke,Nagelkerke R2,equal-level,one-number,216,False,0.039537140265288005,0.0,0.0,0.07825289902954763,0.039537140265288005,0.039537140265288005,-0.038715758764259624,0.4814814814814815
BPIC15_1,duration,nagelkerke,Nagelkerke R2,equal-level,uniform-beneficial,216,False,0.039537140265288005,0.0,0.0,0.07825289902954763,0.039537140265288005,0.039537140265288005,-0.038715758764259624,0.4814814814814815
BPIC15_1,duration,nagelkerke,Nagelkerke R2,equal-level,majority,216,False,0.039537140265288005,0.0,0.0,0.07825289902954763,0.039537140265288005,0.039537140265288005,-0.038715758764259624,0.4814814814814815
BPIC15_1,duration,nagelkerke,Nagelkerke R2,equal-level,weighted-mean,216,False,0.039537140265288005,0.0,0.0,0.07825289902954763,0.039537140265288005,0.039537140265288005,-0.038715758764259624,0.4814814814814815
BPIC15_1,duration,nagelkerke,Nagelkerke R2,reference,one-number,216,False,0.030852987929088617,0.0,0.0,0.09690388090588273,0.030852987929088617,0.030852987929088617,-0.06605089297679412,0.355
BPIC15_1,duration,nagelkerke,Nagelkerke R2,reference,uniform-beneficial,216,False,0.030852987929088617,0.0,0.0,0.09690388090588273,0.030852987929088617,0.030852987929088617,-0.06605089297679412,0.355
