rung,learner,threshold,dnb,se,q_maxt,q_emp,q_lo,q_hi,n_family,n_draws,sim_lo,sim_hi,pt_lo,pt_hi,construction,sim_harmful,pt_harmful
B_half,hgb,0.725,0.0321647312778766,0.005355237127896048,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.02023130242000352,0.058512797136568775,0.029305373142091584,0.050467484167955906,basic,False,False
B_half,hgb,0.75,0.0359033042483193,0.005948304812496235,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.016931464702680817,0.05945245748298678,0.02677728508081815,0.05000178801315998,basic,False,False
B_half,hgb,0.775,0.0490471876539678,0.0067190839706876395,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.02942232957915319,0.0774531770245756,0.038969945485465514,0.068294751982708,basic,False,False
B_half,hgb,0.8,0.063653268488056,0.007612770821499638,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.04077061125460544,0.09518990941482644,0.0545218852810755,0.08185703046774401,basic,False,False
B_half,logit,0.05,0.0,5.300165745683439e-05,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0001894391061913769,0.0001894391061913769,0.0,0.0002145615791732,basic,False,False
B_half,logit,0.075,0.0,7.048157676064856e-05,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0002519160257463702,0.0002519160257463702,0.0,0.0002145615791732025,basic,False,False
B_half,logit,0.1,0.0,0.00010584591554982907,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0003783156338478246,0.0003783156338478246,-1.589345030916789e-05,0.0003576026319552025,basic,False,False
B_half,logit,0.125,-7.152052639114448e-05,0.00020516941733791144,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0008048393111849892,0.0006617982584024782,-0.000513415207307457,0.00026615853035510603,basic,False,False
B_half,logit,0.15,-7.152052639114448e-05,0.0005379008918137983,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.002065612327987021,0.0017795302224224427,-0.0014057990525635417,0.00028608210556411106,basic,False,False
B_half,logit,0.175,0.0012938713410749,0.0006334117651032036,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0008118638728902496,0.0037160307021040493,0.0008405829139630247,0.002941119101182025,basic,False,False
B_half,logit,0.2,0.0016270919753968,0.0005066107086599296,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.00010318099133414154,0.0035182861265075417,0.0010366006293803572,0.0032568659705332625,basic,False,False
B_half,logit,0.225,0.0019518182363499,0.0005954921107984605,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-6.239407541517835e-05,0.004194434809815479,0.0013823648838828945,0.0037243737339712627,basic,False,False
B_half,logit,0.25,0.0023363371954416,0.0008162841310838219,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.00012827117719291497,0.0057068722356961145,0.0017135126114525365,0.004744194917274233,basic,False,False
B_half,logit,0.275,0.0027473747034363,0.0008642797197037587,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0003808605760726915,0.006559096708909008,0.002088337714993007,0.005195041407918285,basic,False,False
B_half,logit,0.3,0.0031162515070396,0.0009556276198881611,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.00028812681073457766,0.007119356279769323,0.0020518728160695224,0.005389837954921597,basic,False,False
B_half,logit,0.325,0.0038144280741905,0.0010376059569475907,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0007574369296738303,0.008174682144055468,0.0026048040602466415,0.00657154436656642,basic,False,False
B_half,logit,0.35,0.004659837373326,0.0010891517580957197,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0014299194614074283,0.009215635812955774,0.0033548628456364655,0.007512268521065253,basic,False,False
B_half,logit,0.375,0.0056930339007295,0.0011714884979135496,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.002356981109260273,0.010731275220306227,0.004502574738950101,0.008628951509083252,basic,False,False
B_half,logit,0.4,0.0067467696562245,0.0011899566078282797,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.003375700171568346,0.011882012125193651,0.00545344013731917,0.009800100128736772,basic,False,False
B_half,logit,0.425,0.0078983537840576,0.0013082977329338962,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.004156652883409637,0.013508917135185164,0.0063417717189178605,0.011371530477072666,basic,False,False
B_half,logit,0.45,0.0092326497704841,0.0013506317659422896,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.005478014774735628,0.015132900557964872,0.007727467783253818,0.012909292466937986,basic,False,False
B_half,logit,0.475,0.0106940215651414,0.0014564339468664078,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.00663445064839155,0.01704565506575735,0.00922768048715657,0.01447345566749069,basic,False,False
B_half,logit,0.5,0.0122300100128736,0.0015342992315153438,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.007890429270872919,0.018858247599388377,0.010438420826777242,0.01603490201687871,basic,False,False
B_half,logit,0.525,0.0139540311227217,0.0016886717586194059,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.009286662573646944,0.021358000865813152,0.011667350503278717,0.01825354403029463,basic,False,False
B_half,logit,0.55,0.0165530284969565,0.0022610395342964507,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.010430463911420246,0.02659332858369306,0.015277579109649057,0.021870380966004223,basic,False,False
B_half,logit,0.575,0.0172616893989751,0.008970144209911343,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.013444815642179718,0.05067756026341532,0.014561999882201401,0.04141080548941049,basic,False,False
B_half,logit,0.6,0.0016092118437991,0.007998845485689545,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.025889661513794553,0.031289461256320455,-0.018674009440709516,0.010696788728364845,basic,False,False
B_half,logit,0.625,0.0011920087731845,0.004636887286586465,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.01576264750018119,0.017383779431712088,-0.006894578744099639,0.007770705192390104,basic,False,False
B_half,logit,0.65,0.0066922778265933,0.004035702211793956,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.006930121724919924,0.021918780612877723,0.0004071561395262418,0.01577615096961389,basic,False,False
B_half,logit,0.675,0.0129837263294565,0.004257312599392049,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,-0.0007913934349809311,0.02964167346534943,0.006523909862130393,0.02269139993178041,basic,False,False
B_half,logit,0.7,0.0202403089686739,0.004882957298493305,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.005421928752358092,0.04032736796246541,0.014007891098078425,0.031747365660610996,basic,False,False
B_half,logit,0.725,0.028224600460332,0.005476335141938174,3.574210982848223,6.995884198633907,3.558745670917131,3.5942540315544664,248,200,0.0122563079669725,0.05140346238711871,0.021748091702318353,0.041824716193547475,basic,False,False
