log,target,rung,learner,calibration,arm,n_test,ece,brier,cal_slope,cal_intercept
UCI498,duration,B_intake_g,logit,raw,without_f,7476,0.10413960714180456,0.1741195867925647,0.9213134661673825,-0.6063161583443969
UCI498,duration,B_intake_g,logit,raw,with_f,7476,0.10139644711777242,0.17626913146534293,0.8105078802328594,-0.6192503971518357
UCI498,duration,B_intake_g,logit,platt,without_f,7476,0.14969044108151355,0.18918580538795787,1.3463870501220434,-0.7460452155275643
UCI498,duration,B_intake_g,logit,platt,with_f,7476,0.16091838294291236,0.193363368546239,1.4459687256602338,-0.7854903315955705
UCI498,duration,B_intake_g,logit,isotonic,without_f,7476,0.1382620233245126,0.18347927826465016,1.222529651746071,-0.7207561815541343
UCI498,duration,B_intake_g,logit,isotonic,with_f,7476,0.15522693339351645,0.1896057965110126,1.3528972355599647,-0.7790302526598342
UCI498,duration,B_intake_g,hgb,raw,without_f,7476,0.1033235473417928,0.17399664284536512,0.9112406572911103,-0.621279634334278
UCI498,duration,B_intake_g,hgb,raw,with_f,7476,0.10154426205097519,0.17551017994919524,0.8310584688792678,-0.6268496216045654
UCI498,duration,B_intake_g,hgb,platt,without_f,7476,0.1826078788184095,0.19677862807906826,1.6387177260338388,-0.8870591988444794
UCI498,duration,B_intake_g,hgb,platt,with_f,7476,0.17991942641574482,0.1956673505684378,1.6229896494549907,-0.874774073165427
UCI498,duration,B_intake_g,hgb,isotonic,without_f,7476,0.17407812307120396,0.19043396016777878,1.443630400665122,-0.8869259521053329
UCI498,duration,B_intake_g,hgb,isotonic,with_f,7476,0.17301323510204328,0.19122661310728567,1.4527875697128183,-0.8739793352799349
RoadFines,duration,B_half,logit,raw,without_f,45111,0.07065719869569798,0.2500752283776929,0.3323410279267984,-0.2850993653638078
RoadFines,duration,B_half,logit,raw,with_f,45111,0.07909662734522128,0.24650239241887356,1.1856058248656527,-0.322760261524044
RoadFines,duration,B_half,logit,platt,without_f,45111,0.07105148266817152,0.25016196331562846,0.30587085191765423,-0.2867066179842281
RoadFines,duration,B_half,logit,platt,with_f,45111,0.08508428702229946,0.24777093705648254,1.1300083892584754,-0.347144985451837
RoadFines,duration,B_half,logit,isotonic,without_f,45111,0.07087743712395456,0.2501756212326571,0.279650797342329,-0.2860529180960204
RoadFines,duration,B_half,logit,isotonic,with_f,45111,0.08440560796075298,0.24752321875441038,1.087017162980141,-0.3448953360548531
RoadFines,duration,B_half,hgb,raw,without_f,45111,0.0698210231502846,0.24994902989203546,0.3479194592099961,-0.28177424952180513
RoadFines,duration,B_half,hgb,raw,with_f,45111,0.08038629265875066,0.246851101709482,1.270303689703734,-0.3274640034691615
RoadFines,duration,B_half,hgb,platt,without_f,45111,0.07106101202313658,0.2501752649665801,0.3106564787277371,-0.2867934047640731
RoadFines,duration,B_half,hgb,platt,with_f,45111,0.08160773986156349,0.24764775990051208,1.2721321688242633,-0.3318119376308429
RoadFines,duration,B_half,hgb,isotonic,without_f,45111,0.07096255154107067,0.2501736181530846,0.30561255527100806,-0.286432177000274
RoadFines,duration,B_half,hgb,isotonic,with_f,45111,0.08351711364362961,0.247499116402845,1.175413778746843,-0.3405394795566521
RoadFines,duration,B_intake,logit,raw,without_f,45111,0.08842745482386496,0.24697030067833134,0.6936679984399086,-0.36924096772794746
RoadFines,duration,B_intake,logit,raw,with_f,45111,0.09265594284882428,0.24553226673909934,0.79493397382304,-0.38828136154151327
RoadFines,duration,B_intake,logit,platt,without_f,45111,0.08086420554236967,0.24631482482473652,1.4919812670565384,-0.32907016306114695
RoadFines,duration,B_intake,logit,platt,with_f,45111,0.08692694594700022,0.24458424701278478,1.8200556300606765,-0.3170363294742245
RoadFines,duration,B_intake,logit,isotonic,without_f,45111,0.07697596989293533,0.24867360193414814,1.7047077911221633,-0.31105225103731976
RoadFines,duration,B_intake,logit,isotonic,with_f,45111,0.09231768840763306,0.24673356560009949,1.579359924858288,-0.34917000792315656
RoadFines,duration,B_intake,hgb,raw,without_f,45111,0.08787044539438654,0.24705382815736052,0.7429720349766353,-0.3652515504330012
RoadFines,duration,B_intake,hgb,raw,with_f,45111,0.09290923552134031,0.2455813244996012,0.8110726762314127,-0.38870226481661635
RoadFines,duration,B_intake,hgb,platt,without_f,45111,0.07949744332898034,0.24695448575601928,2.011289533572888,-0.3219773732214778
RoadFines,duration,B_intake,hgb,platt,with_f,45111,0.08621090990315768,0.244466933969238,1.8500710981975537,-0.3141552453700405
RoadFines,duration,B_intake,hgb,isotonic,without_f,45111,0.07652985594412921,0.24852664206111905,2.085329681899696,-0.3090234445651036
RoadFines,duration,B_intake,hgb,isotonic,with_f,45111,0.09329896129816055,0.24700122666882515,1.6129751308919764,-0.34841349917930314
RoadFines,duration,B_intake_g,logit,raw,without_f,45111,0.08356215342187191,0.24734984158373838,0.5489815985730253,-0.31570423786749596
RoadFines,duration,B_intake_g,logit,raw,with_f,45111,0.08213215531287696,0.24445673766066256,0.6264621362727931,-0.3118930308332868
RoadFines,duration,B_intake_g,logit,platt,without_f,45111,0.10717415941771534,0.25460043040567254,-4.390974907711374,-0.3429942724817501
RoadFines,duration,B_intake_g,logit,platt,with_f,45111,0.11302431265266702,0.25372466554702966,-7.131073389941839,-0.33190758436158
RoadFines,duration,B_intake_g,logit,isotonic,without_f,45111,0.0843220267964985,0.250021614954539,0.27147745333801654,-0.2757686026566886
RoadFines,duration,B_intake_g,logit,isotonic,with_f,45111,0.07640301210626613,0.24920303244104378,0.6657691093616666,-0.28283988633478563
RoadFines,duration,B_intake_g,hgb,raw,without_f,45111,0.07093786365132022,0.24537331779219682,0.5905293343770163,-0.27599234471246137
RoadFines,duration,B_intake_g,hgb,raw,with_f,45111,0.0735550109507603,0.24335145995298146,0.6823117698542644,-0.2899011246205174
RoadFines,duration,B_intake_g,hgb,platt,without_f,45111,0.11190687842181028,0.25549148015293305,-3.6567903032313382,-0.35236212806285594
RoadFines,duration,B_intake_g,hgb,platt,with_f,45111,0.12016757206904564,0.2546974623144097,-5.796594971810036,-0.3436576130528338
RoadFines,duration,B_intake_g,hgb,isotonic,without_f,45111,0.07917214721025692,0.25034172578350283,1.9497428319368708,-0.3190569581954551
RoadFines,duration,B_intake_g,hgb,isotonic,with_f,45111,0.09051114937902832,0.25007085093442943,1.824408253308173,-0.31598343670529927
BPIC19,duration,B_half,logit,raw,without_f,75521,0.33784417229902847,0.25480975506341624,0.7704520272521428,-1.6902843281978317
BPIC19,duration,B_half,logit,raw,with_f,75521,0.3394381908533515,0.31718655661864337,0.29239301329780537,-2.842872011951153
BPIC19,duration,B_half,logit,platt,without_f,75521,0.33812038814917367,0.2549833539728368,0.7772560537712057,-1.6908674372559223
BPIC19,duration,B_half,logit,platt,with_f,75521,0.338503551276323,0.30520279083949076,0.3366514990822962,-2.5868779565964792
BPIC19,duration,B_half,logit,isotonic,without_f,75521,0.33778854644286066,0.25475558073422194,0.7790555881106278,-1.6896391890731544
BPIC19,duration,B_half,logit,isotonic,with_f,75521,0.33794207016152644,0.31000087398299314,0.34191201002117866,-2.6129543374010265
BPIC19,duration,B_half,hgb,raw,without_f,75521,0.3383666347692081,0.2554437219365312,0.7252500736755129,-1.6933179442316213
BPIC19,duration,B_half,hgb,raw,with_f,75521,0.33773454588674534,0.3216256610108485,0.2691523344487434,-2.9273254309362837
BPIC19,duration,B_half,hgb,platt,without_f,75521,0.3380849062453426,0.25504866377633223,0.7635612594965464,-1.6910724726520736
BPIC19,duration,B_half,hgb,platt,with_f,75521,0.3375467077088475,0.3048939131327264,0.3433008287970109,-2.5564042570155965
BPIC19,duration,B_half,hgb,isotonic,without_f,75521,0.3380877324272947,0.2551199121940315,0.7500957806495634,-1.6910066312098366
BPIC19,duration,B_half,hgb,isotonic,with_f,75521,0.3364387202321091,0.30911728227443924,0.3352051005291279,-2.6164816220492457
BPIC19,duration,B_intake,logit,raw,without_f,75521,0.32538013054150333,0.2776879365748245,0.4020516292150044,-2.027884866883652
BPIC19,duration,B_intake,logit,raw,with_f,75521,0.33896336708265307,0.31775390533455133,0.2939224272176506,-2.8640031879351255
BPIC19,duration,B_intake,logit,platt,without_f,75521,0.3262204621623269,0.27642905728567585,0.414332047713514,-2.0125374582098825
BPIC19,duration,B_intake,logit,platt,with_f,75521,0.33686519115832564,0.30343061088415846,0.3491253992710065,-2.565599268548804
BPIC19,duration,B_intake,logit,isotonic,without_f,75521,0.3266793975823715,0.27858930424550465,0.41164380443408893,-2.024442716273392
BPIC19,duration,B_intake,logit,isotonic,with_f,75521,0.3367714147790843,0.30786462777960777,0.3542085642739015,-2.6009638569532916
BPIC19,duration,B_intake,hgb,raw,without_f,75521,0.33488433335422174,0.2825060285391098,0.39933017993203423,-2.05055327616548
BPIC19,duration,B_intake,hgb,raw,with_f,75521,0.33930415132015723,0.32027562753981836,0.2789552424826845,-2.932047409274975
BPIC19,duration,B_intake,hgb,platt,without_f,75521,0.32711282732751007,0.2782364784252063,0.40489196682477374,-2.0176663489839575
BPIC19,duration,B_intake,hgb,platt,with_f,75521,0.3374208147027078,0.302461537870444,0.3476990467948373,-2.551636667276469
BPIC19,duration,B_intake,hgb,isotonic,without_f,75521,0.32687064179525294,0.27975728312338755,0.3986132669234212,-2.0343525466144
BPIC19,duration,B_intake,hgb,isotonic,with_f,75521,0.3374906020898796,0.30783418087454767,0.3342566792404117,-2.637920982942862
BPIC19,duration,B_intake_g,logit,raw,without_f,75521,0.4006122019329984,0.32885274353584626,0.3535130235106207,-2.439123504639955
BPIC19,duration,B_intake_g,logit,raw,with_f,75521,0.397229465855199,0.3523356336776262,0.27794671151465783,-3.1630435105165917
BPIC19,duration,B_intake_g,logit,platt,without_f,75521,0.3959460533704846,0.318454272176112,0.41048470799613695,-2.3209180627899375
BPIC19,duration,B_intake_g,logit,platt,with_f,75521,0.39132923456593877,0.33315211843832737,0.34889652588871634,-2.7515328431738366
BPIC19,duration,B_intake_g,logit,isotonic,without_f,75521,0.39589563293991087,0.3190843679327345,0.3892820342867091,-2.3464320722087475
BPIC19,duration,B_intake_g,logit,isotonic,with_f,75521,0.39302509795596763,0.33819142050944234,0.3521147709637769,-2.804176493476079
BPIC19,duration,B_intake_g,hgb,raw,without_f,75521,0.41849259889811,0.35630444469459394,0.24047560851854247,-2.9978437587190747
BPIC19,duration,B_intake_g,hgb,raw,with_f,75521,0.35103423499071684,0.33222521694632323,0.2312249968045232,-3.442792192077153
BPIC19,duration,B_intake_g,hgb,platt,without_f,75521,0.39683451595209984,0.3238442908731528,0.361436101241462,-2.410845198438441
BPIC19,duration,B_intake_g,hgb,platt,with_f,75521,0.3563988126645846,0.31172958976849696,0.33806110523619537,-2.6771885999189267
BPIC19,duration,B_intake_g,hgb,isotonic,without_f,75521,0.3998765041427868,0.3255708621316245,0.40128932974735615,-2.411136584409135
BPIC19,duration,B_intake_g,hgb,isotonic,with_f,75521,0.352569438274332,0.3151856779313018,0.33847891914923234,-2.7309653921321013
