log,target,rung,learner,calibration,arm,n_test,ece,brier,cal_slope,cal_intercept
BPIC13_closed,handover,B_intake,logit,raw,without_f,447,0.13745429884563581,0.20019535772549726,0.6835684189532436,-0.597060045732413
BPIC13_closed,handover,B_intake,logit,raw,with_f,447,0.10634814453592581,0.20187765804939392,0.6169022738690775,-0.5606272042086489
BPIC13_closed,handover,B_intake,logit,platt,without_f,447,0.14654713572177286,0.19726074295706963,0.8943224024838314,-0.5695896626762794
BPIC13_closed,handover,B_intake,logit,platt,with_f,447,0.11297979608364611,0.19714676247070273,0.8490520711609301,-0.543100271064924
BPIC13_closed,handover,B_intake,logit,isotonic,without_f,447,0.09532844170188814,0.1924460278716577,0.9885916610545138,-0.4366704808700425
BPIC13_closed,handover,B_intake,logit,isotonic,with_f,447,0.1034940700400675,0.195295867035122,0.8644030511593745,-0.4553412699351758
BPIC13_closed,handover,B_intake,hgb,raw,without_f,447,0.15998535029403724,0.22997733195472503,0.24548507474502915,-0.36849348177706087
BPIC13_closed,handover,B_intake,hgb,raw,with_f,447,0.1673963116294184,0.22768199675993026,0.27033827381225006,-0.5609077486153845
BPIC13_closed,handover,B_intake,hgb,platt,without_f,447,0.08271827378080321,0.1844851320901579,1.8639058018592036,-0.29844362669765256
BPIC13_closed,handover,B_intake,hgb,platt,with_f,447,0.07959550800435566,0.18887944250647015,1.304338165872069,-0.3241560518295874
BPIC13_closed,handover,B_intake,hgb,isotonic,without_f,447,0.08316944476043317,0.1863112018380539,0.3253493276127545,-0.23181847374126
BPIC13_closed,handover,B_intake,hgb,isotonic,with_f,447,0.086983550280047,0.1945849461702426,0.9074171135068378,-0.2641264251194006
BPIC13_closed,handover,B_intake_g,logit,raw,without_f,447,0.09700619412989762,0.1673565284722028,0.9988422051632648,-0.4186393807845506
BPIC13_closed,handover,B_intake_g,logit,raw,with_f,447,0.1067746592596689,0.17037782704631146,0.9156710480427758,-0.3683372749793321
BPIC13_closed,handover,B_intake_g,logit,platt,without_f,447,0.10067361091254283,0.17105341464897705,1.146501071194139,-0.42080596167071993
BPIC13_closed,handover,B_intake_g,logit,platt,with_f,447,0.09793390145305174,0.1734609992455072,1.1161624474292455,-0.3965625529168425
BPIC13_closed,handover,B_intake_g,logit,isotonic,without_f,447,0.07241483400033712,0.17067569171720745,1.1735042633617314,-0.366071003259781
BPIC13_closed,handover,B_intake_g,logit,isotonic,with_f,447,0.08479744049119155,0.17584117698866678,1.0422520811410745,-0.3423821899661337
BPIC13_closed,handover,B_intake_g,hgb,raw,without_f,447,0.13474252785493532,0.17179380505949493,0.44282966733382373,-0.1849012061462502
BPIC13_closed,handover,B_intake_g,hgb,raw,with_f,447,0.11340436023008346,0.17092416226440887,0.3927866956540871,-0.19425903723847157
BPIC13_closed,handover,B_intake_g,hgb,platt,without_f,447,0.12135358114423223,0.16123788736164923,2.328790915401403,-0.25778448203962706
BPIC13_closed,handover,B_intake_g,hgb,platt,with_f,447,0.11878711267070394,0.16168785610904354,1.9446981606183746,-0.279513217870508
BPIC13_closed,handover,B_intake_g,hgb,isotonic,without_f,447,0.09758503839432245,0.1635313525176177,2.5952906793854083,-0.18102815497380292
BPIC13_closed,handover,B_intake_g,hgb,isotonic,with_f,447,0.08994842378384496,0.16278543577729232,2.0147697645706977,-0.18462961688011703
BPIC13_incidents,duration,B_half,logit,raw,without_f,2267,0.3280320381090244,0.2400378351789849,0.6798218936570324,-1.7018668764349971
BPIC13_incidents,duration,B_half,logit,raw,with_f,2267,0.2954986768600485,0.22641029746037605,0.6265666927453971,-1.7516627096657622
BPIC13_incidents,duration,B_half,logit,platt,without_f,2267,0.32947829732440365,0.24040230381079986,0.7172754101758392,-1.6999906708259591
BPIC13_incidents,duration,B_half,logit,platt,with_f,2267,0.30419764934180976,0.22495273215197567,0.7968089163113545,-1.7033957601549268
BPIC13_incidents,duration,B_half,logit,isotonic,without_f,2267,0.32875357645693687,0.24083523025566306,0.6595432449242832,-1.7098945372767624
BPIC13_incidents,duration,B_half,logit,isotonic,with_f,2267,0.29805599026321505,0.22611603106515346,0.7175333462453155,-1.7210331433555044
BPIC13_incidents,duration,B_half,hgb,raw,without_f,2267,0.31686563071691337,0.23318775821906457,0.5784639028822082,-1.6687190799126659
BPIC13_incidents,duration,B_half,hgb,raw,with_f,2267,0.29808759355018494,0.23634080144137826,0.43233626255901214,-1.8969522426547794
BPIC13_incidents,duration,B_half,hgb,platt,without_f,2267,0.3315309700252631,0.2394931389573202,0.8551093181759731,-1.6909574563642586
BPIC13_incidents,duration,B_half,hgb,platt,with_f,2267,0.31914373508908356,0.22762956880146676,1.105069775561402,-1.6908512088020753
BPIC13_incidents,duration,B_half,hgb,isotonic,without_f,2267,0.32855793286599577,0.2400585239617397,0.6654058055933287,-1.7048564432192537
BPIC13_incidents,duration,B_half,hgb,isotonic,with_f,2267,0.3138387311079147,0.22832953264952846,0.9150900401955674,-1.718724158512468
BPIC13_incidents,duration,B_intake,logit,raw,without_f,2267,0.3029277480878278,0.22266037625981874,0.7268285244354241,-1.715601050456541
BPIC13_incidents,duration,B_intake,logit,raw,with_f,2267,0.28659356309537815,0.21905068124311355,0.6448600756653977,-1.7741132365473213
BPIC13_incidents,duration,B_intake,logit,platt,without_f,2267,0.31709435641762806,0.22566223873544497,1.1971288532957785,-1.658582062412473
BPIC13_incidents,duration,B_intake,logit,platt,with_f,2267,0.30089235324168084,0.2161694289326823,1.006721323143247,-1.6684643372213173
BPIC13_incidents,duration,B_intake,logit,isotonic,without_f,2267,0.3065131337059494,0.21906461736766453,0.9639688345841998,-1.692868005969336
BPIC13_incidents,duration,B_intake,logit,isotonic,with_f,2267,0.29485444663373656,0.21574578728468796,0.8892112639578206,-1.6922908645252033
BPIC13_incidents,duration,B_intake,hgb,raw,without_f,2267,0.32133698449812464,0.24587686008274887,0.3900794006202065,-2.084301262928076
BPIC13_incidents,duration,B_intake,hgb,raw,with_f,2267,0.29531685596322405,0.23672154765689293,0.42574862106698663,-2.082502157061053
BPIC13_incidents,duration,B_intake,hgb,platt,without_f,2267,0.30775307719787837,0.21845901717979022,1.0824698647681914,-1.6526703107614513
BPIC13_incidents,duration,B_intake,hgb,platt,with_f,2267,0.30479673893108794,0.21523535843598793,1.20468386561943,-1.6513518560939502
BPIC13_incidents,duration,B_intake,hgb,isotonic,without_f,2267,0.29355103582527553,0.21141300656971188,0.9260876393397749,-1.6595780367162603
BPIC13_incidents,duration,B_intake,hgb,isotonic,with_f,2267,0.2976098192222025,0.21339948823406238,1.048708325426835,-1.6664537541812001
BPIC13_incidents,duration,B_intake_g,logit,raw,without_f,2267,0.2816058107606854,0.21858055603072152,0.5978444914857711,-1.7425288433508417
BPIC13_incidents,duration,B_intake_g,logit,raw,with_f,2267,0.2704216100772054,0.21550186443542124,0.5708469298728428,-1.7833632234050452
BPIC13_incidents,duration,B_intake_g,logit,platt,without_f,2267,0.3005077220226503,0.21659657508475444,1.02245413056077,-1.6315370553119934
BPIC13_incidents,duration,B_intake_g,logit,platt,with_f,2267,0.29019151323610776,0.21104423826315655,0.9443678525690757,-1.6421220066376458
BPIC13_incidents,duration,B_intake_g,logit,isotonic,without_f,2267,0.2897367658229765,0.21376228279883183,0.8473099281239368,-1.6423784087959876
BPIC13_incidents,duration,B_intake_g,logit,isotonic,with_f,2267,0.28268339478674337,0.20997168704353916,0.8685042651166103,-1.6502526273507998
BPIC13_incidents,duration,B_intake_g,hgb,raw,without_f,2267,0.29163570765615593,0.246048940263933,0.34085706143696837,-2.1529924689170685
BPIC13_incidents,duration,B_intake_g,hgb,raw,with_f,2267,0.29375513723602514,0.2491589496748388,0.35931928415091635,-2.233192751893697
BPIC13_incidents,duration,B_intake_g,hgb,platt,without_f,2267,0.2957923814389233,0.21178989777930715,1.0973204777054655,-1.6059858068149688
BPIC13_incidents,duration,B_intake_g,hgb,platt,with_f,2267,0.2989189632234445,0.21260865084771643,1.1749583096322576,-1.6265767906104807
BPIC13_incidents,duration,B_intake_g,hgb,isotonic,without_f,2267,0.287930769331346,0.21007545354977858,0.9560205039787092,-1.6165473055576407
BPIC13_incidents,duration,B_intake_g,hgb,isotonic,with_f,2267,0.2904630353911929,0.2096841355386412,1.016224057269532,-1.6337748169828101
BPIC13_incidents,handover,B_half,logit,raw,without_f,2267,0.17155894857281745,0.23975544266403181,1.2479806963887288,-0.9122692107609187
BPIC13_incidents,handover,B_half,logit,raw,with_f,2267,0.14123813040798194,0.19239021893170882,1.1392346773446729,-0.8673022064505933
BPIC13_incidents,handover,B_half,logit,platt,without_f,2267,0.17222624440119808,0.2404446593938012,1.288669357682359,-0.9132720091303612
BPIC13_incidents,handover,B_half,logit,platt,with_f,2267,0.14447339597839415,0.1943319101884924,1.134071778353513,-0.8795071004828867
BPIC13_incidents,handover,B_half,logit,isotonic,without_f,2267,0.17125528609442375,0.2392579884859814,1.0486393075458504,-0.9134656539582444
BPIC13_incidents,handover,B_half,logit,isotonic,with_f,2267,0.13838520572166318,0.18960641522287522,0.9641512958387631,-0.897172894427328
BPIC13_incidents,handover,B_half,hgb,raw,without_f,2267,0.16995203165596212,0.23903568855211757,0.5210854148395789,-0.9119453044325738
BPIC13_incidents,handover,B_half,hgb,raw,with_f,2267,0.10533700950363074,0.17983833345304098,0.5784645731042438,-0.7798003702607806
BPIC13_incidents,handover,B_half,hgb,platt,without_f,2267,0.17077015711771867,0.2446232413506715,1.641880431960436,-0.8835837818727357
BPIC13_incidents,handover,B_half,hgb,platt,with_f,2267,0.14940975659339167,0.1989163641589922,1.527465239954281,-0.8421289172781737
BPIC13_incidents,handover,B_half,hgb,isotonic,without_f,2267,0.17113863890271835,0.2395642992347525,1.048489247007722,-0.9111934990255148
BPIC13_incidents,handover,B_half,hgb,isotonic,with_f,2267,0.1414387945247611,0.19258626903496834,1.3050498213653998,-0.8301036050668615
BPIC13_incidents,handover,B_intake,logit,raw,without_f,2267,0.15744041864309716,0.20312656355568734,1.063773792118907,-0.9638893312474313
BPIC13_incidents,handover,B_intake,logit,raw,with_f,2267,0.13760012383264095,0.17472136386373396,1.072484920792079,-0.9302254073056436
BPIC13_incidents,handover,B_intake,logit,platt,without_f,2267,0.16397442337555704,0.2080563151695553,1.3378297233186527,-0.9363478580349452
BPIC13_incidents,handover,B_intake,logit,platt,with_f,2267,0.14512797788237805,0.18014068474075556,1.2457616883356126,-0.9106563250138023
BPIC13_incidents,handover,B_intake,logit,isotonic,without_f,2267,0.14939789786997154,0.19587241241689454,0.9003692745392234,-0.9249931910953233
BPIC13_incidents,handover,B_intake,logit,isotonic,with_f,2267,0.13881305317298442,0.17449774950804767,1.011765568611171,-0.9290312432348823
BPIC13_incidents,handover,B_intake,hgb,raw,without_f,2267,0.16743616097778913,0.19912604674700268,0.4674159458955559,-1.2234519568868907
BPIC13_incidents,handover,B_intake,hgb,raw,with_f,2267,0.11358349455275954,0.15590680190765557,0.5589261463698145,-0.867831165536982
BPIC13_incidents,handover,B_intake,hgb,platt,without_f,2267,0.1490502761352856,0.19093564757719392,1.4856897265460556,-0.8804618265361703
BPIC13_incidents,handover,B_intake,hgb,platt,with_f,2267,0.13456132304403665,0.16888526156257028,1.4013124358221078,-0.8474298287835658
BPIC13_incidents,handover,B_intake,hgb,isotonic,without_f,2267,0.146747158261339,0.1848450756919496,1.1810110500416717,-0.9161674631472576
BPIC13_incidents,handover,B_intake,hgb,isotonic,with_f,2267,0.12870899069848302,0.16509694722892532,1.191752943256946,-0.8576568893099052
BPIC13_incidents,handover,B_intake_g,logit,raw,without_f,2267,0.13903012704856774,0.1878510119331847,0.9081124507824444,-0.9284707922932647
BPIC13_incidents,handover,B_intake_g,logit,raw,with_f,2267,0.12611103181957617,0.16729653094492308,0.942519987677029,-0.9248066531510025
BPIC13_incidents,handover,B_intake_g,logit,platt,without_f,2267,0.1536128549349997,0.1956837791294011,1.27467067614673,-0.8987183227925704
BPIC13_incidents,handover,B_intake_g,logit,platt,with_f,2267,0.1373373123169937,0.17390907140835773,1.212056922411557,-0.8802167557027177
BPIC13_incidents,handover,B_intake_g,logit,isotonic,without_f,2267,0.14601652652166666,0.19263753248347207,0.9795197454228259,-0.912949132198863
BPIC13_incidents,handover,B_intake_g,logit,isotonic,with_f,2267,0.13413903379074305,0.1725524889099113,1.0151961744159017,-0.8960178667292612
BPIC13_incidents,handover,B_intake_g,hgb,raw,without_f,2267,0.14243013969836812,0.18330047881097972,0.5293738862018862,-1.189985272185273
BPIC13_incidents,handover,B_intake_g,hgb,raw,with_f,2267,0.11787534319281556,0.16049621635764943,0.5173990180260756,-1.0953151595678523
BPIC13_incidents,handover,B_intake_g,hgb,platt,without_f,2267,0.1508124059482085,0.1851279548251413,1.4532844964424276,-0.8995544181493954
BPIC13_incidents,handover,B_intake_g,hgb,platt,with_f,2267,0.1337451188256212,0.16515206562284934,1.329760783333868,-0.8414709797418976
BPIC13_incidents,handover,B_intake_g,hgb,isotonic,without_f,2267,0.14318046475000343,0.17999619277763876,1.0693651034778027,-0.9124426891178158
BPIC13_incidents,handover,B_intake_g,hgb,isotonic,with_f,2267,0.12965431583213258,0.16236100176363108,1.1074561450405154,-0.8689336918700371
BPIC15_1,handover,B_half,logit,raw,without_f,360,0.07242342424044086,0.12434793305146671,1.146948081841407,-0.6182587682725521
BPIC15_1,handover,B_half,logit,raw,with_f,360,0.06725864212197341,0.10263915979595295,0.9767047167589804,-0.3180625276436886
BPIC15_1,handover,B_half,logit,platt,without_f,360,0.05414447093300475,0.12083195831069438,1.0014815983188696,-0.3066924579458319
BPIC15_1,handover,B_half,logit,platt,with_f,360,0.0613196254869932,0.10265097052769498,1.0658386465513008,-0.1874158925667771
BPIC15_1,handover,B_half,logit,isotonic,without_f,360,0.041010109683153946,0.12106150685214087,0.8624378203435676,-0.2272594777135349
BPIC15_1,handover,B_half,logit,isotonic,with_f,360,0.029849058234087435,0.10141187830233399,0.9448250646943523,-0.09019832152873339
BPIC15_1,handover,B_half,hgb,raw,without_f,360,0.13019839742708136,0.14169338241520218,0.3667030426614542,-2.419277628370684
BPIC15_1,handover,B_half,hgb,raw,with_f,360,0.10620429143014237,0.12496258419537448,0.3250357074425106,-2.1336006072532885
BPIC15_1,handover,B_half,hgb,platt,without_f,360,0.10735948370599623,0.13772892177127533,0.862626115506444,-1.3253688028373534
BPIC15_1,handover,B_half,hgb,platt,with_f,360,0.08132447554486702,0.11605697642281562,1.4444646121022873,-0.6491249602200491
BPIC15_1,handover,B_half,hgb,isotonic,without_f,360,0.10492546934001444,0.1368106896652636,0.9592831732700954,-1.2700945397218806
BPIC15_1,handover,B_half,hgb,isotonic,with_f,360,0.0865099175241406,0.11309541977171902,0.9818042854631712,-0.9174502171792817
BPIC15_1,handover,B_intake,logit,raw,without_f,360,0.03888890728228009,0.07026518317584321,1.2516424869346494,-0.1925609343474256
BPIC15_1,handover,B_intake,logit,raw,with_f,360,0.028404281156669264,0.06704045836185558,1.2632620695952677,-0.07748211342158959
BPIC15_1,handover,B_intake,logit,platt,without_f,360,0.049752863476831284,0.07433257682521417,1.569478899576559,-0.07424449573585468
BPIC15_1,handover,B_intake,logit,platt,with_f,360,0.05918687475602862,0.07129724458055282,1.7052400187754282,-0.020926755918304965
BPIC15_1,handover,B_intake,logit,isotonic,without_f,360,0.03450176152927214,0.0734490496325234,1.3142174866733096,-0.17189451702227496
BPIC15_1,handover,B_intake,logit,isotonic,with_f,360,0.043500473983760175,0.07119027219423585,1.4643003835492698,-0.09715860200737789
BPIC15_1,handover,B_intake,hgb,raw,without_f,360,0.0961392988927676,0.10573748437436399,0.49715411197892245,-2.8857659105017257
BPIC15_1,handover,B_intake,hgb,raw,with_f,360,0.07696330627709211,0.08916371255161132,0.5792134975968013,-2.176378610785734
BPIC15_1,handover,B_intake,hgb,platt,without_f,360,0.07021814461103726,0.07252174509264331,1.7428342909295809,-0.28635501145104897
BPIC15_1,handover,B_intake,hgb,platt,with_f,360,0.07901149643560616,0.06719106623697119,2.1862209824936856,-0.03406845575374213
BPIC15_1,handover,B_intake,hgb,isotonic,without_f,360,0.053229710484105006,0.07331695752436256,1.7228703504582554,-0.275827077587658
BPIC15_1,handover,B_intake,hgb,isotonic,with_f,360,0.08482029869377038,0.06702169630881952,2.3291638497492047,0.03774543536652213
BPIC15_1,handover,B_intake_g,logit,raw,without_f,360,0.03645360070520899,0.06895660195526769,1.225950790120689,-0.16426815663365166
BPIC15_1,handover,B_intake_g,logit,raw,with_f,360,0.027068657445373956,0.06584226831487787,1.2547893344888987,-0.061329676832966036
BPIC15_1,handover,B_intake_g,logit,platt,without_f,360,0.05162479049131232,0.07345851003975676,1.6037258545475201,-0.06296083588052545
BPIC15_1,handover,B_intake_g,logit,platt,with_f,360,0.06121399114453801,0.07048775211530788,1.7602474936209713,-0.003897284875347739
BPIC15_1,handover,B_intake_g,logit,isotonic,without_f,360,0.04589642057883033,0.07364605657510014,1.4676445496167934,-0.18850244401084723
BPIC15_1,handover,B_intake_g,logit,isotonic,with_f,360,0.041926236933209744,0.07082693870763215,1.5871036389451394,-0.045437681369503186
BPIC15_1,handover,B_intake_g,hgb,raw,without_f,360,0.10841227503265266,0.11238302331405219,0.4917617328891355,-3.6638155491725293
BPIC15_1,handover,B_intake_g,hgb,raw,with_f,360,0.08263188900444847,0.09035895733944377,0.5661813757535887,-2.765897138131921
BPIC15_1,handover,B_intake_g,hgb,platt,without_f,360,0.07927489587559092,0.07551679984755742,1.979027138695662,-0.41697568969739374
BPIC15_1,handover,B_intake_g,hgb,platt,with_f,360,0.08058423641744857,0.0623278457707022,2.5332935120673903,-0.24234034170650237
BPIC15_1,handover,B_intake_g,hgb,isotonic,without_f,360,0.0736255902577908,0.0765964759163153,2.000982354302363,-0.49221204778024763
BPIC15_1,handover,B_intake_g,hgb,isotonic,with_f,360,0.07645060957566552,0.06097764829581947,3.0731260032827996,-0.25595106007718926
BPIC15_3,duration,B_half,logit,raw,without_f,423,0.19990246724529775,0.2709454190729916,0.8570969053097894,-0.8988488303167577
BPIC15_3,duration,B_half,logit,raw,with_f,423,0.15626497094106137,0.2211417707398359,0.9152552655554739,-0.7944357301596545
BPIC15_3,duration,B_half,logit,platt,without_f,423,0.19299913299738375,0.26900544169131024,0.8908039533456127,-0.867944024329268
BPIC15_3,duration,B_half,logit,platt,with_f,423,0.14141248407776008,0.21732234595709335,0.9848598966163827,-0.718919993196879
BPIC15_3,duration,B_half,logit,isotonic,without_f,423,0.2403814984478466,0.30929359889771685,0.38832134409225705,-1.0852616983163852
BPIC15_3,duration,B_half,logit,isotonic,with_f,423,0.14672103849083665,0.22226138402064996,0.8293163959759889,-0.8005141803607918
BPIC15_3,duration,B_half,hgb,raw,without_f,423,0.13778762962750718,0.23910645684182563,0.9201875602290867,-0.4887149580200587
BPIC15_3,duration,B_half,hgb,raw,with_f,423,0.2756453769697222,0.2892631809650413,0.2564877169961254,-1.0154426042323346
BPIC15_3,duration,B_half,hgb,platt,without_f,423,0.166299231959289,0.2454611544698283,1.1692003564252618,-0.4140718368231649
BPIC15_3,duration,B_half,hgb,platt,with_f,423,0.1419108443260255,0.23762646459920758,1.6320742133971289,-0.388670919420193
BPIC15_3,duration,B_half,hgb,isotonic,without_f,423,0.1795543520380443,0.24568931922378684,1.2024568156877309,-0.5149142680960312
BPIC15_3,duration,B_half,hgb,isotonic,with_f,423,0.15209672952895056,0.2360923004407284,1.2781427433492332,-0.5072795431643377
BPIC15_3,duration,B_intake,logit,raw,without_f,423,0.175569031304613,0.2386457829819533,1.1425517804469796,-0.8333365736533034
BPIC15_3,duration,B_intake,logit,raw,with_f,423,0.1422315899659147,0.2141641516592967,0.9164491749331409,-0.74972809088225
BPIC15_3,duration,B_intake,logit,platt,without_f,423,0.17277330729928636,0.23457854173849896,1.5442073637603484,-0.6912392513326658
BPIC15_3,duration,B_intake,logit,platt,with_f,423,0.1281171591620384,0.20935312779080295,1.1518207887192058,-0.6084441365438945
BPIC15_3,duration,B_intake,logit,isotonic,without_f,423,0.18925380075956846,0.2367339687229178,1.5370996792815954,-0.7108759936091402
BPIC15_3,duration,B_intake,logit,isotonic,with_f,423,0.15211715111898638,0.2171717756778965,0.9765293273525456,-0.7636284281483848
BPIC15_3,duration,B_intake,hgb,raw,without_f,423,0.32740689519465294,0.3904340556317847,0.059679910632106675,-1.9313760191253708
BPIC15_3,duration,B_intake,hgb,raw,with_f,423,0.2837726761879206,0.30153897080404257,0.28773611635500296,-1.930396482670784
BPIC15_3,duration,B_intake,hgb,platt,without_f,423,0.17285070414636938,0.25405279365165034,1.7835562861057401,-0.5629433432268728
BPIC15_3,duration,B_intake,hgb,platt,with_f,423,0.11577775320887808,0.22876206413758912,1.1396153735534116,-0.41821737934301806
BPIC15_3,duration,B_intake,hgb,isotonic,without_f,423,0.15148623231023606,0.25440337208600083,1.345007778115986,-0.6415576257613045
BPIC15_3,duration,B_intake,hgb,isotonic,with_f,423,0.11386290745307463,0.22973051596281863,0.9602557930882665,-0.45545495215253506
BPIC15_3,duration,B_intake_g,logit,raw,without_f,423,0.18078593151567335,0.2377800760596617,1.1472727638375981,-0.8265560623759922
BPIC15_3,duration,B_intake_g,logit,raw,with_f,423,0.14173938646972042,0.21398407806764744,0.927725276434048,-0.746035858198568
BPIC15_3,duration,B_intake_g,logit,platt,without_f,423,0.1691904074742851,0.23294483527003096,1.5658748362439832,-0.6707513839882
BPIC15_3,duration,B_intake_g,logit,platt,with_f,423,0.12417278682226876,0.20872560007906732,1.1803100537120519,-0.5887538221328279
BPIC15_3,duration,B_intake_g,logit,isotonic,without_f,423,0.16730558350456032,0.23382623401433233,1.507030918520844,-0.6841089031437217
BPIC15_3,duration,B_intake_g,logit,isotonic,with_f,423,0.14974495642327712,0.21608984390037447,1.0100477206854392,-0.7639760394584704
BPIC15_3,duration,B_intake_g,hgb,raw,without_f,423,0.3227205911402953,0.3769165935993778,0.10800631799451371,-1.884394522982043
BPIC15_3,duration,B_intake_g,hgb,raw,with_f,423,0.2451949126738418,0.28227887463527945,0.3108047002164097,-1.7005797731592946
BPIC15_3,duration,B_intake_g,hgb,platt,without_f,423,0.16110629629202783,0.24501213338584357,2.3413213234967225,-0.5231040895827564
BPIC15_3,duration,B_intake_g,hgb,platt,with_f,423,0.12897478085208092,0.2342270287359065,1.2700810639965805,-0.48990960928991506
BPIC15_3,duration,B_intake_g,hgb,isotonic,without_f,423,0.1470449482007355,0.24588559756604078,1.9530096137754005,-0.5797809222486507
BPIC15_3,duration,B_intake_g,hgb,isotonic,with_f,423,0.1372002705752246,0.24397655968797016,1.014791807100306,-0.5970482100110467
BPIC15_4,handover,B_half,logit,raw,without_f,316,0.08563711419010524,0.1148723762001163,0.5969513596206704,-0.8588928474639501
BPIC15_4,handover,B_half,logit,raw,with_f,316,0.07575334673773973,0.1156418022644267,0.5925810308559682,-0.9527651009612701
BPIC15_4,handover,B_half,logit,platt,without_f,316,0.07221362101844754,0.1153761904951402,0.6847963188322721,-0.805974713834209
BPIC15_4,handover,B_half,logit,platt,with_f,316,0.0743567756973994,0.11526627442339686,0.7167156059360155,-0.8195343207865037
BPIC15_4,handover,B_half,logit,isotonic,without_f,316,0.08292416248319598,0.11698275642069438,0.43508618944555866,-0.9753456066747186
BPIC15_4,handover,B_half,logit,isotonic,with_f,316,0.07769622002674784,0.11931673476996113,0.3898478421064414,-1.1401192500242319
BPIC15_4,handover,B_half,hgb,raw,without_f,316,0.08339443446356941,0.10361997130286699,0.2132957431253003,-1.2080816135180807
BPIC15_4,handover,B_half,hgb,raw,with_f,316,0.09789598283469514,0.117792341593533,0.261609018971816,-1.9770168590828765
BPIC15_4,handover,B_half,hgb,platt,without_f,316,0.07093318127414355,0.10786611631950783,0.9285328983405585,-0.5730840543688007
BPIC15_4,handover,B_half,hgb,platt,with_f,316,0.08145790638225182,0.11204767875931387,1.017210762876542,-0.6455282806894231
BPIC15_4,handover,B_half,hgb,isotonic,without_f,316,0.09304684060837533,0.11006128622899718,0.5916548645037043,-0.8411711780640743
BPIC15_4,handover,B_half,hgb,isotonic,with_f,316,0.07018543978556155,0.11284374064024459,0.6060992020149838,-0.7406858258851649
BPIC15_4,handover,B_intake,logit,raw,without_f,316,0.07759878413824592,0.11660598003652575,0.5197034828621285,-1.0084582872010057
BPIC15_4,handover,B_intake,logit,raw,with_f,316,0.07564347442143214,0.11739382006619983,0.4683894528407577,-1.0824672774483532
BPIC15_4,handover,B_intake,logit,platt,without_f,316,0.07110264425508481,0.11549909604554168,0.6791585688102503,-0.8404232952184026
BPIC15_4,handover,B_intake,logit,platt,with_f,316,0.06947050695865409,0.11546786120316625,0.6823702194324532,-0.8435036668650697
BPIC15_4,handover,B_intake,logit,isotonic,without_f,316,0.08314054006119054,0.11707102055144054,0.46216400206136443,-1.0103359971698636
BPIC15_4,handover,B_intake,logit,isotonic,with_f,316,0.08165509582194734,0.11740855763951291,0.4503103976888372,-1.0960311258627728
BPIC15_4,handover,B_intake,hgb,raw,without_f,316,0.09840228426404081,0.11981151080396968,0.1846395259871285,-1.9348483070834814
BPIC15_4,handover,B_intake,hgb,raw,with_f,316,0.1016564779506004,0.1280082340492805,0.11950538270521929,-2.3530706331606464
BPIC15_4,handover,B_intake,hgb,platt,without_f,316,0.06351364989618374,0.11278335700232181,1.0272429707622586,-0.6309742140980941
BPIC15_4,handover,B_intake,hgb,platt,with_f,316,0.06503812929261862,0.11386274394799216,1.1717414694511366,-0.630096551576311
BPIC15_4,handover,B_intake,hgb,isotonic,without_f,316,0.07181634472288408,0.11164984478007141,0.6293161707172391,-0.6352571402229589
BPIC15_4,handover,B_intake,hgb,isotonic,with_f,316,0.06326580721095558,0.11403953599774606,0.7152188619743186,-0.7086603011419049
BPIC15_4,handover,B_intake_g,logit,raw,without_f,316,0.07944016272788419,0.11863386121392656,0.31638405956508836,-1.2906086570743813
BPIC15_4,handover,B_intake_g,logit,raw,with_f,316,0.08544673093801006,0.11896677006156678,0.30167183209036014,-1.3491545944017405
BPIC15_4,handover,B_intake_g,logit,platt,without_f,316,0.07906577592702722,0.11802996071921619,0.3389316369747666,-1.1559133766498193
BPIC15_4,handover,B_intake_g,logit,platt,with_f,316,0.08118093781480075,0.11767776799849898,0.352640343717899,-1.149457755796536
BPIC15_4,handover,B_intake_g,logit,isotonic,without_f,316,0.08833498426612711,0.12130677360471374,0.07120140893297675,-1.4097666924601229
BPIC15_4,handover,B_intake_g,logit,isotonic,with_f,316,0.08372883614958283,0.12176506276060267,0.01876058890955603,-1.4212499270396453
BPIC15_4,handover,B_intake_g,hgb,raw,without_f,316,0.11324245796781252,0.12263303058948785,0.2309813881111403,-1.7132436577543908
BPIC15_4,handover,B_intake_g,hgb,raw,with_f,316,0.11556770166676492,0.11943211416726837,0.22182818583848377,-2.0425824162551844
BPIC15_4,handover,B_intake_g,hgb,platt,without_f,316,0.07053551042790439,0.11536342304595854,0.6414211820492057,-0.7968872689989049
BPIC15_4,handover,B_intake_g,hgb,platt,with_f,316,0.06282696352219813,0.11256499121561037,0.9332628938978181,-0.6346764039352508
BPIC15_4,handover,B_intake_g,hgb,isotonic,without_f,316,0.07247885892439337,0.11787488141137445,0.44794094065366147,-0.9493054515828314
BPIC15_4,handover,B_intake_g,hgb,isotonic,with_f,316,0.06434185622238776,0.11357549255850878,0.6550010204929094,-0.7980822461305471
BPIC15_4,duration,B_half,logit,raw,without_f,316,0.36569045528690924,0.33308650331035433,0.01196223009763897,-1.7895678845727352
BPIC15_4,duration,B_half,logit,raw,with_f,316,0.35565258150563916,0.3213277327311453,0.13095003919291734,-1.7397819492660196
BPIC15_4,duration,B_half,logit,platt,without_f,316,0.3298668578559732,0.29531653251714296,0.02834018192758829,-1.5341448403645195
