log,domain,target,population,regime,populated,baseline,instrument,without_f,with_f,V,n,n_test,card_f,card_g,n_b0,f,g
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.625,-0.1879135421261579,-0.2011468901632113,-0.013233348037053394,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.650,-0.20454975108702506,-0.2109143613334174,-0.006364610246392344,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.675,-0.21285331342675862,-0.22852974110142185,-0.015676427674663235,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.700,-0.22599617703278926,-0.2084987501837965,0.017497426848992775,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.725,-0.20098648594458035,-0.18470545775353892,0.016281028191041436,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.750,-0.17776797529775032,-0.16541685046316718,0.012351124834583144,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.775,-0.17100426407881197,-0.17987550850365147,-0.008871244424839497,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,rare-first,0.5006619009796135,B0+g,nb_0.800,-0.17688575209528015,-0.18747243052492285,-0.010586678429642699,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,auc,0.5,0.5332060019540411,0.03320600195404111,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,ap,0.15394794883105425,0.16436887263206118,0.010420923801006926,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,brier_skill,-0.0002618463139367755,-0.002827095074359187,-0.0025652487604224117,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nagelkerke,-0.0003491131850855999,0.004034337196764641,0.004383450381850241,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.050,0.10941889350637289,0.10941889350637289,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.075,0.08534913387141002,0.08534913387141002,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.100,0.059942165367838064,0.06214772337401362,0.0022055580061755564,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.125,0.033083370092633436,0.03617115130127922,0.003087781208645786,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.150,0.004644645683593232,0.008666545577207495,0.004021899893614263,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.175,-0.025517637780540305,-0.020505005948323114,0.005012631832217191,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.200,-0.05756506396118218,-0.05149977944419938,0.006065284516982801,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.225,-0.09168006602444613,-0.08449421574626126,0.0071858502781848715,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.250,-0.12806940155859428,-0.11968828113512715,0.008381120423467128,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.275,-0.16696834643992522,-0.15730952344736324,0.009658822992561988,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.300,-0.20864578738420825,-0.19761799735333044,0.01102779003087781,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.325,-0.2534104461762159,-0.24091228414122107,0.01249816203499482,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.350,-0.3016185402599165,-0.28753690068202636,0.01408163957789016,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.375,-0.35368328187031317,-0.2949272165857962,0.05875606528451699,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.400,-0.41008675194824296,-0.34347890016174093,0.06660785178650203,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.425,-0.4713948715981665,-0.3962524692660287,0.07514240233213781,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.450,-0.5382764566708105,-0.45382363556161526,0.08445282110919522,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.475,-0.6115277165122774,-0.5168777700758291,0.0946499464364483,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.500,-0.6921041023378914,-0.5862373180414645,0.10586678429642693,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.525,0.0,-0.026559561674366777,-0.026559561674366777,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.550,0.0,-0.02960348968288978,-0.02960348968288978,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.575,0.0,-0.03300552686888606,-0.03300552686888606,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.600,0.0,-0.03683281870313189,-0.03683281870313189,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.625,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.650,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.675,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.700,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.725,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.750,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.775,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,empty,nb_0.800,0.0,0.0,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,auc,0.5668527089165827,0.5824260287847596,0.015573319868176894,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,ap,0.19616662956174774,0.20371708635436336,0.007550456792615623,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,brier_skill,0.0395972471946725,0.03561155180689268,-0.00398569538777982,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nagelkerke,0.048217637232021195,0.048790455943093745,0.0005728187110725508,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.050,0.10941889350637289,0.10941889350637289,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.075,0.08534913387141002,0.08534913387141002,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.100,0.059942165367838064,0.061853648973190206,0.001911483605352142,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.125,0.033083370092633436,0.035793055643077706,0.00270968555044427,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.150,0.004644645683593232,0.008199486234723257,0.0035548405511300254,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.175,-0.025517637780540305,-0.020972851585996717,0.004544786194543588,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.200,-0.05756506396118218,-0.05205116894574327,0.005513895015438912,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.225,-0.09168006602444613,-0.08513453903837671,0.0065455269860694165,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.250,-0.12806940155859428,-0.12042346713718571,0.007645934421408568,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.275,-0.15998661454451427,-0.151164382519812,0.008822232024702253,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.300,-0.2006427626189426,-0.18829163778435945,0.012351124834583144,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.325,-0.24476792628535016,-0.23101177931349964,0.013756146971850514,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.350,-0.2758644090801126,-0.23154965898680058,0.04431475009331204,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.375,-0.3242170269078077,-0.2656374062637847,0.058579620644023,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.400,-0.3765622702543744,-0.30745478606087345,0.06910748419350093,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.425,-0.2390057728083466,-0.3512590859400472,-0.11225331313170059,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.450,-0.27148414003288285,-0.2634238280466776,0.00806031198620527,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.475,-0.31024849286869577,-0.3007961014136576,0.009452391455038178,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.500,-0.34803705337450375,-0.27525363917071016,0.07278341420379358,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.525,-0.08587746384045691,-0.3071761892600934,-0.22129872541963647,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.550,-0.09684850267117585,-0.12419742194775282,-0.02734891927657697,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.575,-0.11074495965126234,-0.12701419341446324,-0.0162692337632009,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.600,-0.1263784737538597,-0.14358182620202908,-0.017203352448169396,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.625,-0.06440229378032643,-0.08528157623878842,-0.02087928245846199,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.650,-0.06648181990043482,-0.08897851156342557,-0.022496691662990745,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.675,-0.07773743680228024,-0.05802314139323406,0.01971429540904618,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.700,-0.07307748860461695,-0.04661079253051022,0.026466696074106733,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.725,-0.061755624172915746,-0.05449733327986526,0.007258290893050488,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.750,-0.01940891045434495,-0.05822673136303485,-0.038817820908689904,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.775,-0.016860265647208748,-0.018379650051463026,-0.001519384404254278,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0_half,nb_0.800,-0.02029113365681518,-0.02205558006175563,-0.0017644464049404486,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,auc,0.6492600637603044,0.6525272564843393,0.003267192724034862,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,ap,0.25900431265903023,0.26124197295208146,0.0022376602930512246,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,brier_skill,0.10912528376559139,0.10526351535812195,-0.0038617684074694347,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nagelkerke,0.12425419447636911,0.12289812922461296,-0.0013560652517561472,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.050,0.10941889350637289,0.1094421099064379,2.3216400065015352e-05,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.075,0.08534913387141002,0.08538489967691557,3.576580550554431e-05,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.100,0.060383276969073175,0.06190266137332744,0.0015193844042542676,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.125,0.03371352952296932,0.03604511941521205,0.002331589892242733,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.150,0.00550092114481433,0.008510859129712741,0.003009937984898411,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.175,-0.024648781596289315,-0.019943591183114798,0.004705190413174517,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.200,-0.050838112042346714,-0.044993383325981476,0.005844728716365238,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.225,-0.07309646114660559,-0.07286879064274232,0.0002276705038632698,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.250,-0.10439641229230993,-0.10498456109395678,-0.0005881488016468428,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.275,-0.1384177783186043,-0.13942168748003592,-0.0010039091614316153,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.300,-0.17247463608292898,-0.17619257672191066,-0.003717940638981676,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.325,-0.2096423728536653,-0.20547631884200035,0.004166054011664949,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.350,-0.23843778629839504,-0.2098673272030131,0.028570459095381945,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.375,-0.18650198500220555,-0.24534627260696953,-0.058844287604763984,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.400,-0.20041170416115278,-0.20452874577268051,-0.004117041611527733,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.425,-0.23411518766421818,-0.19071364185573736,0.043401545808480824,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.450,-0.16433412198740824,-0.1695071580382564,-0.005173036050848151,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.475,-0.16289621274182364,-0.16064864410695903,0.0022475686348646107,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.500,-0.1305690339655933,-0.13674459638288486,-0.006175562417291558,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.525,-0.08996355025189795,-0.11169410071274351,-0.021730550460845557,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.550,-0.09724060187227374,-0.12434445914816454,-0.027103857275890805,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.575,-0.10737175328887619,-0.12768883468694048,-0.02031708139806429,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.600,-0.1243934715483017,-0.13012792236435816,-0.0057344508160564606,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.625,-0.12762828995735923,-0.12615791795324216,0.0014703720041170654,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.650,-0.11828092507404377,-0.13863507467389252,-0.020354149599848756,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.675,-0.1338264734824065,-0.14023955753113237,-0.00641308404872587,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.700,-0.1343920011762976,-0.13733274518453165,-0.0029407440082340475,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.725,-0.13233348037053375,-0.13145125716806352,0.0008822232024702226,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.750,-0.12924569916188797,-0.1349801499779444,-0.005734450816056447,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.775,-0.13444101357643487,-0.12507964515022302,0.009361368426211852,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0,nb_0.800,-0.10630789589766214,-0.097926775474195,0.008381120423467142,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,auc,0.6707672151327643,0.6768302703090313,0.00606305517626704,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,ap,0.2668252823267649,0.2674320628064783,0.0006067804797134091,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,brier_skill,0.1254488378255343,0.12216294046832654,-0.0032858973572077455,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nagelkerke,0.14178965013641606,0.14031523025038836,-0.0014744198860277002,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.050,0.10941889350637289,0.10941889350637289,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.075,0.085694869991297,0.08573063579680255,3.576580550555819e-05,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.100,0.06102043817085722,0.0625398225751115,0.0015193844042542745,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.125,0.034910832440607484,0.03724242233285022,0.002331589892242733,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.150,0.009860141674667203,0.012610602247074382,0.0027504605724071787,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.175,-0.016668671719399564,-0.01328681610993036,0.003381855609469204,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.200,-0.04400088222320247,-0.038486987207763564,0.005513895015438905,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.225,-0.05890974287462471,-0.05720221409565007,0.0017075287789746346,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.250,-0.08395824143508307,-0.08337009263343625,0.000588148801646815,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.275,-0.1010601889174513,-0.10183593690583032,-0.0007757479883790108,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.300,-0.10561472052429266,-0.10580376835339342,-0.00018904782910075801,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.325,-0.12292309954418466,-0.12148540247349245,0.0014376970706922176,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.350,-0.13328356689627088,-0.13240134369380066,0.0008822232024702226,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.375,-0.141243934715483,-0.14203793559770622,-0.0007940008822232281,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.400,-0.14894868401705635,-0.15409498603146599,-0.005146302014409632,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.425,-0.14221054448514606,-0.15133963675418577,-0.009129092269039712,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.450,-0.15298552351926853,-0.16285038296507195,-0.009864859445803426,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.475,-0.1489486840170563,-0.15508223580565883,-0.0061335517886025315,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.500,-0.14777238641376267,-0.1557123952359947,-0.00794000882223203,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.525,-0.15392473243098928,-0.16411673205952687,-0.01019199962853759,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.550,-0.15429103563201496,-0.16247610645493316,-0.008185070822918195,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.575,-0.17089182386673238,-0.17026907807675337,0.0006227457899790068,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.600,-0.17468019408910448,-0.1777679752977503,-0.0030877812086458067,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.625,-0.1879135421261579,-0.19629466254962505,-0.008381120423467142,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.650,-0.20454975108702506,-0.20454975108702506,0.0,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.675,-0.21285331342675862,-0.21787519934851218,-0.005021885921753566,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.700,-0.22599617703278926,-0.221143949419203,0.004852227613586252,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.725,-0.20098648594458035,-0.20924730320407428,-0.00826081725949393,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.750,-0.17776797529775032,-0.16718129686810762,0.010586678429642699,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.775,-0.17100426407881197,-0.17056315247757686,0.0004411116012351113,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.25,rare-first,0.2625099285146942,B0+g,nb_0.800,-0.17688575209528015,-0.15924128804587565,0.017644464049404507,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,random,0.504236166269526,empty,auc,0.5,0.5966720049239449,0.0966720049239449,7554,2267,704,806,5,product,org:resource
BPIC13_incidents,itsm,duration,0.5,random,0.504236166269526,empty,ap,0.15394794883105425,0.21071262054834494,0.05676467171729069,7554,2267,704,806,5,product,org:resource
