rep,psi,is_affine,m_changed,R,R_psi,R_shift
137,sqrt,False,0.02396687618107146,-0.7046826502450421,-0.6991458368323031,0.005536813412738928
137,logit-shift,False,0.012896301340744876,-0.7046826502450421,-0.6967614206205259,0.007921229624516135
137,logit-scale,False,0.033252164150047614,-0.7046826502450421,-0.680235888185863,0.02444676205917906
137,beta-cdf,False,0.052120873042487637,-0.7046826502450421,-0.6289229826364449,0.0757596676085972
137,affine,True,0.03967836600828867,-0.7046826502450421,-0.7046826502450385,3.552713678800501e-15
138,square,False,0.0019947693369091746,-0.9530162299101452,-0.9021314662709252,0.05088476363922001
138,sqrt,False,0.021271688280291523,-0.9530162299101452,-0.9995652726316655,0.04654904272152027
138,logit-shift,False,0.010448892096031559,-0.9530162299101452,-1.019939040426951,0.06692281051680582
138,logit-scale,False,0.03177229840203055,-0.9530162299101452,-0.9130740557633032,0.03994217414684198
138,beta-cdf,False,0.059105148784155626,-0.9530162299101452,-0.8806745297854972,0.07234170012464802
138,affine,True,0.037408118430605763,-0.9530162299101452,-0.9530162299101463,1.1102230246251565e-15
139,square,False,0.0029209368900663113,-1.5061021091295421,-1.247412836702242,0.2586892724273002
139,sqrt,False,0.04116403513885858,-1.5061021091295421,-1.758636507345218,0.2525343982156758
139,logit-shift,False,0.0219680952244643,-1.5061021091295421,-1.8744480460329562,0.3683459369034141
139,logit-scale,False,0.06374086021310088,-1.5061021091295421,-1.3565884799890537,0.14951362914048838
139,beta-cdf,False,0.11679315622718967,-1.5061021091295421,-1.198426070142641,0.3076760389869011
139,affine,True,0.06804733551811659,-1.5061021091295421,-1.5061021091295528,1.0658141036401503e-14
140,square,False,0.0056651999209083315,-1.3444575309877025,-1.3495328002807243,0.005075269293021822
140,sqrt,False,0.023930484804047136,-1.3444575309877025,-1.3600323427886827,0.015574811800980193
140,logit-shift,False,0.010702009502372656,-1.3444575309877025,-1.3541295781999705,0.009672047212267998
140,logit-scale,False,0.04082456441599941,-1.3444575309877025,-1.317806110634586,0.026651420353116517
140,beta-cdf,False,0.07365239540348334,-1.3444575309877025,-1.276612583357982,0.06784494762972049
140,affine,True,0.042628729720243785,-1.3444575309877025,-1.3444575309876994,3.1086244689504383e-15
141,square,False,0.00520211615866889,-0.7722724967022137,-0.850442162965573,0.0781696662633593
141,sqrt,False,0.017717182270574283,-0.7722724967022137,-0.74659132860898,0.02568116809323362
141,logit-shift,False,0.006424583750959445,-0.7722724967022137,-0.7181591698189647,0.05411332688324899
141,logit-scale,False,0.027441968129091998,-0.7722724967022137,-0.7429946857570136,0.0292778109452001
141,beta-cdf,False,0.04922910862055746,-0.7722724967022137,-0.7389344552653061,0.03333804143690755
141,affine,True,0.03466161601249368,-0.7722724967022137,-0.7722724967022117,1.9984014443252818e-15
142,square,False,0.005920303766056678,-1.394305484429713,-1.3805704865496349,0.013734997880078037
142,sqrt,False,0.029842316233853916,-1.394305484429713,-1.3973840626792864,0.0030785782495734715
142,logit-shift,False,0.019678053404606377,-1.394305484429713,-1.4037859152256793,0.009480430795966388
142,logit-scale,False,0.03834083652824327,-1.394305484429713,-1.384528676711878,0.009776807717834846
142,beta-cdf,False,0.06795854670408674,-1.394305484429713,-1.3642517832771799,0.03005370115253303
142,affine,True,0.04580870099733758,-1.394305484429713,-1.3943054844297151,2.220446049250313e-15
143,square,False,0.0001841588947288364,-0.9438748602954516,-1.0124809042021865,0.06860604390673486
143,sqrt,False,0.03863311490604532,-0.9438748602954516,-0.9188224234678446,0.02505243682760705
143,logit-shift,False,0.022660364289572132,-0.9438748602954516,-0.8989490443557608,0.044925815939690805
143,logit-scale,False,0.06071540654888202,-0.9438748602954516,-0.9063436986176951,0.0375311616777565
143,beta-cdf,False,0.11752123241236695,-0.9438748602954516,-0.9005851165851768,0.04328974371027483
143,affine,True,0.06184576422801902,-0.9438748602954516,-0.9438748602954494,2.220446049250313e-15
144,square,False,0.007103401734707193,-1.0358233067110452,-1.2334032381278721,0.19757993141682695
144,sqrt,False,0.03001380195508857,-1.0358233067110452,-0.9498699560753647,0.08595335063568044
144,logit-shift,False,0.01260758554540603,-1.0358233067110452,-0.8876699110005424,0.1481533957105028
144,logit-scale,False,0.048458256845720804,-1.0358233067110452,-0.9663409184875338,0.06948238822351138
144,beta-cdf,False,0.08916281897772182,-1.0358233067110452,-0.9148235759865964,0.1209997307244488
144,affine,True,0.05464911589225835,-1.0358233067110452,-1.0358233067110425,2.6645352591003757e-15
145,square,False,0.005929182051323367,-1.7892460235939929,-1.579903374048396,0.20934264954559678
145,sqrt,False,0.034571373502961966,-1.7892460235939929,-1.9168873802415747,0.1276413566475818
145,logit-shift,False,0.016782786458841514,-1.7892460235939929,-2.011752720318488,0.22250669672449508
145,logit-scale,False,0.05743955774613796,-1.7892460235939929,-1.8402907224440312,0.05104469885003837
145,beta-cdf,False,0.106624566798111,-1.7892460235939929,-1.9394080190849534,0.15016199549096054
145,affine,True,0.05919213646742488,-1.7892460235939929,-1.7892460235939964,3.552713678800501e-15
146,square,False,0.0016675329223866664,-0.7195777216046557,-0.6810412025964045,0.03853651900825117
146,sqrt,False,0.03252246747826454,-0.7195777216046557,-0.7550732433027281,0.03549552169807235
146,logit-shift,False,0.019487402198560766,-0.7195777216046557,-0.765038909244115,0.04546118763945928
146,logit-scale,False,0.04710501191935612,-0.7195777216046557,-0.7033709504293397,0.016206771175315993
146,beta-cdf,False,0.08395701177139914,-0.7195777216046557,-0.6521780847303098,0.06739963687434591
146,affine,True,0.051466761275490824,-0.7195777216046557,-0.7195777216046517,3.9968028886505635e-15
147,square,False,0.004345053342021232,-0.8125027796413673,-0.7325485467434176,0.07995423289794967
147,sqrt,False,0.030022157743075206,-0.8125027796413673,-0.8932934608700733,0.08079068122870603
147,logit-shift,False,0.019370281328385086,-0.8125027796413673,-0.9250182878325455,0.11251550819117817
147,logit-scale,False,0.03995037867798967,-0.8125027796413673,-0.7448969307630728,0.06760584887829446
147,beta-cdf,False,0.07114709492881005,-0.8125027796413673,-0.6758220304747291,0.1366807491666382
147,affine,True,0.04562908827225237,-0.8125027796413673,-0.812502779641366,1.3322676295501878e-15
148,square,False,0.0047101407567757825,-0.7717794397558648,-0.7249190700167212,0.04686036973914365
148,sqrt,False,0.026729514724557146,-0.7717794397558648,-0.8340570792072786,0.062277639451413735
148,logit-shift,False,0.01761892401540538,-0.7717794397558648,-0.8531853988027425,0.08140595904687764
148,logit-scale,False,0.03701665746048899,-0.7717794397558648,-0.7066284877122764,0.06515095204358845
