log,target,rung,learner,calibration,bin,n,p_mean,y_mean
Helpdesk,duration,B_intake_g,logit,platt,7,138,0.6124376841619917,0.6086956521739131
Helpdesk,duration,B_intake_g,logit,platt,8,132,0.657000511740291,0.6439393939393939
Helpdesk,duration,B_intake_g,logit,platt,9,143,0.7188449298669615,0.6363636363636364
Helpdesk,duration,B_intake_g,logit,isotonic,0,46,0.3333990023951654,0.30434782608695654
Helpdesk,duration,B_intake_g,logit,isotonic,1,229,0.3816714019590294,0.3930131004366812
Helpdesk,duration,B_intake_g,logit,isotonic,2,2,0.38758420422642004,0.5
Helpdesk,duration,B_intake_g,logit,isotonic,3,273,0.3944976723187114,0.304029304029304
Helpdesk,duration,B_intake_g,logit,isotonic,4,127,0.4181981726448707,0.3700787401574803
Helpdesk,duration,B_intake_g,logit,isotonic,5,147,0.45139648363479157,0.41496598639455784
Helpdesk,duration,B_intake_g,logit,isotonic,6,123,0.5367138585515044,0.4634146341463415
Helpdesk,duration,B_intake_g,logit,isotonic,7,141,0.647930507170571,0.6170212765957447
Helpdesk,duration,B_intake_g,logit,isotonic,8,147,0.710415090240359,0.6462585034013606
Helpdesk,duration,B_intake_g,logit,isotonic,9,139,0.8009879913595944,0.6115107913669064
Helpdesk,duration,B_intake_g,hgb,raw,0,138,0.0749922689223189,0.391304347826087
Helpdesk,duration,B_intake_g,hgb,raw,1,136,0.1742760540788634,0.40441176470588236
Helpdesk,duration,B_intake_g,hgb,raw,2,136,0.238859749496812,0.3235294117647059
Helpdesk,duration,B_intake_g,hgb,raw,3,83,0.2784699266992318,0.26506024096385544
Helpdesk,duration,B_intake_g,hgb,raw,4,192,0.3229088362446894,0.3854166666666667
Helpdesk,duration,B_intake_g,hgb,raw,5,122,0.3954783373285973,0.3524590163934426
Helpdesk,duration,B_intake_g,hgb,raw,6,153,0.4661106305479199,0.43137254901960786
Helpdesk,duration,B_intake_g,hgb,raw,7,138,0.6666359149542129,0.572463768115942
Helpdesk,duration,B_intake_g,hgb,raw,8,128,0.8466800671035726,0.6640625
Helpdesk,duration,B_intake_g,hgb,raw,9,148,0.9368221720809058,0.6621621621621622
Helpdesk,duration,B_intake_g,hgb,platt,0,138,0.3937206031431517,0.34057971014492755
Helpdesk,duration,B_intake_g,hgb,platt,1,136,0.43228117082717893,0.40441176470588236
Helpdesk,duration,B_intake_g,hgb,platt,2,133,0.44798998066317997,0.45112781954887216
Helpdesk,duration,B_intake_g,hgb,platt,3,141,0.46075444155855805,0.3191489361702128
Helpdesk,duration,B_intake_g,hgb,platt,4,136,0.4798285437972652,0.35294117647058826
Helpdesk,duration,B_intake_g,hgb,platt,5,122,0.4928500856692935,0.4016393442622951
Helpdesk,duration,B_intake_g,hgb,platt,6,153,0.506218153979758,0.39869281045751637
Helpdesk,duration,B_intake_g,hgb,platt,7,137,0.5466419338939505,0.48175182481751827
Helpdesk,duration,B_intake_g,hgb,platt,8,140,0.6204190622629733,0.6714285714285714
Helpdesk,duration,B_intake_g,hgb,platt,9,138,0.6798673338455236,0.6884057971014492
Helpdesk,duration,B_intake_g,hgb,isotonic,0,120,0.37314699950693864,0.35833333333333334
Helpdesk,duration,B_intake_g,hgb,isotonic,2,242,0.3838236376028665,0.3884297520661157
Helpdesk,duration,B_intake_g,hgb,isotonic,3,177,0.39609410348888774,0.3220338983050847
Helpdesk,duration,B_intake_g,hgb,isotonic,4,140,0.42002158339763757,0.4357142857142857
Helpdesk,duration,B_intake_g,hgb,isotonic,5,144,0.4486350194603043,0.4444444444444444
Helpdesk,duration,B_intake_g,hgb,isotonic,6,136,0.4771030593106572,0.375
Helpdesk,duration,B_intake_g,hgb,isotonic,7,139,0.567828966177306,0.5035971223021583
Helpdesk,duration,B_intake_g,hgb,isotonic,8,138,0.7068444741386826,0.644927536231884
Helpdesk,duration,B_intake_g,hgb,isotonic,9,138,0.801525444604956,0.6594202898550725
Sepsis,duration,B_half,logit,raw,0,3,0.01397500255230937,0.0
Sepsis,duration,B_half,logit,raw,1,60,0.022617893707889945,0.0
Sepsis,duration,B_half,logit,raw,2,32,0.2309664851800911,0.34375
Sepsis,duration,B_half,logit,raw,3,27,0.49239351099028256,0.48148148148148145
Sepsis,duration,B_half,logit,raw,4,35,0.5729877026190968,0.4
Sepsis,duration,B_half,logit,raw,5,25,0.6250165640919549,0.56
Sepsis,duration,B_half,logit,raw,6,32,0.6677963801226339,0.59375
Sepsis,duration,B_half,logit,raw,7,38,0.7106660942307602,0.6052631578947368
Sepsis,duration,B_half,logit,raw,8,31,0.7478788982246736,0.6129032258064516
Sepsis,duration,B_half,logit,raw,9,32,0.8224368671283463,0.84375
Sepsis,duration,B_half,logit,platt,0,3,0.024096887397525565,0.0
Sepsis,duration,B_half,logit,platt,1,60,0.038645789303209895,0.0
Sepsis,duration,B_half,logit,platt,2,31,0.2617483386281874,0.3225806451612903
Sepsis,duration,B_half,logit,platt,3,32,0.5148017792534584,0.53125
Sepsis,duration,B_half,logit,platt,4,31,0.5884795563368499,0.3548387096774194
Sepsis,duration,B_half,logit,platt,5,28,0.6342231457419466,0.5357142857142857
Sepsis,duration,B_half,logit,platt,6,34,0.6731912212600825,0.6470588235294118
Sepsis,duration,B_half,logit,platt,7,23,0.7021882821404554,0.6086956521739131
Sepsis,duration,B_half,logit,platt,8,39,0.7312006453890765,0.6410256410256411
Sepsis,duration,B_half,logit,platt,9,34,0.7949133140358547,0.7647058823529411
Sepsis,duration,B_half,logit,isotonic,1,60,0.0,0.0
Sepsis,duration,B_half,logit,isotonic,2,33,0.23948291904857194,0.30303030303030304
Sepsis,duration,B_half,logit,isotonic,3,33,0.5576957431099956,0.48484848484848486
Sepsis,duration,B_half,logit,isotonic,4,15,0.6132374335584349,0.4
Sepsis,duration,B_half,logit,isotonic,5,47,0.6511712408839184,0.5319148936170213
Sepsis,duration,B_half,logit,isotonic,6,3,0.6847431240269849,0.6666666666666666
Sepsis,duration,B_half,logit,isotonic,9,124,0.7185778178490937,0.6532258064516129
Sepsis,duration,B_half,hgb,raw,0,5,8.727317459363708e-05,0.0
Sepsis,duration,B_half,hgb,raw,1,58,0.0003782565080404127,0.0
Sepsis,duration,B_half,hgb,raw,2,32,0.05769724700076814,0.25
Sepsis,duration,B_half,hgb,raw,3,31,0.22920702780214444,0.6774193548387096
Sepsis,duration,B_half,hgb,raw,4,31,0.520695986656523,0.5806451612903226
Sepsis,duration,B_half,hgb,raw,5,21,0.5861760473713742,0.5238095238095238
Sepsis,duration,B_half,hgb,raw,6,39,0.6885773784288141,0.38461538461538464
Sepsis,duration,B_half,hgb,raw,7,32,0.7798557384673426,0.5625
Sepsis,duration,B_half,hgb,raw,8,32,0.8550012193057639,0.71875
Sepsis,duration,B_half,hgb,raw,9,34,0.9189872110990036,0.7647058823529411
Sepsis,duration,B_half,hgb,platt,0,24,0.05317935711268592,0.0
Sepsis,duration,B_half,hgb,platt,1,39,0.10122689896033155,0.0
Sepsis,duration,B_half,hgb,platt,2,32,0.32541792368526135,0.375
Sepsis,duration,B_half,hgb,platt,3,31,0.5512050017180607,0.3870967741935484
Sepsis,duration,B_half,hgb,platt,4,24,0.6089336013137266,0.625
Sepsis,duration,B_half,hgb,platt,5,35,0.6252014430833551,0.5142857142857142
Sepsis,duration,B_half,hgb,platt,6,35,0.6422269962281157,0.4857142857142857
Sepsis,duration,B_half,hgb,platt,7,31,0.6732202986293818,0.6774193548387096
Sepsis,duration,B_half,hgb,platt,8,32,0.698507693151114,0.59375
Sepsis,duration,B_half,hgb,platt,9,32,0.7600458144945466,0.8125
Sepsis,duration,B_half,hgb,isotonic,0,4,0.002425171354918792,0.0
Sepsis,duration,B_half,hgb,isotonic,1,59,0.027323617646849388,0.0
Sepsis,duration,B_half,hgb,isotonic,2,32,0.3142393263869796,0.3125
Sepsis,duration,B_half,hgb,isotonic,3,29,0.5817971152425312,0.4827586206896552
Sepsis,duration,B_half,hgb,isotonic,4,28,0.6207918815592893,0.6071428571428571
Sepsis,duration,B_half,hgb,isotonic,5,36,0.6431950570294013,0.3611111111111111
Sepsis,duration,B_half,hgb,isotonic,6,26,0.663788128642547,0.6538461538461539
Sepsis,duration,B_half,hgb,isotonic,7,38,0.6848985047023223,0.5526315789473685
Sepsis,duration,B_half,hgb,isotonic,9,63,0.7355001259763163,0.7619047619047619
Sepsis,duration,B_intake,logit,raw,0,32,0.009322111527019495,0.0
Sepsis,duration,B_intake,logit,raw,1,31,0.02285792621935958,0.0
Sepsis,duration,B_intake,logit,raw,2,32,0.1731163219772469,0.34375
Sepsis,duration,B_intake,logit,raw,3,31,0.4103681978015312,0.5161290322580645
Sepsis,duration,B_intake,logit,raw,4,31,0.5305247999869857,0.3548387096774194
Sepsis,duration,B_intake,logit,raw,5,32,0.6201702607291406,0.46875
Sepsis,duration,B_intake,logit,raw,6,31,0.6950745066719703,0.7419354838709677
Sepsis,duration,B_intake,logit,raw,7,32,0.7487908291998033,0.59375
Sepsis,duration,B_intake,logit,raw,8,31,0.8052098940990376,0.6129032258064516
Sepsis,duration,B_intake,logit,raw,9,32,0.8991809181088082,0.8125
Sepsis,duration,B_intake,logit,platt,0,32,0.021161995664749793,0.0
Sepsis,duration,B_intake,logit,platt,1,31,0.046273611220993244,0.0
Sepsis,duration,B_intake,logit,platt,2,32,0.22239241265517176,0.34375
Sepsis,duration,B_intake,logit,platt,3,31,0.4504494856256549,0.4838709677419355
Sepsis,duration,B_intake,logit,platt,4,31,0.5473574415179742,0.3548387096774194
Sepsis,duration,B_intake,logit,platt,5,31,0.6226982617831651,0.5161290322580645
Sepsis,duration,B_intake,logit,platt,6,32,0.6808979542924483,0.75
Sepsis,duration,B_intake,logit,platt,7,32,0.7321999250191785,0.59375
Sepsis,duration,B_intake,logit,platt,8,31,0.7810362616215119,0.5806451612903226
Sepsis,duration,B_intake,logit,platt,9,32,0.8735201651550598,0.8125
Sepsis,duration,B_intake,logit,isotonic,2,95,0.07083944826347599,0.1368421052631579
Sepsis,duration,B_intake,logit,isotonic,3,30,0.4994902771460609,0.4
Sepsis,duration,B_intake,logit,isotonic,4,32,0.5743283920497515,0.375
Sepsis,duration,B_intake,logit,isotonic,5,30,0.6187646002194378,0.5666666666666667
Sepsis,duration,B_intake,logit,isotonic,6,31,0.652477353382283,0.6774193548387096
Sepsis,duration,B_intake,logit,isotonic,7,34,0.7163870648865297,0.5882352941176471
Sepsis,duration,B_intake,logit,isotonic,8,31,0.7900627196043832,0.6129032258064516
Sepsis,duration,B_intake,logit,isotonic,9,32,0.8940755817304764,0.8125
Sepsis,duration,B_intake,hgb,raw,0,32,4.253733346395115e-05,0.0
Sepsis,duration,B_intake,hgb,raw,1,30,0.00031969061033202474,0.0
Sepsis,duration,B_intake,hgb,raw,2,33,0.03591067154454421,0.36363636363636365
Sepsis,duration,B_intake,hgb,raw,3,31,0.23449740509000544,0.3870967741935484
Sepsis,duration,B_intake,hgb,raw,4,31,0.4594841572405834,0.6129032258064516
Sepsis,duration,B_intake,hgb,raw,5,32,0.6942240143451367,0.46875
Sepsis,duration,B_intake,hgb,raw,6,31,0.8248120017730504,0.6451612903225806
Sepsis,duration,B_intake,hgb,raw,7,32,0.9339202477267255,0.625
Sepsis,duration,B_intake,hgb,raw,8,30,0.9749550636085448,0.6
Sepsis,duration,B_intake,hgb,raw,9,33,0.9939071834432088,0.7272727272727273
Sepsis,duration,B_intake,hgb,platt,0,31,0.07907347692515695,0.0
Sepsis,duration,B_intake,hgb,platt,1,32,0.11430148116040516,0.03125
Sepsis,duration,B_intake,hgb,platt,2,31,0.2978664273334137,0.25806451612903225
Sepsis,duration,B_intake,hgb,platt,3,32,0.49153697844409444,0.5625
Sepsis,duration,B_intake,hgb,platt,4,31,0.5693899722418765,0.6129032258064516
Sepsis,duration,B_intake,hgb,platt,5,32,0.6098198237221277,0.59375
Sepsis,duration,B_intake,hgb,platt,6,31,0.6491858418726241,0.41935483870967744
Sepsis,duration,B_intake,hgb,platt,7,31,0.6986347796739975,0.6451612903225806
Sepsis,duration,B_intake,hgb,platt,8,30,0.7424325906232953,0.5666666666666667
Sepsis,duration,B_intake,hgb,platt,9,34,0.8214197211777575,0.7352941176470589
Sepsis,duration,B_intake,hgb,isotonic,0,1,0.0,0.0
Sepsis,duration,B_intake,hgb,isotonic,1,61,0.01800347199403032,0.01639344262295082
Sepsis,duration,B_intake,hgb,isotonic,2,33,0.30558538026327453,0.3333333333333333
Sepsis,duration,B_intake,hgb,isotonic,3,29,0.5429500006488058,0.3793103448275862
Sepsis,duration,B_intake,hgb,isotonic,4,32,0.5952505789441449,0.5625
Sepsis,duration,B_intake,hgb,isotonic,5,33,0.6355356872472826,0.696969696969697
Sepsis,duration,B_intake,hgb,isotonic,6,29,0.6691196696811318,0.5517241379310345
Sepsis,duration,B_intake,hgb,isotonic,7,26,0.7000290881804472,0.5384615384615384
Sepsis,duration,B_intake,hgb,isotonic,8,38,0.737790787474462,0.5526315789473685
Sepsis,duration,B_intake,hgb,isotonic,9,33,0.8211877941773311,0.7575757575757576
Sepsis,duration,B_intake_g,logit,raw,0,32,0.009421348590569707,0.0
Sepsis,duration,B_intake_g,logit,raw,1,31,0.022259329799618865,0.0
Sepsis,duration,B_intake_g,logit,raw,2,32,0.1744407656543862,0.34375
Sepsis,duration,B_intake_g,logit,raw,3,31,0.4146117172626525,0.5483870967741935
Sepsis,duration,B_intake_g,logit,raw,4,30,0.5283181304376515,0.26666666666666666
Sepsis,duration,B_intake_g,logit,raw,5,33,0.6172572935976754,0.48484848484848486
Sepsis,duration,B_intake_g,logit,raw,6,30,0.6922633368178227,0.8
Sepsis,duration,B_intake_g,logit,raw,7,33,0.7463082327502679,0.5454545454545454
Sepsis,duration,B_intake_g,logit,raw,8,31,0.8068512291472777,0.6451612903225806
Sepsis,duration,B_intake_g,logit,raw,9,32,0.9065977200879702,0.8125
Sepsis,duration,B_intake_g,logit,platt,0,32,0.0215537387821285,0.0
Sepsis,duration,B_intake_g,logit,platt,1,31,0.04559180145495323,0.0
Sepsis,duration,B_intake_g,logit,platt,2,32,0.2229262681152801,0.34375
Sepsis,duration,B_intake_g,logit,platt,3,31,0.4531901047903072,0.4838709677419355
Sepsis,duration,B_intake_g,logit,platt,4,31,0.5469516793858588,0.3870967741935484
Sepsis,duration,B_intake_g,logit,platt,5,32,0.62179165041744,0.46875
Sepsis,duration,B_intake_g,logit,platt,6,31,0.6801694544512684,0.7741935483870968
Sepsis,duration,B_intake_g,logit,platt,7,32,0.7312872018908179,0.5625
Sepsis,duration,B_intake_g,logit,platt,8,31,0.7819131548299394,0.6129032258064516
Sepsis,duration,B_intake_g,logit,platt,9,32,0.8779322554335364,0.8125
Sepsis,duration,B_intake_g,logit,isotonic,2,95,0.0698859062049208,0.12631578947368421
Sepsis,duration,B_intake_g,logit,isotonic,3,29,0.5009787437249421,0.3793103448275862
Sepsis,duration,B_intake_g,logit,isotonic,4,33,0.5649528702431925,0.45454545454545453
Sepsis,duration,B_intake_g,logit,isotonic,5,32,0.6117440645321442,0.5625
Sepsis,duration,B_intake_g,logit,isotonic,6,31,0.6573226336297904,0.6451612903225806
Sepsis,duration,B_intake_g,logit,isotonic,7,32,0.7188566868178687,0.5625
Sepsis,duration,B_intake_g,logit,isotonic,8,30,0.7880297227249601,0.6666666666666666
Sepsis,duration,B_intake_g,logit,isotonic,9,33,0.9056648926276969,0.7878787878787878
Sepsis,duration,B_intake_g,hgb,raw,0,30,3.445648309085619e-05,0.0
Sepsis,duration,B_intake_g,hgb,raw,1,33,0.0006021787824100498,0.0
Sepsis,duration,B_intake_g,hgb,raw,2,32,0.04130792860313311,0.3125
Sepsis,duration,B_intake_g,hgb,raw,3,31,0.23429572425319148,0.4838709677419355
Sepsis,duration,B_intake_g,hgb,raw,4,31,0.47941484551457114,0.5483870967741935
Sepsis,duration,B_intake_g,hgb,raw,5,32,0.7310741923927289,0.5
Sepsis,duration,B_intake_g,hgb,raw,6,31,0.8464214391608922,0.7096774193548387
Sepsis,duration,B_intake_g,hgb,raw,7,32,0.936585145414595,0.53125
Sepsis,duration,B_intake_g,hgb,raw,8,31,0.979741777026867,0.7096774193548387
Sepsis,duration,B_intake_g,hgb,raw,9,32,0.9955921392292355,0.65625
Sepsis,duration,B_intake_g,hgb,platt,0,31,0.08114692429098114,0.0
Sepsis,duration,B_intake_g,hgb,platt,1,32,0.12359999383362466,0.03125
Sepsis,duration,B_intake_g,hgb,platt,2,32,0.30312337385357446,0.28125
Sepsis,duration,B_intake_g,hgb,platt,3,31,0.49732944030199316,0.5806451612903226
Sepsis,duration,B_intake_g,hgb,platt,4,31,0.561950502521112,0.5483870967741935
Sepsis,duration,B_intake_g,hgb,platt,5,32,0.602385579547293,0.5
Sepsis,duration,B_intake_g,hgb,platt,6,31,0.6392715404993745,0.5483870967741935
Sepsis,duration,B_intake_g,hgb,platt,7,32,0.6841697311282913,0.625
Sepsis,duration,B_intake_g,hgb,platt,8,31,0.741091595363128,0.6129032258064516
Sepsis,duration,B_intake_g,hgb,platt,9,32,0.824946476197902,0.71875
Sepsis,duration,B_intake_g,hgb,isotonic,0,1,0.0003493853571850526,0.0
Sepsis,duration,B_intake_g,hgb,isotonic,1,62,0.022118779732629802,0.016129032258064516
Sepsis,duration,B_intake_g,hgb,isotonic,2,31,0.2740080133794082,0.3225806451612903
Sepsis,duration,B_intake_g,hgb,isotonic,3,32,0.5465848047797335,0.5
Sepsis,duration,B_intake_g,hgb,isotonic,4,31,0.5979773526109141,0.5161290322580645
Sepsis,duration,B_intake_g,hgb,isotonic,5,32,0.6223710201702916,0.59375
Sepsis,duration,B_intake_g,hgb,isotonic,6,30,0.659899526537774,0.5666666666666667
Sepsis,duration,B_intake_g,hgb,isotonic,7,33,0.6789046259079533,0.48484848484848486
Sepsis,duration,B_intake_g,hgb,isotonic,8,31,0.7295646928500739,0.6774193548387096
Sepsis,duration,B_intake_g,hgb,isotonic,9,32,0.8367964496829514,0.75
UCI498,handover,B_half,logit,raw,0,743,0.13023582408005546,0.2503364737550471
UCI498,handover,B_half,logit,raw,1,694,0.22140449633707274,0.3804034582132565
UCI498,handover,B_half,logit,raw,2,763,0.25679544807721116,0.44823066841415465
UCI498,handover,B_half,logit,raw,3,730,0.28725575381327195,0.4328767123287671
UCI498,handover,B_half,logit,raw,4,703,0.3192321176964115,0.4096728307254623
UCI498,handover,B_half,logit,raw,5,164,0.3382428431997318,0.42073170731707316
UCI498,handover,B_half,logit,raw,6,1415,0.34536437962330757,0.4480565371024735
UCI498,handover,B_half,logit,raw,7,698,0.3927994640704585,0.46131805157593125
UCI498,handover,B_half,logit,raw,8,763,0.4513375883871858,0.45609436435124506
UCI498,handover,B_half,logit,raw,9,803,0.5491826827236237,0.46077210460772106
UCI498,handover,B_half,logit,platt,0,748,0.2526303296052371,0.23128342245989306
UCI498,handover,B_half,logit,platt,1,745,0.3032930945328728,0.3959731543624161
UCI498,handover,B_half,logit,platt,2,748,0.3167521614565206,0.45187165775401067
UCI498,handover,B_half,logit,platt,3,621,0.3271906896793029,0.4557165861513688
UCI498,handover,B_half,logit,platt,4,779,0.3365180040455969,0.3992297817715019
UCI498,handover,B_half,logit,platt,6,1592,0.3459646138133038,0.457286432160804
UCI498,handover,B_half,logit,platt,7,743,0.3619863708195181,0.44414535666218036
UCI498,handover,B_half,logit,platt,8,747,0.37854045199728953,0.43373493975903615
UCI498,handover,B_half,logit,platt,9,753,0.4137569086872603,0.47410358565737054
UCI498,handover,B_half,logit,isotonic,0,548,0.16092682519733564,0.21350364963503649
UCI498,handover,B_half,logit,isotonic,1,383,0.31446532178583325,0.3394255874673629
UCI498,handover,B_half,logit,isotonic,3,1570,0.3277864804950245,0.4152866242038217
UCI498,handover,B_half,logit,isotonic,4,1212,0.33673914997124543,0.43234323432343236
UCI498,handover,B_half,logit,isotonic,5,151,0.3453481925253827,0.48344370860927155
UCI498,handover,B_half,logit,isotonic,6,1220,0.3461945376978439,0.4524590163934426
UCI498,handover,B_half,logit,isotonic,7,888,0.35095593909348605,0.4436936936936937
UCI498,handover,B_half,logit,isotonic,8,429,0.365878467872787,0.4592074592074592
UCI498,handover,B_half,logit,isotonic,9,1075,0.39754526860351097,0.46511627906976744
UCI498,handover,B_half,hgb,raw,0,737,0.2352227181812814,0.2971506105834464
UCI498,handover,B_half,hgb,raw,1,716,0.2825398728080197,0.38268156424581007
UCI498,handover,B_half,hgb,raw,2,589,0.306072123372034,0.4091680814940577
UCI498,handover,B_half,hgb,raw,4,1637,0.3285639282943268,0.4184483811850947
UCI498,handover,B_half,hgb,raw,5,505,0.34739677729587287,0.4316831683168317
UCI498,handover,B_half,hgb,raw,7,1735,0.36381053386741574,0.45821325648414984
UCI498,handover,B_half,hgb,raw,8,701,0.3808075363257903,0.4450784593437946
UCI498,handover,B_half,hgb,raw,9,856,0.41007893417799557,0.4614485981308411
UCI498,handover,B_half,hgb,platt,0,747,0.2698090475395212,0.29049531459170014
UCI498,handover,B_half,hgb,platt,1,748,0.31714478034543553,0.38636363636363635
UCI498,handover,B_half,hgb,platt,2,91,0.32864378577771,0.37362637362637363
UCI498,handover,B_half,hgb,platt,3,1247,0.3317955214942104,0.39855653568564553
UCI498,handover,B_half,hgb,platt,4,904,0.3398625707215694,0.459070796460177
UCI498,handover,B_half,hgb,platt,5,574,0.34796195459733265,0.43031358885017423
UCI498,handover,B_half,hgb,platt,7,1662,0.35318195491931587,0.4470517448856799
UCI498,handover,B_half,hgb,platt,8,754,0.36529207371082417,0.4535809018567639
UCI498,handover,B_half,hgb,platt,9,749,0.39593718175961523,0.4739652870493992
UCI498,handover,B_half,hgb,isotonic,0,730,0.2698406966134735,0.29863013698630136
UCI498,handover,B_half,hgb,isotonic,1,660,0.3162712887586635,0.40606060606060607
UCI498,handover,B_half,hgb,isotonic,2,825,0.3319086233728548,0.39151515151515154
UCI498,handover,B_half,hgb,isotonic,3,55,0.34010513572275597,0.4
UCI498,handover,B_half,hgb,isotonic,4,1213,0.3416458757217291,0.40725474031327286
UCI498,handover,B_half,hgb,isotonic,5,964,0.3480530470036516,0.4263485477178423
UCI498,handover,B_half,hgb,isotonic,6,147,0.35177421175290086,0.46258503401360546
UCI498,handover,B_half,hgb,isotonic,7,1273,0.3543617067468229,0.45326001571091906
UCI498,handover,B_half,hgb,isotonic,8,811,0.35939543456661804,0.4845869297163995
UCI498,handover,B_half,hgb,isotonic,9,798,0.3904789816280945,0.4573934837092732
UCI498,handover,B_intake,logit,raw,0,748,0.03167821138156251,0.07219251336898395
UCI498,handover,B_intake,logit,raw,1,747,0.08211222599455044,0.14056224899598393
UCI498,handover,B_intake,logit,raw,2,748,0.12631491912387738,0.13770053475935828
UCI498,handover,B_intake,logit,raw,3,747,0.21178353446775283,0.19544846050870146
UCI498,handover,B_intake,logit,raw,4,746,0.3415340176475921,0.44235924932975873
UCI498,handover,B_intake,logit,raw,5,750,0.4341157757190748,0.5213333333333333
UCI498,handover,B_intake,logit,raw,6,691,0.5010211975482481,0.5296671490593343
UCI498,handover,B_intake,logit,raw,7,803,0.5677477284490573,0.5454545454545454
UCI498,handover,B_intake,logit,raw,8,748,0.6923084790926989,0.6911764705882353
UCI498,handover,B_intake,logit,raw,9,748,0.8702532875703592,0.9211229946524064
UCI498,handover,B_intake,logit,platt,0,747,0.08796863814614389,0.06559571619812583
UCI498,handover,B_intake,logit,platt,1,748,0.15323690032368945,0.14171122994652408
UCI498,handover,B_intake,logit,platt,2,748,0.1937402196506977,0.14304812834224598
UCI498,handover,B_intake,logit,platt,3,747,0.2629104902904027,0.1753681392235609
UCI498,handover,B_intake,logit,platt,4,748,0.3816410157153856,0.4358288770053476
UCI498,handover,B_intake,logit,platt,5,748,0.4425833467661761,0.5240641711229946
UCI498,handover,B_intake,logit,platt,6,747,0.48750846931736674,0.5448460508701473
UCI498,handover,B_intake,logit,platt,7,747,0.5298559812950578,0.535475234270415
UCI498,handover,B_intake,logit,platt,8,748,0.6197396195934444,0.7005347593582888
UCI498,handover,B_intake,logit,platt,9,748,0.78725355496018,0.9318181818181818
UCI498,handover,B_intake,logit,isotonic,0,706,0.09597069320831529,0.06940509915014165
UCI498,handover,B_intake,logit,isotonic,1,751,0.14624319158367197,0.13581890812250333
UCI498,handover,B_intake,logit,isotonic,2,756,0.15599701254691634,0.12566137566137567
UCI498,handover,B_intake,logit,isotonic,3,774,0.21244423316399683,0.19509043927648578
UCI498,handover,B_intake,logit,isotonic,4,748,0.3753532639857797,0.42914438502673796
UCI498,handover,B_intake,logit,isotonic,5,738,0.44861225976502545,0.524390243902439
UCI498,handover,B_intake,logit,isotonic,6,656,0.4929591078644224,0.5442073170731707
UCI498,handover,B_intake,logit,isotonic,7,850,0.5456977548817915,0.5341176470588235
UCI498,handover,B_intake,logit,isotonic,8,744,0.677487561888352,0.7002688172043011
UCI498,handover,B_intake,logit,isotonic,9,753,0.8690735270783722,0.9322709163346613
UCI498,handover,B_intake,hgb,raw,0,748,0.0517168966001364,0.07352941176470588
UCI498,handover,B_intake,hgb,raw,1,746,0.09734221330870323,0.128686327077748
UCI498,handover,B_intake,hgb,raw,2,741,0.1309055377110279,0.1484480431848853
UCI498,handover,B_intake,hgb,raw,3,751,0.1825061744932441,0.1744340878828229
UCI498,handover,B_intake,hgb,raw,4,506,0.3414043552674014,0.3577075098814229
UCI498,handover,B_intake,hgb,raw,5,924,0.40807120970410116,0.48484848484848486
UCI498,handover,B_intake,hgb,raw,6,814,0.4646646378076333,0.5319410319410319
UCI498,handover,B_intake,hgb,raw,7,742,0.4963947126173471,0.5336927223719676
UCI498,handover,B_intake,hgb,raw,8,729,0.691363970641548,0.7448559670781894
UCI498,handover,B_intake,hgb,raw,9,775,0.9267472240422144,0.9625806451612903
UCI498,handover,B_intake,hgb,platt,0,748,0.08635498149977884,0.08422459893048129
UCI498,handover,B_intake,hgb,platt,1,747,0.12995481460877015,0.10040160642570281
UCI498,handover,B_intake,hgb,platt,2,747,0.16184270165836445,0.1499330655957162
UCI498,handover,B_intake,hgb,platt,3,748,0.20433260141134887,0.19385026737967914
UCI498,handover,B_intake,hgb,platt,4,735,0.3767540354404231,0.4122448979591837
UCI498,handover,B_intake,hgb,platt,5,754,0.4229772817083452,0.4880636604774536
UCI498,handover,B_intake,hgb,platt,6,743,0.43761170046892833,0.506056527590848
UCI498,handover,B_intake,hgb,platt,7,758,0.46437312152441024,0.5527704485488126
UCI498,handover,B_intake,hgb,platt,8,745,0.6715781251245433,0.7557046979865771
UCI498,handover,B_intake,hgb,platt,9,751,0.8915853359979509,0.952063914780293
UCI498,handover,B_intake,hgb,isotonic,0,736,0.08252903588342064,0.08423913043478261
UCI498,handover,B_intake,hgb,isotonic,1,759,0.12659163743433416,0.09486166007905138
UCI498,handover,B_intake,hgb,isotonic,2,467,0.1617059802935702,0.16916488222698073
UCI498,handover,B_intake,hgb,isotonic,3,1028,0.18654111323001235,0.17898832684824903
UCI498,handover,B_intake,hgb,isotonic,4,348,0.33941387957330094,0.3505747126436782
UCI498,handover,B_intake,hgb,isotonic,5,1018,0.4245274784500213,0.45088408644400785
UCI498,handover,B_intake,hgb,isotonic,6,849,0.44471939655340975,0.5347467608951708
UCI498,handover,B_intake,hgb,isotonic,7,681,0.4544234407289803,0.540381791483113
UCI498,handover,B_intake,hgb,isotonic,8,643,0.588526926982555,0.6780715396578538
UCI498,handover,B_intake,hgb,isotonic,9,947,0.8991075956542611,0.9535374868004224
UCI498,handover,B_intake_g,logit,raw,0,748,0.027903065145896983,0.04411764705882353
UCI498,handover,B_intake_g,logit,raw,1,747,0.06054140803130064,0.0642570281124498
UCI498,handover,B_intake_g,logit,raw,2,748,0.08472371115566556,0.08021390374331551
