term,order,share,variance,log,target,metric,total_variance
family x encoding x quality_level,3,0.03030462418908175,0.0003352527554818883,Helpdesk,duration,logloss_skill,0.011062759049250123
family x encoding x rung,3,0.07217451562241305,0.0007984492758270944,Helpdesk,duration,logloss_skill,0.011062759049250123
family x encoding x split,3,0.01176955504466272,0.00013020375157598996,Helpdesk,duration,logloss_skill,0.011062759049250123
family x quality_level x rung,3,0.011851678519433003,0.00013111226378966076,Helpdesk,duration,logloss_skill,0.011062759049250123
family x quality_level x split,3,0.003310463979110097,3.662286534211679e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
family x rung x split,3,0.010078781372472681,0.00011149912983373573,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding x quality_level x rung,3,0.014664175283151268,0.00016222623781347168,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding x quality_level x split,3,0.004235465949849383,4.6855939264487034e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding x rung x split,3,0.02729126677975196,0.00030191670853320026,Helpdesk,duration,logloss_skill,0.011062759049250123
quality_level x rung x split,3,0.002411081092764187,2.667320917745289e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
family x encoding x quality_level x rung,4,0.014719956008664306,0.00016284332653941478,Helpdesk,duration,logloss_skill,0.011062759049250123
family x encoding x quality_level x split,4,0.004582834425394722,5.069879301075045e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
family x encoding x rung x split,4,0.027700936347257107,0.0003064487842483202,Helpdesk,duration,logloss_skill,0.011062759049250123
family x quality_level x rung x split,4,0.0023968885772684416,2.6516200798220707e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
encoding x quality_level x rung x split,4,0.004251795927288313,4.7036593870173607e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
family x encoding x quality_level x rung x split,5,0.004309788114241792,4.767814746117901e-05,Helpdesk,duration,logloss_skill,0.011062759049250123
family,1,0.2407959840815031,0.01320195853465111,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding,1,0.1129864866795052,0.006194633676340116,Helpdesk,duration,nagelkerke,0.05482632355771595
quality_level,1,0.045844316598526204,0.0025134753351131658,Helpdesk,duration,nagelkerke,0.05482632355771595
rung,1,0.024917716672109073,0.0013661467965845452,Helpdesk,duration,nagelkerke,0.05482632355771595
split,1,0.004431347364789502,0.00024295448441858118,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding,2,0.07267954862864509,0.0039847524491428464,Helpdesk,duration,nagelkerke,0.05482632355771595
family x quality_level,2,0.037178037459425446,0.0020383351109913433,Helpdesk,duration,nagelkerke,0.05482632355771595
family x rung,2,0.024707403567790113,0.0013546161022787262,Helpdesk,duration,nagelkerke,0.05482632355771595
family x split,2,0.005599367967967335,0.0003069927599304876,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding x quality_level,2,0.05264235117993994,0.0028861865786302975,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding x rung,2,0.06977541337289428,0.0038255293899556826,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding x split,2,0.007146744070584056,0.0003918297027980294,Helpdesk,duration,nagelkerke,0.05482632355771595
quality_level x rung,2,0.011498328611415375,0.0006304110848224021,Helpdesk,duration,nagelkerke,0.05482632355771595
quality_level x split,2,0.003721528290381567,0.00020403771417765328,Helpdesk,duration,nagelkerke,0.05482632355771595
rung x split,2,0.0127609411167241,0.0006996354865664767,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding x quality_level,3,0.03822804877740008,0.0020959033712498847,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding x rung,3,0.07115163224180521,0.003900982410948827,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding x split,3,0.009879955015065795,0.0005416816103916757,Helpdesk,duration,nagelkerke,0.05482632355771595
family x quality_level x rung,3,0.01146486688408148,0.000628576501332794,Helpdesk,duration,nagelkerke,0.05482632355771595
family x quality_level x split,3,0.00347980499369434,0.0001907849145020416,Helpdesk,duration,nagelkerke,0.05482632355771595
family x rung x split,3,0.01223356466099863,0.0006707213743681505,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding x quality_level x rung,3,0.015598445898276877,0.0008552054418164553,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding x quality_level x split,3,0.005605677035419911,0.00030733866290399,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding x rung x split,3,0.032863263980889255,0.0018017719441788668,Helpdesk,duration,nagelkerke,0.05482632355771595
quality_level x rung x split,3,0.0032656671352463877,0.0001790445229888178,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding x quality_level x rung,4,0.015751564513395145,0.0008636003725516389,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding x quality_level x split,4,0.0057771279692402314,0.00031673868727589543,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding x rung x split,4,0.03326989903075334,0.0018240662489926232,Helpdesk,duration,nagelkerke,0.05482632355771595
family x quality_level x rung x split,4,0.0032543710385950875,0.00017842519953887437,Helpdesk,duration,nagelkerke,0.05482632355771595
encoding x quality_level x rung x split,4,0.005704816248219682,0.0003127741014622075,Helpdesk,duration,nagelkerke,0.05482632355771595
family x encoding x quality_level x rung x split,5,0.005785778914718124,0.00031721298681174656,Helpdesk,duration,nagelkerke,0.05482632355771595
family,1,0.054595726513502627,2.0662208552237142e-05,UCI498,duration,ap,0.0003784583496132607
encoding,1,0.07215187118559092,2.730647809040732e-05,UCI498,duration,ap,0.0003784583496132607
quality_level,1,0.0037195779570298486,1.4077053348753803e-06,UCI498,duration,ap,0.0003784583496132607
rung,1,0.3463526544217867,0.0001310800539766414,UCI498,duration,ap,0.0003784583496132607
split,1,0.0057854420380732555,2.1895488455123834e-06,UCI498,duration,ap,0.0003784583496132607
family x encoding,2,0.019139695581221975,7.243577601769487e-06,UCI498,duration,ap,0.0003784583496132607
family x quality_level,2,0.006338415258755507,2.3988261779921176e-06,UCI498,duration,ap,0.0003784583496132607
family x rung,2,0.011161559559761412,4.224185410097417e-06,UCI498,duration,ap,0.0003784583496132607
family x split,2,0.0011755419139834974,4.448936526674081e-07,UCI498,duration,ap,0.0003784583496132607
encoding x quality_level,2,0.006957446471463582,2.633103709112711e-06,UCI498,duration,ap,0.0003784583496132607
encoding x rung,2,0.10548360868840839,3.992115245546604e-05,UCI498,duration,ap,0.0003784583496132607
encoding x split,2,0.01270810881730338,4.8094898897023635e-06,UCI498,duration,ap,0.0003784583496132607
quality_level x rung,2,0.01114097155813463,4.216393708979909e-06,UCI498,duration,ap,0.0003784583496132607
quality_level x split,2,0.01715218714566476,6.49138843940607e-06,UCI498,duration,ap,0.0003784583496132607
rung x split,2,0.01227153422541393,4.644264590172799e-06,UCI498,duration,ap,0.0003784583496132607
family x encoding x quality_level,3,0.005274073820798801,1.9960172739580183e-06,UCI498,duration,ap,0.0003784583496132607
family x encoding x rung,3,0.1320129485137891,4.9961402622108984e-05,UCI498,duration,ap,0.0003784583496132607
family x encoding x split,3,0.03569306770711778,1.3508339497070166e-05,UCI498,duration,ap,0.0003784583496132607
family x quality_level x rung,3,0.012313767184303574,4.660248006093459e-06,UCI498,duration,ap,0.0003784583496132607
family x quality_level x split,3,0.005532551497389718,2.093840308852487e-06,UCI498,duration,ap,0.0003784583496132607
family x rung x split,3,0.010723021592912486,4.058217054921017e-06,UCI498,duration,ap,0.0003784583496132607
encoding x quality_level x rung,3,0.0066482897804762435,2.5161007780697464e-06,UCI498,duration,ap,0.0003784583496132607
encoding x quality_level x split,3,0.005334771808055708,2.0189889340401137e-06,UCI498,duration,ap,0.0003784583496132607
encoding x rung x split,3,0.04098767972904205,1.5512129624730153e-05,UCI498,duration,ap,0.0003784583496132607
quality_level x rung x split,3,0.007725006596303372,2.9235932471885263e-06,UCI498,duration,ap,0.0003784583496132607
family x encoding x quality_level x rung,4,0.013905258753775972,5.2625612788994005e-06,UCI498,duration,ap,0.0003784583496132607
family x encoding x quality_level x split,4,0.003183892176957022,1.2049705786377263e-06,UCI498,duration,ap,0.0003784583496132607
family x encoding x rung x split,4,0.01739001705778702,6.581397155436526e-06,UCI498,duration,ap,0.0003784583496132607
family x quality_level x rung x split,4,0.004546476938772687,1.7206521588026607e-06,UCI498,duration,ap,0.0003784583496132607
encoding x quality_level x rung x split,4,0.005197777222576755,1.9671421893137967e-06,UCI498,duration,ap,0.0003784583496132607
family x encoding x quality_level x rung x split,5,0.00739705828384724,2.7994784700979247e-06,UCI498,duration,ap,0.0003784583496132607
family,1,0.05524327577549532,3.465523940255423e-05,UCI498,duration,auc,0.0006273205003879679
encoding,1,0.07595453525771523,4.764783706460547e-05,UCI498,duration,auc,0.0006273205003879679
quality_level,1,0.007348854026573957,4.610086785228507e-06,UCI498,duration,auc,0.0006273205003879679
rung,1,0.3568941061165027,0.000223886989234521,UCI498,duration,auc,0.0006273205003879679
split,1,0.0054087246776342015,3.3930038712342378e-06,UCI498,duration,auc,0.0006273205003879679
family x encoding,2,0.06385384656358861,4.005682697796694e-05,UCI498,duration,auc,0.0006273205003879679
family x quality_level,2,0.005673553118548071,3.559136181305292e-06,UCI498,duration,auc,0.0006273205003879679
family x rung,2,0.04116040654911311,2.5820766832561832e-05,UCI498,duration,auc,0.0006273205003879679
family x split,2,0.002416341366929828,1.515820475410566e-06,UCI498,duration,auc,0.0006273205003879679
encoding x quality_level,2,0.004540501054965424,2.848349393813006e-06,UCI498,duration,auc,0.0006273205003879679
encoding x rung,2,0.08587367080375667,5.387031413876427e-05,UCI498,duration,auc,0.0006273205003879679
encoding x split,2,0.006429530720180221,4.033376428643268e-06,UCI498,duration,auc,0.0006273205003879679
quality_level x rung,2,0.015701884722697297,9.850114181276658e-06,UCI498,duration,auc,0.0006273205003879679
