log,target,learner,quality,level,rung,family,n_family,metric,V,se,q_maxt,boot_shift,sim_lo,sim_hi,raw_lo,raw_hi,sim_resolved,raw_resolved
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.425,0.0584185190157457,0.03808945142615256,3.4858829993077194,-0.026687251874724247,-0.04766960028891243,0.21788114206985232,-0.07435685216363667,0.19119389019512806,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.450,0.0003208084372618,0.0385965389549496,3.4858829993077194,0.00894253518867545,-0.14316474572659058,0.12592129222376328,-0.13422221053791514,0.1348638274124387,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.475,0.0061965677316361,0.03801011951048285,3.4858829993077194,-0.0285357195370428,-0.09776654213456794,0.16723111667192575,-0.12630226167161074,0.13869539713488294,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.500,-0.0348478164975739,0.03726221083298697,3.4858829993077194,-0.007498897220996899,-0.1572406265359062,0.10254278798275218,-0.1647395237569031,0.09504389076175529,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.525,-0.090056415852158,0.02944862533696947,3.4858829993077194,0.028335616279339795,-0.22104649454662223,-0.015737569716373356,-0.19271087826728245,0.012598046562966439,True,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.550,-0.0913591138558055,0.027537644027651256,3.4858829993077194,0.023011321864431694,-0.21036344087721448,-0.018377430563259925,-0.18735211901278276,0.004633891301171769,True,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.575,-0.0913360491969173,0.022352609797649782,3.4858829993077194,0.018228288227509756,-0.18748291990821359,-0.03164575494064052,-0.16925463168070384,-0.013417466713130766,True,True
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.600,-0.0668284075871195,0.024829683324604328,3.4858829993077194,-0.0073886193206881,-0.14599315924586398,0.027113582713001197,-0.1533817785665521,0.019724963392313097,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.625,-0.0621967357741508,0.025944958444330167,3.4858829993077194,-0.010292604028819291,-0.1423452213041673,0.038536957813504275,-0.1526378253329866,0.028244353784684983,False,False
BPIC13_incidents,duration,logit,clean,1.0,B_intake,decision-curve,31,nb_0.650,-0.0659146764131325,0.02723393777668799,3.4858829993077194,-0.004159052240216746,-0.15668994487287669,0.03317869652704518,-0.16084899711309344,0.029019644286828433,False,False
