log,target,metric,measure,sum_first_order,interaction_total,largest_involvement,largest_involvement_axis,largest_first_order,largest_first_order_axis,var,mean,n_cells,check_sum,scale
BPIC15_1,handover,auc,reference,0.6462561994401731,0.3537438005598269,0.3044256277919948,rung,0.5545953750449774,rung,0.0008373519003663989,0.01842360571289015,216,0.9999999999999999,raw-within-metric
BPIC15_1,handover,brier_skill,reference,0.4851484754016679,0.514851524598332,0.3972831159399883,learner,0.16175025652283656,split,0.009040935321612039,0.06806479541204014,216,0.9999999999999999,raw-within-metric
BPIC15_1,handover,logloss_skill,reference,0.1816051106761494,0.8183948893238506,0.7104074437938606,rung,0.06045633322406674,quality_level,0.039080994507974684,0.0736481645768215,216,0.9999999999999999,raw-within-metric
BPIC15_1,handover,nagelkerke,reference,0.12209688723013423,0.8779031127698658,0.8096726633224378,split,0.08497946496514623,split,1.0614898386125406,0.0027627865700741265,216,0.9999999999999999,raw-within-metric
BPIC15_3,duration,ap,reference,0.3815141814309745,0.6184858185690255,0.48698185810908157,rung,0.1987784829896632,split,0.004193553156114471,0.06345945700721314,216,1.0000000000000002,raw-within-metric
BPIC15_3,duration,auc,reference,0.43750106083581597,0.562498939164184,0.4412239289503731,rung,0.24989241783286786,split,0.005375441341406629,0.07783826347061679,216,1.0,raw-within-metric
BPIC15_3,duration,brier_skill,reference,0.3976048026280059,0.6023951973719941,0.4614763076946158,learner,0.2288626812328743,split,0.030712728538085023,0.12578249550952958,216,0.9999999999999999,raw-within-metric
BPIC15_3,duration,logloss_skill,reference,0.3746915181811785,0.6253084818188215,0.463524324810078,learner,0.2564442878823087,split,0.03368348476621276,0.08690261216600784,216,1.0000000000000002,raw-within-metric
BPIC15_3,duration,nagelkerke,reference,0.40925460351696447,0.5907453964830356,0.44721193166927725,learner,0.22442179110317076,split,0.3558448349774344,0.2855754454428736,216,1.0,raw-within-metric
BPIC15_3,handover,ap,reference,0.5437371030889296,0.45626289691107036,0.4456477979770123,split,0.3887017420153443,split,0.00022260320883205246,0.006162678519330793,216,1.0000000000000002,raw-within-metric
BPIC15_3,handover,auc,reference,0.39177760446891835,0.6082223955310817,0.5604002403819663,split,0.26968758652399655,split,0.0031763323787263003,0.02115939325446213,216,1.0,raw-within-metric
BPIC15_3,handover,brier_skill,reference,0.4161903306364448,0.5838096693635553,0.4375693042135343,rung,0.19321033690332418,rung,0.04480456410337808,-0.052858345269884685,216,0.9999999999999999,raw-within-metric
