log,target,threshold,unit,excess_one_number,excess_majority,excess_uniform,share_positive
BPIC15_1,handover,0.325,net benefit (true positives per case),0.0,0.0,0.0006344307270233001,0.6666666666666666
BPIC15_1,handover,0.35,net benefit (true positives per case),0.0,0.0,0.0016025641025641173,0.6666666666666666
BPIC15_1,handover,0.375,net benefit (true positives per case),0.0,0.0,0.0,0.3333333333333333
BPIC15_1,handover,0.4,net benefit (true positives per case),0.0023148148148148164,0.0023148148148148164,0.0023148148148148164,0.3333333333333333
BPIC15_1,handover,0.425,net benefit (true positives per case),0.0,0.0060990338164251656,0.0060990338164251656,0.5
BPIC15_1,handover,0.45,net benefit (true positives per case),0.0,0.0,0.012079124579124549,0.6666666666666666
BPIC15_1,handover,0.475,net benefit (true positives per case),0.0,0.0,0.014087301587301534,0.8333333333333333
BPIC15_1,handover,0.5,net benefit (true positives per case),0.0,0.0,0.010185185185185183,0.6666666666666666
BPIC15_1,handover,0.525,net benefit (true positives per case),0.0,0.0,0.016959064327485365,0.8333333333333333
BPIC15_1,handover,0.55,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_1,handover,0.575,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_1,handover,0.6,net benefit (true positives per case),0.0,0.0,0.022916666666666634,0.8333333333333333
BPIC15_1,handover,0.625,net benefit (true positives per case),0.0,0.0,0.030401234567901194,0.8333333333333333
BPIC15_1,handover,0.65,net benefit (true positives per case),0.0,0.0,0.04100529100529089,0.8333333333333333
BPIC15_1,handover,0.675,net benefit (true positives per case),0.0,0.0,0.05416666666666668,0.8333333333333333
BPIC15_1,handover,0.7,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_1,handover,0.725,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_1,handover,0.75,net benefit (true positives per case),0.0,0.0,0.04861111111111111,0.8333333333333333
BPIC15_1,handover,0.775,net benefit (true positives per case),0.0,0.0,0.045679012345679,0.8333333333333333
BPIC15_1,handover,0.8,net benefit (true positives per case),0.0,0.0,0.05601851851851848,0.6666666666666666
BPIC15_3,duration,0.05,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,duration,0.075,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,duration,0.1,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,duration,0.125,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,duration,0.15,net benefit (true positives per case),0.0,0.0,0.0,0.0
BPIC15_3,duration,0.175,net benefit (true positives per case),0.0,0.0,0.0018148386942713171,0.6666666666666666
BPIC15_3,duration,0.2,net benefit (true positives per case),0.0,0.0,0.0028565799842395845,0.6666666666666666
BPIC15_3,duration,0.225,net benefit (true positives per case),0.0,0.0,0.004791682554208301,0.6666666666666666
BPIC15_3,duration,0.25,net benefit (true positives per case),0.0,0.0,0.008668242710795884,0.6666666666666666
BPIC15_3,duration,0.275,net benefit (true positives per case),0.0,0.0,0.01709192684981385,0.8333333333333333
BPIC15_3,duration,0.3,net benefit (true positives per case),0.0,0.0,0.023077789035235864,0.8333333333333333
BPIC15_3,duration,0.325,net benefit (true positives per case),0.0,0.0,0.028529317339403993,0.8333333333333333
BPIC15_3,duration,0.35,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.375,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.4,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.425,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.45,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.475,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.5,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.525,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
BPIC15_3,duration,0.55,net benefit (true positives per case),0.0,0.0,0.0,0.9999999999999999
