split,quality,level,rung,learner,metric,without_f,with_f,V,log,target,rank
holdout70,mask_rare,0.5,B_half,logit,auc,0.5134483262284035,0.5367066546341681,0.023258328405764583,UCI498,duration,20
rolling1,clean,1.0,B_half,hgb,auc,0.5053585948020144,0.5457844703190329,0.040425875517018484,UCI498,duration,21
holdout70,clean,1.0,B_half,logit,auc,0.5134483262284035,0.5682571447032844,0.05480881847488084,UCI498,duration,22
holdout70,clean,1.0,B_half,hgb,auc,0.5134982806449985,0.5710631440115241,0.057564863366525665,UCI498,duration,23
rolling1,clean,1.0,B_half,logit,auc,0.5016157334353176,0.5595298545116805,0.057914121076362846,UCI498,duration,24
holdout70,clean,1.0,B_intake,logit,auc,0.8141243470052764,0.8015933829639924,-0.012530964041283954,UCI498,handover,1
holdout70,mask_rare,0.5,B_intake,logit,auc,0.8141243470052764,0.807906506357486,-0.006217840647790407,UCI498,handover,2
rolling1,clean,1.0,B_intake,hgb,auc,0.8007934688814583,0.7955077961145267,-0.005285672766931593,UCI498,handover,3
rolling1,mask_rare,0.5,B_intake,hgb,auc,0.8007934688814583,0.7956396289504908,-0.005153839930967519,UCI498,handover,4
rolling1,clean,1.0,B_intake,logit,auc,0.7999058443893143,0.7955669710806696,-0.004338873308644686,UCI498,handover,5
holdout70,clean,1.0,B_intake_g,logit,auc,0.9437181756484674,0.9408936210054947,-0.0028245546429727098,UCI498,handover,6
holdout70,clean,1.0,B_intake,hgb,auc,0.8251088338794652,0.8223939883943221,-0.0027148454851431136,UCI498,handover,7
holdout70,mask_rare,0.5,B_intake,hgb,auc,0.8251088338794652,0.8226358161169596,-0.002473017762505636,UCI498,handover,8
holdout70,mask_rare,0.5,B_intake_g,logit,auc,0.9437181756484674,0.9421692465615246,-0.0015489290869428185,UCI498,handover,9
holdout70,mask_rare,0.5,B_intake_g,hgb,auc,0.9476953036839584,0.9470327721325966,-0.0006625315513617558,UCI498,handover,10
rolling1,mask_rare,0.5,B_intake,logit,auc,0.7999058443893143,0.7995017318040725,-0.000404112585241867,UCI498,handover,11
rolling1,mask_rare,0.5,B_intake_g,hgb,auc,0.9244384370618056,0.9241890033437601,-0.00024943371804553305,UCI498,handover,12
holdout70,clean,1.0,B_intake_g,hgb,auc,0.9476953036839584,0.9481963506537332,0.000501046969774821,UCI498,handover,13
rolling1,clean,1.0,B_intake_g,hgb,auc,0.9244384370618056,0.9259683721041719,0.001529935042366315,UCI498,handover,14
rolling1,mask_rare,0.5,B_intake_g,logit,auc,0.9035455542372273,0.9056091875501864,0.0020636333129591122,UCI498,handover,15
rolling1,clean,1.0,B_intake_g,logit,auc,0.9035455542372273,0.9058694824961948,0.0023239282589675447,UCI498,handover,16
rolling1,mask_rare,0.5,B_half,logit,auc,0.5012104651302149,0.5128761730126199,0.011665707882404952,UCI498,handover,17
holdout70,clean,1.0,B_half,hgb,auc,0.5106813611553629,0.5421512392059931,0.03146987805063017,UCI498,handover,18
rolling1,clean,1.0,B_half,logit,auc,0.5012104651302149,0.539127386473951,0.03791692134373603,UCI498,handover,19
holdout70,clean,1.0,B_half,logit,auc,0.5121318142986614,0.550812560535335,0.03868074623667361,UCI498,handover,20
rolling1,clean,1.0,B_half,hgb,auc,0.4943873668188737,0.5344649234770311,0.04007755665815743,UCI498,handover,21
holdout70,mask_rare,0.5,B_half,hgb,auc,0.5106813611553629,0.5509055624253661,0.04022420127000326,UCI498,handover,22
holdout70,mask_rare,0.5,B_half,logit,auc,0.5121318142986614,0.5559174576579102,0.04378564335924884,UCI498,handover,23
rolling1,mask_rare,0.5,B_half,hgb,auc,0.4943873668188737,0.5487781493066792,0.054390782487805545,UCI498,handover,24
