family,regime,K_nom,B,candidate,n,coverage,K,coverage_se,coverage_pointwise,coverage_percell_basic,mean_width,q_median,q_oracle,shortfall_factor,mean_false_cells,mean_resolved_cells,truth_scale,kurt_med,kurt_p90,share_q_emp_at_ceiling
decision-curve,heavy,248,200,q_emp,2000,0.936,248.0,0.00547284204047586,0.9957076612903225,0.9395947580645162,9.763219835043193,4.142351326590418,6.678302026623244,1.1418950172646458,1.0645,1.0645,0.0,0.7498401931704588,11.411501095280968,0.0
decision-curve,heavy,248,200,q_emp_hi,2000,0.961,248.0,0.004328914413568374,0.9995383064516129,0.9395947580645162,15.234514747229865,7.681275129793439,6.678302026623244,0.8457489103435827,0.1145,0.1145,0.0,0.7498401931704588,11.411501095280968,0.0
decision-curve,heavy,248,200,q_rad,2000,0.9005,248.0,0.006693270874542581,0.9932056451612903,0.9395947580645162,7.142936029751212,3.5904510174558864,6.678302026623244,1.868765167487967,1.685,1.685,0.0,0.7498401931704588,11.411501095280968,0.0
decision-curve,heavy,1100,400,q_mult,2000,0.913,1100.0,0.006302023484564302,0.9950804545454546,0.9441668181818181,8.054787793281863,4.038218740952431,7.922032598128739,1.9615376478376225,5.4115,5.4115,0.0,0.9383154469203211,12.356387164103406,0.0
decision-curve,heavy,1100,400,q_mult_hi,2000,0.915,1100.0,0.006235984284778145,0.9951213636363636,0.9441668181818181,8.086729427127391,4.054355340823522,7.922032598128739,1.9530728019233041,5.3665,5.3665,0.0,0.9383154469203211,12.356387164103406,0.0
decision-curve,heavy,1100,400,q_emp,2000,0.9375,1100.0,0.005412658773652742,0.9974254545454545,0.9441668181818181,11.492348682204138,4.616617723206373,7.922032598128739,1.0950315595136602,2.832,2.832,0.0,0.9383154469203211,12.356387164103406,0.0
decision-curve,heavy,1100,400,q_emp_hi,2000,0.9545,1100.0,0.004659922209651143,0.9998631818181818,0.9441668181818181,17.03011131032348,8.615538939102825,7.922032598128739,0.9254551412354505,0.1505,0.1505,0.0,0.9383154469203211,12.356387164103406,0.0
decision-curve,heavy,1100,400,q_rad,2000,0.9045,1100.0,0.006571900410079265,0.9948918181818182,0.9441668181818181,7.924407849129744,3.972919699791939,7.922032598128739,1.992263268389669,5.619,5.619,0.0,0.9383154469203211,12.356387164103406,0.0
decision-curve,nonzero,248,200,q_mult,2000,0.903,248.0,0.006617816860566631,0.9940201612903227,0.9401471774193548,7.318448097101212,3.676507965541826,4.433098570585929,1.2065971173768428,0.3715,25.32,1.5771091008420977,0.7456521955403024,11.493974105613415,0.0
decision-curve,nonzero,248,200,q_mult_hi,2000,0.9065,248.0,0.006509905913298595,0.9941028225806451,0.9401471774193548,7.352653784727648,3.693717577194943,4.433098570585929,1.2000174176483431,0.3695,24.9295,1.5771091008420977,0.7456521955403024,11.493974105613415,0.0
decision-curve,nonzero,248,200,q_emp,2000,0.9325,248.0,0.005609979946488223,0.9960907258064516,0.9401471774193548,9.775067659214821,4.152143197711,4.433098570585929,1.0904455548555825,0.239,14.6315,1.5771091008420977,0.7456521955403024,11.493974105613415,0.0
decision-curve,nonzero,248,200,q_emp_hi,2000,0.964,248.0,0.0041655731898503495,0.9995766129032259,0.9401471774193548,15.300092452968885,7.691828181393291,4.433098570585929,0.791957430665408,0.0195,0.8735,1.5771091008420977,0.7456521955403024,11.493974105613415,0.0
decision-curve,nonzero,248,200,q_rad,2000,0.8895,248.0,0.007010340576605391,0.9936673387096773,0.9401471774193548,7.147037581774511,3.5902399879679177,4.433098570585929,1.2364907870588004,0.39,27.2445,1.5771091008420977,0.7456521955403024,11.493974105613415,0.0
decision-curve,nonzero,1100,400,q_mult,2000,0.921,1100.0,0.006031542091372652,0.9953690909090909,0.9457940909090908,8.062128286362851,4.038184650977716,4.796525003780486,1.185126675825669,1.124,80.6525,1.6156326760257047,0.9553424073014797,12.303343155722235,0.0
decision-curve,nonzero,1100,400,q_mult_hi,2000,0.921,1100.0,0.006031542091372652,0.9954254545454546,0.9457940909090908,8.094075252184643,4.054335407546105,4.796525003780486,1.1797712763205075,1.112,79.451,1.6156326760257047,0.9553424073014797,12.303343155722235,0.0
decision-curve,nonzero,1100,400,q_emp,2000,0.9425,1100.0,0.005205465877325487,0.9976827272727273,0.9457940909090908,11.575185750439541,4.703626736951566,4.796525003780486,1.0844699387090992,0.5375,37.98,1.6156326760257047,0.9553424073014797,12.303343155722235,0.0
decision-curve,nonzero,1100,400,q_emp_hi,2000,0.957,1100.0,0.004536022486716751,0.9997986363636364,0.9457940909090908,17.041979750966775,8.601438816634289,4.796525003780486,0.8707179641316357,0.041,1.8575,1.6156326760257047,0.9553424073014797,12.303343155722235,0.0
decision-curve,nonzero,1100,400,q_rad,2000,0.9155,1100.0,0.006219314672855845,0.99519,0.9457940909090908,7.931185351436476,3.972624637035603,4.796525003780486,1.2062912519339763,1.1795,85.7285,1.6156326760257047,0.9553424073014797,12.303343155722235,0.0
whole-surface,degenerate,180,400,q_mult,2000,0.9525,180.0,0.00475624589355933,0.9966777777777777,0.94655,7.161875657164245,3.5871892750191137,3.5638573125070088,0.9919903129865048,0.598,0.598,0.0,0.4256329040450597,9.53245465417707,0.0
whole-surface,degenerate,180,400,q_mult_hi,2000,0.954,180.0,0.0046842288586276416,0.9967166666666667,0.94655,7.197584606623412,3.6052622190582255,3.5638573125070088,0.98706271545675,0.591,0.591,0.0,0.4256329040450597,9.53245465417707,0.0
whole-surface,degenerate,180,400,q_emp,2000,0.9455,180.0,0.005075911248239078,0.9966666666666667,0.94655,7.14438243503308,3.5682108942453135,3.5638573125070088,1.0093579966477066,0.6,0.6,0.0,0.4256329040450597,9.53245465417707,0.0
whole-surface,degenerate,180,400,q_emp_hi,2000,0.971,180.0,0.0037522659820433853,0.9974166666666667,0.94655,8.375734496193903,3.8757290141331313,3.5638573125070088,0.9324176862763602,0.465,0.465,0.0,0.4256329040450597,9.53245465417707,0.0
whole-surface,degenerate,180,400,q_rad,2000,0.9475,180.0,0.004987171041783106,0.9966138888888888,0.94655,7.090045895346139,3.5511936851208112,3.5638573125070088,1.004667465507922,0.6095,0.6095,0.0,0.4256329040450597,9.53245465417707,0.0
whole-surface,gaussian,180,400,q_mult,2000,0.9425,180.0,0.005205465877325487,0.9996194444444444,0.9458111111111112,7.170129981888509,3.587017815274463,3.6408960118841778,1.0154190754524055,0.0685,0.0685,0.0,-0.03874879732939196,0.29008090657173535,0.0
whole-surface,gaussian,180,400,q_mult_hi,2000,0.945,180.0,0.005097793640389931,0.9996361111111112,0.9458111111111112,7.205928719010637,3.6047071225178744,3.6408960118841778,1.0103641987132652,0.0655,0.0655,0.0,-0.03874879732939196,0.29008090657173535,0.0
whole-surface,gaussian,180,400,q_emp,2000,0.9365,180.0,0.005452877680637995,0.9995833333333333,0.9458111111111112,7.120261427545158,3.560811435630698,3.6408960118841778,1.0255054479804475,0.075,0.075,0.0,-0.03874879732939196,0.29008090657173535,0.0
whole-surface,gaussian,180,400,q_emp_hi,2000,0.959,180.0,0.00443390347211123,0.9997416666666666,0.9458111111111112,7.430084150076217,3.7140483982502275,3.6408960118841778,0.9789010467456272,0.0465,0.0465,0.0,-0.03874879732939196,0.29008090657173535,0.0
whole-surface,gaussian,180,400,q_rad,2000,0.936,180.0,0.00547284204047586,0.9995777777777778,0.9458111111111112,7.133792807033896,3.5690139031926775,3.6408960118841778,1.020079434888053,0.076,0.076,0.0,-0.03874879732939196,0.29008090657173535,0.0
whole-surface,heavy,180,33,q_mult,2000,0.8145,180.0,0.008691655480977141,0.9956277777777778,0.9017027777777776,6.872084266671376,3.4881076984085455,4.184963297784327,1.2000850293080716,0.787,0.787,0.0,-0.20837033335070465,1.6355724478806808,0.0
whole-surface,heavy,180,33,q_mult_hi,2000,0.8215,180.0,0.008562644159370398,0.9956916666666666,0.9017027777777776,6.908549643607343,3.5064479825252883,4.184963297784327,1.1944424865095078,0.7755,0.7755,0.0,-0.20837033335070465,1.6355724478806808,0.0
whole-surface,heavy,180,33,q_emp,2000,0.7045,180.0,0.010202444560006196,0.9941944444444444,0.9017027777777776,6.6851882842764905,3.2885253671916,4.184963297784327,1.2765351527945985,1.045,1.045,0.0,-0.20837033335070465,1.6355724478806808,0.0
whole-surface,heavy,180,33,q_emp_hi,2000,0.8685,180.0,0.007556710593902613,0.9964666666666667,0.9017027777777776,8.374980576296359,4.413859251745373,4.184963297784327,1.1560255627222777,0.636,0.636,0.0,-0.20837033335070465,1.6355724478806808,0.0
whole-surface,heavy,180,33,q_rad,2000,0.6955,180.0,0.0102902806084188,0.9942277777777776,0.9017027777777776,6.434319005157902,3.2700939423721396,4.184963297784327,1.2850138046048092,1.039,1.039,0.0,-0.20837033335070465,1.6355724478806808,0.0
whole-surface,heavy,180,80,q_mult,2000,0.897,180.0,0.006796727153564427,0.9961722222222222,0.9277305555555554,7.047106161860942,3.5507217559879987,3.8346298137409724,1.0816140424612861,0.689,0.689,0.0,0.08688327657657635,5.0212366106121,0.0
whole-surface,heavy,180,80,q_mult_hi,2000,0.9015,180.0,0.0066632480818291625,0.9962361111111111,0.9277305555555554,7.083086827841686,3.568619986764675,3.8346298137409724,1.075099868400575,0.6775,0.6775,0.0,0.08688327657657635,5.0212366106121,0.0
whole-surface,heavy,180,80,q_emp,2000,0.874,180.0,0.007420377348895405,0.9959694444444445,0.9277305555555554,7.027827468186682,3.477266702593181,3.8346298137409724,1.113215602811013,0.7255,0.7255,0.0,0.08688327657657635,5.0212366106121,0.0
whole-surface,heavy,180,80,q_emp_hi,2000,0.9725,180.0,0.003656757443418962,0.9985333333333333,0.9277305555555554,12.497731205723914,6.670636706328374,3.8346298137409724,0.8516583315366159,0.264,0.264,0.0,0.08688327657657635,5.0212366106121,0.0
whole-surface,heavy,180,80,q_rad,2000,0.8615,180.0,0.007723915781519111,0.995788888888889,0.9277305555555554,6.819427556800108,3.436955305019625,3.8346298137409724,1.1189436156061108,0.758,0.758,0.0,0.08688327657657635,5.0212366106121,0.0
whole-surface,heavy,180,150,q_mult,2000,0.9315,180.0,0.0056483515294287415,0.9971194444444444,0.9380527777777777,7.1204817828472375,3.5714485040886643,3.7093968006927245,1.039222777531904,0.5185,0.5185,0.0,0.24905380789542075,7.4023899665562185,0.0
whole-surface,heavy,180,150,q_mult_hi,2000,0.9365,180.0,0.005452877680637995,0.9971749999999999,0.9380527777777777,7.1564868365746825,3.5894674248858176,3.7093968006927245,1.033828701443406,0.5085,0.5085,0.0,0.24905380789542075,7.4023899665562185,0.0
whole-surface,heavy,180,150,q_emp,2000,0.9205,180.0,0.006048956521582876,0.997036111111111,0.9380527777777777,7.121519893753161,3.5348338941745903,3.7093968006927245,1.0507346895292209,0.5335,0.5335,0.0,0.24905380789542075,7.4023899665562185,0.0
whole-surface,heavy,180,150,q_emp_hi,2000,0.979,180.0,0.00320616593457045,0.9989611111111111,0.9380527777777777,11.667028660779376,6.570306464699824,3.7093968006927245,0.8811661921705197,0.187,0.187,0.0,0.24905380789542075,7.4023899665562185,0.0
whole-surface,heavy,180,150,q_rad,2000,0.9115,180.0,0.006350895606133045,0.9968916666666666,0.9380527777777777,6.972145495534394,3.496753246827531,3.7093968006927245,1.0617202332750437,0.5595,0.5595,0.0,0.24905380789542075,7.4023899665562185,0.0
whole-surface,heavy,180,400,q_mult,2000,0.9445,180.0,0.005119558086397692,0.9973222222222223,0.9463222222222221,7.16088158799636,3.587038446686333,3.6160347591260504,1.00733530411736,0.482,0.482,0.0,0.43041107207407203,9.378734080393698,0.0
whole-surface,heavy,180,400,q_mult_hi,2000,0.948,180.0,0.0049646752159632785,0.9973666666666666,0.9463222222222221,7.196497713879183,3.6049432706324307,3.6160347591260504,1.0030399464490705,0.474,0.474,0.0,0.43041107207407203,9.378734080393698,0.0
whole-surface,heavy,180,400,q_emp,2000,0.945,180.0,0.005097793640389931,0.9973305555555555,0.9463222222222221,7.14636500618625,3.569924659907458,3.6160347591260504,1.0113195271054505,0.4805,0.4805,0.0,0.43041107207407203,9.378734080393698,0.0
whole-surface,heavy,180,400,q_emp_hi,2000,0.973,180.0,0.0036242930345103184,0.9981194444444444,0.9463222222222221,8.404685433576722,3.88055964369834,3.6160347591260504,0.9383296688412684,0.3385,0.3385,0.0,0.43041107207407203,9.378734080393698,0.0
whole-surface,heavy,180,400,q_rad,2000,0.9425,180.0,0.005205465877325487,0.9972694444444444,0.9463222222222221,7.0899866802419345,3.5516515544319627,3.6160347591260504,1.0161115010120345,0.4915,0.4915,0.0,0.43041107207407203,9.378734080393698,0.0
whole-surface,heavy,180,1000,q_mult,2000,0.943,180.0,0.005184158562389852,0.9967527777777777,0.947161111111111,7.180725396807337,3.593073503172794,3.648175425422494,1.0143421399648098,0.5845,0.5845,0.0,0.6692872282458845,9.881790599135819,0.0
whole-surface,heavy,180,1000,q_mult_hi,2000,0.9465,180.0,0.005031786462082825,0.9967888888888887,0.947161111111111,7.216208018982403,3.610807797916565,3.648175425422494,1.0093182042378153,0.578,0.578,0.0,0.6692872282458845,9.881790599135819,0.0
whole-surface,heavy,180,1000,q_emp,2000,0.9395,180.0,0.005331029450303197,0.9966805555555557,0.947161111111111,7.165579940060003,3.5817782277837296,3.648175425422494,1.0223596244362374,0.5975,0.5975,0.0,0.6692872282458845,9.881790599135819,0.0
whole-surface,heavy,180,1000,q_emp_hi,2000,0.957,180.0,0.004536022486716751,0.9970249999999999,0.947161111111111,7.498091223277368,3.737972630077381,3.648175425422494,0.9831970492533348,0.5355,0.5355,0.0,0.6692872282458845,9.881790599135819,0.0
whole-surface,heavy,180,1000,q_rad,2000,0.9425,180.0,0.005205465877325487,0.9967111111111111,0.947161111111111,7.147448269765821,3.5765109612560666,3.648175425422494,1.0186959142653087,0.592,0.592,0.0,0.6692872282458845,9.881790599135819,0.0
whole-surface,nonzero,180,33,q_mult,2000,0.785,180.0,0.009186266924055712,0.9953694444444444,0.9025166666666666,6.841413564908319,3.4877132428495172,4.204366963594995,1.2011084010095499,0.1635,24.954,1.6162647972536635,-0.21858962970727247,0.996006436974866,0.0
whole-surface,nonzero,180,33,q_mult_hi,2000,0.7945,180.0,0.00903520198999447,0.995461111111111,0.9025166666666666,6.877952487891966,3.5062697527554336,4.204366963594995,1.1949358087064719,0.1615,24.614,1.6162647972536635,-0.21858962970727247,0.996006436974866,0.0
whole-surface,nonzero,180,33,q_emp,2000,0.685,180.0,0.010386890776358437,0.9939583333333333,0.9025166666666666,6.597599298966607,3.26477143316667,4.204366963594995,1.297457252348171,0.1885,28.653,1.6162647972536635,-0.21858962970727247,0.996006436974866,0.0
whole-surface,nonzero,180,33,q_emp_hi,2000,0.8615,180.0,0.007723915781519111,0.9964666666666666,0.9025166666666666,8.291103395538368,3.9247132197181864,4.204366963594995,1.1897494255256926,0.1305,17.8165,1.6162647972536635,-0.21858962970727247,0.996006436974866,0.0
whole-surface,nonzero,180,33,q_rad,2000,0.6805,180.0,0.010426402783318895,0.9939888888888888,0.9025166666666666,6.407759071367417,3.272762162128732,4.204366963594995,1.285527246791681,0.1855,29.452,1.6162647972536635,-0.21858962970727247,0.996006436974866,0.0
whole-surface,nonzero,180,80,q_mult,2000,0.8945,180.0,0.006869124762296869,0.9956055555555555,0.9237416666666666,7.045462524803925,3.5506650756788174,3.8603427277015188,1.0872768570062499,0.1825,21.85,1.6162647972536635,0.07293983242156843,5.058268601826283,0.0
whole-surface,nonzero,180,80,q_mult_hi,2000,0.8985,180.0,0.006752693906878944,0.9956694444444445,0.9237416666666666,7.081412525734574,3.5688697483225686,3.8603427277015188,1.0816667694597142,0.178,21.5285,1.6162647972536635,0.07293983242156843,5.058268601826283,0.0
whole-surface,nonzero,180,80,q_emp,2000,0.8695,180.0,0.00753225563825339,0.9953833333333332,0.9237416666666666,7.038177897532295,3.4693813746829036,3.8603427277015188,1.1266019328360188,0.1835,22.8635,1.6162647972536635,0.07293983242156843,5.058268601826283,0.0
whole-surface,nonzero,180,80,q_emp_hi,2000,0.9685,180.0,0.0039056209493497944,0.9988472222222222,0.9237416666666666,12.400677437022477,6.679243789112867,3.8603427277015188,0.9036347116638357,0.052,4.8575,1.6162647972536635,0.07293983242156843,5.058268601826283,0.0
whole-surface,nonzero,180,80,q_rad,2000,0.855,180.0,0.007873214083206426,0.9951166666666665,0.9237416666666666,6.818236743379821,3.437462710683837,3.8603427277015188,1.12427080937584,0.1955,23.9455,1.6162647972536635,0.07293983242156843,5.058268601826283,0.0
whole-surface,nonzero,180,150,q_mult,2000,0.9295,180.0,0.005724061058374553,0.9963805555555555,0.9387027777777777,7.112409479179594,3.57222126488014,3.7279384410338605,1.040947102857838,0.1455,20.4615,1.6162647972536635,0.24567652957507014,7.44018512694416,0.0
whole-surface,nonzero,180,150,q_mult_hi,2000,0.9325,180.0,0.005609979946488223,0.9964527777777777,0.9387027777777777,7.148245497150067,3.590178028661484,3.7279384410338605,1.036711247743682,0.144,20.15,1.6162647972536635,0.24567652957507014,7.44018512694416,0.0
whole-surface,nonzero,180,150,q_emp,2000,0.92,180.0,0.006066300355241239,0.9962583333333334,0.9387027777777777,7.11045840038724,3.5320943601787738,3.7279384410338605,1.0611022827106524,0.151,20.812,1.6162647972536635,0.24567652957507014,7.44018512694416,0.0
whole-surface,nonzero,180,150,q_emp_hi,2000,0.973,180.0,0.0036242930345103184,0.9983555555555557,0.9387027777777777,11.621639650668534,6.546654672449862,3.7279384410338605,0.9049344590143457,0.075,7.212,1.6162647972536635,0.24567652957507014,7.44018512694416,0.0
whole-surface,nonzero,180,150,q_rad,2000,0.9125,180.0,0.006318375978050056,0.9961416666666667,0.9387027777777777,6.9638624935315825,3.4974366422647565,3.7279384410338605,1.0606304385787972,0.151,21.752,1.6162647972536635,0.24567652957507014,7.44018512694416,0.0
whole-surface,nonzero,180,400,q_mult,2000,0.9465,180.0,0.005031786462082825,0.9962972222222222,0.9443999999999999,7.165974642130807,3.587071645544893,3.6180767307501025,1.005843807693357,0.155,19.598,1.6162647972536635,0.42777172728018154,9.511131040124013,0.0
whole-surface,nonzero,180,400,q_mult_hi,2000,0.9495,180.0,0.0048964145045124596,0.9963416666666667,0.9443999999999999,7.20165634695021,3.604888814076334,3.6180767307501025,1.0007744846004214,0.154,19.278,1.6162647972536635,0.42777172728018154,9.511131040124013,0.0
whole-surface,nonzero,180,400,q_emp,2000,0.9395,180.0,0.005331029450303197,0.9962472222222223,0.9443999999999999,7.1507061323280325,3.5683724369273424,3.6180767307501025,1.0275808876345673,0.1565,19.7905,1.6162647972536635,0.42777172728018154,9.511131040124013,0.0
whole-surface,nonzero,180,400,q_emp_hi,2000,0.965,180.0,0.00410944035119139,0.9971527777777778,0.9443999999999999,8.464860483763571,3.8768373115889014,3.6180767307501025,0.940107331702516,0.1245,13.6155,1.6162647972536635,0.42777172728018154,9.511131040124013,0.0
whole-surface,nonzero,180,400,q_rad,2000,0.94,180.0,0.005310367218940704,0.9962222222222221,0.9443999999999999,7.093774157139693,3.550790340680496,3.6180767307501025,1.0194463933586093,0.1585,20.211,1.6162647972536635,0.42777172728018154,9.511131040124013,0.0
whole-surface,nonzero,180,1000,q_mult,2000,0.947,180.0,0.005009540897128201,0.9962555555555554,0.9481222222222223,7.185911171846659,3.593927112252128,3.6189219195392974,1.0069619056284143,0.1655,19.1685,1.6162647972536635,0.6896795442846059,9.962178593816347,0.0
whole-surface,nonzero,180,1000,q_mult_hi,2000,0.948,180.0,0.0049646752159632785,0.9962972222222222,0.9481222222222223,7.221546857739366,3.611521185349191,3.6189219195392974,1.0025509387332556,0.162,18.8825,1.6162647972536635,0.6896795442846059,9.962178593816347,0.0
whole-surface,nonzero,180,1000,q_emp,2000,0.9475,180.0,0.004987171041783106,0.9962277777777777,0.9481222222222223,7.169785821706934,3.579996676729361,3.6189219195392974,1.00851847834501,0.1635,19.334,1.6162647972536635,0.6896795442846059,9.962178593816347,0.0
whole-surface,nonzero,180,1000,q_emp_hi,2000,0.9545,180.0,0.004659922209651143,0.9965777777777778,0.9481222222222223,7.509813485580252,3.7394014267633966,3.6189219195392974,0.9682384352565467,0.148,16.7485,1.6162647972536635,0.6896795442846059,9.962178593816347,0.0
whole-surface,nonzero,180,1000,q_rad,2000,0.947,180.0,0.005009540897128201,0.9962194444444444,0.9481222222222223,7.15254122061478,3.576702737293177,3.6189219195392974,1.0162591667261955,0.165,19.4425,1.6162647972536635,0.6896795442846059,9.962178593816347,0.0
