log,instrument,population,regime,b_lo,b_hi,V_lo,V_hi,R
BPIC13_incidents,nb_0.375,0.5,rare-first,empty,B0_half,0.11407146007940011,0.11539479488310544,-0.011600928074245953
BPIC13_incidents,nb_0.375,0.5,rare-first,empty,B0,0.11407146007940011,0.002117335685928534,0.9814385150812065
BPIC13_incidents,nb_0.375,0.5,rare-first,empty,B0+g,0.11407146007940011,0.013498014997794405,0.8816705336426918
BPIC13_incidents,nb_0.375,0.5,rare-first,B0_half,B0,0.11539479488310544,0.002117335685928534,0.9816513761467891
BPIC13_incidents,nb_0.375,0.5,rare-first,B0_half,B0+g,0.11539479488310544,0.013498014997794405,0.8830275229357801
BPIC13_incidents,nb_0.375,0.5,rare-first,B0,B0+g,0.002117335685928534,0.013498014997794405,-5.375
BPIC13_incidents,nb_0.375,0.75,rare-first,empty,B0_half,0.16029995588883986,0.15491839435377153,0.03357182168409445
BPIC13_incidents,nb_0.375,0.75,rare-first,empty,B0,0.16029995588883986,0.03343625937362152,0.7914144193725923
BPIC13_incidents,nb_0.375,0.75,rare-first,empty,B0+g,0.16029995588883986,0.01490957212174679,0.9069895432030821
BPIC13_incidents,nb_0.375,0.75,rare-first,B0_half,B0,0.15491839435377153,0.03343625937362152,0.7841685649202734
BPIC13_incidents,nb_0.375,0.75,rare-first,B0_half,B0+g,0.15491839435377153,0.01490957212174679,0.9037585421412302
BPIC13_incidents,nb_0.375,0.75,rare-first,B0,B0+g,0.03343625937362152,0.01490957212174679,0.5540897097625332
BPIC13_incidents,nb_0.375,1.0,full,empty,B0_half,0.17220996912218792,0.16568151742390827,0.03790983606557363
BPIC13_incidents,nb_0.375,1.0,full,empty,B0,0.17220996912218792,0.045522717247463595,0.7356557377049181
BPIC13_incidents,nb_0.375,1.0,full,empty,B0+g,0.17220996912218792,0.018614909572121724,0.8919057377049182
BPIC13_incidents,nb_0.375,1.0,full,B0_half,B0,0.16568151742390827,0.045522717247463595,0.7252396166134186
BPIC13_incidents,nb_0.375,1.0,full,B0_half,B0+g,0.16568151742390827,0.018614909572121724,0.8876464323748671
BPIC13_incidents,nb_0.375,1.0,full,B0,B0+g,0.045522717247463595,0.018614909572121724,0.5910852713178298
BPIC13_incidents,nb_0.400,0.25,rare-first,empty,B0_half,0.06660785178650203,0.06910748419350093,-0.03752759381898363
BPIC13_incidents,nb_0.400,0.25,rare-first,empty,B0,0.06660785178650203,-0.004117041611527733,1.0618101545253866
BPIC13_incidents,nb_0.400,0.25,rare-first,empty,B0+g,0.06660785178650203,-0.005146302014409632,1.0772626931567326
BPIC13_incidents,nb_0.400,0.25,rare-first,B0_half,B0,0.06910748419350093,-0.004117041611527733,1.0595744680851067
BPIC13_incidents,nb_0.400,0.25,rare-first,B0_half,B0+g,0.06910748419350093,-0.005146302014409632,1.0744680851063828
BPIC13_incidents,nb_0.400,0.5,random,empty,B0_half,0.09469195706513744,0.09454491986472574,0.0015527950310558758
BPIC13_incidents,nb_0.400,0.5,random,empty,B0,0.09469195706513744,0.020144096456403443,0.7872670807453418
BPIC13_incidents,nb_0.400,0.5,random,empty,B0+g,0.09469195706513744,0.0019114836053521767,0.9798136645962731
BPIC13_incidents,nb_0.400,0.5,random,B0_half,B0,0.09454491986472574,0.020144096456403443,0.7869362363919131
BPIC13_incidents,nb_0.400,0.5,random,B0_half,B0+g,0.09454491986472574,0.0019114836053521767,0.9797822706065317
BPIC13_incidents,nb_0.400,0.5,random,B0,B0+g,0.020144096456403443,0.0019114836053521767,0.9051094890510937
BPIC13_incidents,nb_0.400,0.5,rare-first,empty,B0_half,0.13880311718864874,0.1388031171886487,2.220446049250313e-16
BPIC13_incidents,nb_0.400,0.5,rare-first,empty,B0,0.13880311718864874,0.029260402881929076,0.7891949152542377
BPIC13_incidents,nb_0.400,0.5,rare-first,empty,B0+g,0.13880311718864874,0.009704455227172476,0.9300847457627118
BPIC13_incidents,nb_0.400,0.5,rare-first,B0_half,B0,0.1388031171886487,0.029260402881929076,0.7891949152542377
BPIC13_incidents,nb_0.400,0.5,rare-first,B0_half,B0+g,0.1388031171886487,0.009704455227172476,0.9300847457627118
BPIC13_incidents,nb_0.400,0.5,rare-first,B0,B0+g,0.029260402881929076,0.009704455227172476,0.6683417085427129
BPIC13_incidents,nb_0.400,0.75,rare-first,empty,B0_half,0.19776503455374214,0.18423761211586528,0.06840148698884796
BPIC13_incidents,nb_0.400,0.75,rare-first,empty,B0,0.19776503455374214,0.026466696074106733,0.8661710037174722
BPIC13_incidents,nb_0.400,0.75,rare-first,empty,B0+g,0.19776503455374214,0.01867372445228646,0.9055762081784385
BPIC13_incidents,nb_0.400,0.75,rare-first,B0_half,B0,0.18423761211586528,0.026466696074106733,0.8563447725458899
BPIC13_incidents,nb_0.400,0.75,rare-first,B0_half,B0+g,0.18423761211586528,0.01867372445228646,0.8986432561851554
BPIC13_incidents,nb_0.400,0.75,rare-first,B0,B0+g,0.026466696074106733,0.01867372445228646,0.29444444444444273
BPIC13_incidents,nb_0.400,1.0,full,empty,B0_half,0.2143802382002647,0.2015880017644464,0.05967078189300423
BPIC13_incidents,nb_0.400,1.0,full,empty,B0,0.2143802382002647,0.04058226731363035,0.8106995884773662
BPIC13_incidents,nb_0.400,1.0,full,empty,B0+g,0.2143802382002647,0.021908542861343916,0.8978052126200274
BPIC13_incidents,nb_0.400,1.0,full,B0_half,B0,0.2015880017644464,0.04058226731363035,0.7986870897155361
BPIC13_incidents,nb_0.400,1.0,full,B0_half,B0+g,0.2015880017644464,0.021908542861343916,0.8913202042304887
BPIC13_incidents,nb_0.400,1.0,full,B0,B0+g,0.04058226731363035,0.021908542861343916,0.46014492753623204
BPIC13_incidents,nb_0.425,0.25,rare-first,empty,B0_half,0.07514240233213781,-0.11225331313170059,2.493874425727413
BPIC13_incidents,nb_0.425,0.25,rare-first,empty,B0,0.07514240233213781,0.043401545808480824,0.422409392547218
BPIC13_incidents,nb_0.425,0.25,rare-first,empty,B0+g,0.07514240233213781,-0.009129092269039712,1.1214905564063298
BPIC13_incidents,nb_0.425,0.25,rare-first,B0,B0+g,0.043401545808480824,-0.009129092269039712,1.210340256296951
BPIC13_incidents,nb_0.425,0.5,random,empty,B0_half,0.12232216489902381,0.01273470014000494,0.8958921291941051
BPIC13_incidents,nb_0.425,0.5,random,empty,B0,0.12232216489902381,0.05329778868836424,0.5642834744433993
BPIC13_incidents,nb_0.425,0.5,random,empty,B0+g,0.12232216489902381,-0.002761742199037215,1.022577610536218
BPIC13_incidents,nb_0.425,0.5,random,B0_half,B0,0.01273470014000494,0.05329778868836424,-3.1852409638554366
BPIC13_incidents,nb_0.425,0.5,random,B0_half,B0+g,0.01273470014000494,-0.002761742199037215,1.216867469879518
BPIC13_incidents,nb_0.425,0.5,random,B0,B0+g,0.05329778868836424,-0.002761742199037215,1.0518172004318098
BPIC13_incidents,nb_0.425,0.5,rare-first,empty,B0_half,0.15638365202048288,-0.033294336510615447,1.2129016433652196
BPIC13_incidents,nb_0.425,0.5,rare-first,empty,B0,0.15638365202048288,0.03695748067739396,0.7636742702967869
BPIC13_incidents,nb_0.425,0.5,rare-first,empty,B0+g,0.15638365202048288,-0.01284977273163157,1.0821682609762082
BPIC13_incidents,nb_0.425,0.5,rare-first,B0,B0+g,0.03695748067739396,-0.01284977273163157,1.3476907109496639
BPIC13_incidents,nb_0.425,0.75,rare-first,empty,B0_half,0.229282138815903,0.020808960319134623,0.9092429945629446
BPIC13_incidents,nb_0.425,0.75,rare-first,empty,B0,0.229282138815903,0.04595232158953605,0.799581764951903
BPIC13_incidents,nb_0.425,0.75,rare-first,empty,B0+g,0.229282138815903,-0.0011699046815366043,1.0051024675867837
BPIC13_incidents,nb_0.425,0.75,rare-first,B0_half,B0,0.020808960319134623,0.04595232158953605,-1.2082949308755784
BPIC13_incidents,nb_0.425,0.75,rare-first,B0_half,B0+g,0.020808960319134623,-0.0011699046815366043,1.0562211981566823
BPIC13_incidents,nb_0.425,0.75,rare-first,B0,B0+g,0.04595232158953605,-0.0011699046815366043,1.0254590984974958
BPIC13_incidents,nb_0.425,1.0,full,empty,B0_half,0.2525459810897374,0.0422508198922153,0.8327004860267316
BPIC13_incidents,nb_0.425,1.0,full,empty,B0,0.2525459810897374,0.05841851901574577,0.7686816524908869
BPIC13_incidents,nb_0.425,1.0,full,empty,B0+g,0.2525459810897374,0.007479718455725787,0.9703827460510329
BPIC13_incidents,nb_0.425,1.0,full,B0_half,B0,0.0422508198922153,0.05841851901574577,-0.3826600090785308
BPIC13_incidents,nb_0.425,1.0,full,B0_half,B0+g,0.0422508198922153,0.007479718455725787,0.8229686790739906
BPIC13_incidents,nb_0.425,1.0,full,B0,B0+g,0.05841851901574577,0.007479718455725787,0.8719632304661857
BPIC13_incidents,nb_0.450,0.25,rare-first,empty,B0_half,0.08445282110919522,0.00806031198620527,0.9045584045584042
BPIC13_incidents,nb_0.450,0.25,rare-first,empty,B0,0.08445282110919522,-0.005173036050848151,1.0612535612535614
BPIC13_incidents,nb_0.450,0.25,rare-first,empty,B0+g,0.08445282110919522,-0.009864859445803426,1.1168091168091168
BPIC13_incidents,nb_0.450,0.25,rare-first,B0_half,B0,0.00806031198620527,-0.005173036050848151,1.6417910447761184
BPIC13_incidents,nb_0.450,0.25,rare-first,B0_half,B0+g,0.00806031198620527,-0.009864859445803426,2.2238805970149205
BPIC13_incidents,nb_0.450,0.5,random,empty,B0_half,0.1537875446124234,0.03921883145526728,0.7449804432855281
BPIC13_incidents,nb_0.450,0.5,random,empty,B0,0.1537875446124234,-0.01287243854513373,1.083702737940026
BPIC13_incidents,nb_0.450,0.5,random,empty,B0+g,0.1537875446124234,0.002887275935357092,0.9812255541069101
BPIC13_incidents,nb_0.450,0.5,random,B0_half,B0,0.03921883145526728,-0.01287243854513373,1.3282208588957052
BPIC13_incidents,nb_0.450,0.5,random,B0_half,B0+g,0.03921883145526728,0.002887275935357092,0.9263803680981597
BPIC13_incidents,nb_0.450,0.5,rare-first,empty,B0_half,0.1847856598628545,0.044953282271323725,0.7567274305555558
BPIC13_incidents,nb_0.450,0.5,rare-first,empty,B0,0.1847856598628545,-0.006015158198660636,1.0325520833333335
BPIC13_incidents,nb_0.450,0.5,rare-first,empty,B0+g,0.1847856598628545,-0.002686770662068433,1.0145399305555556
BPIC13_incidents,nb_0.450,0.5,rare-first,B0_half,B0,0.044953282271323725,-0.006015158198660636,1.1338090990187335
BPIC13_incidents,nb_0.450,0.5,rare-first,B0_half,B0+g,0.044953282271323725,-0.002686770662068433,1.059768064228368
BPIC13_incidents,nb_0.450,0.75,rare-first,empty,B0_half,0.27381000120303167,0.0261859886915026,0.904364381956649
BPIC13_incidents,nb_0.450,0.75,rare-first,empty,B0,0.27381000120303167,-0.0012832337490475965,1.0046865846514352
BPIC13_incidents,nb_0.450,0.75,rare-first,empty,B0+g,0.27381000120303167,0.003809600192485052,0.9860867018160516
BPIC13_incidents,nb_0.450,0.75,rare-first,B0_half,B0,0.0261859886915026,-0.0012832337490475965,1.0490045941807042
BPIC13_incidents,nb_0.450,0.75,rare-first,B0_half,B0+g,0.0261859886915026,0.003809600192485052,0.8545176110260342
BPIC13_incidents,nb_0.450,1.0,full,empty,B0_half,0.3125075189477484,0.05385571640534148,0.8276658539715129
BPIC13_incidents,nb_0.450,1.0,full,empty,B0,0.3125075189477484,0.0003208084372618991,0.9989734377005004
BPIC13_incidents,nb_0.450,1.0,full,empty,B0+g,0.3125075189477484,0.01267193327184507,0.9594507891697677
BPIC13_incidents,nb_0.450,1.0,full,B0_half,B0,0.05385571640534148,0.0003208084372618991,0.9940431868950111
BPIC13_incidents,nb_0.450,1.0,full,B0_half,B0+g,0.05385571640534148,0.01267193327184507,0.7647058823529409
BPIC13_incidents,nb_0.450,1.0,full,B0,B0+g,0.0003208084372618991,0.01267193327184507,-38.50000000000017
BPIC13_incidents,nb_0.475,0.25,rare-first,empty,B0_half,0.0946499464364483,0.009452391455038178,0.9001331557922763
BPIC13_incidents,nb_0.475,0.25,rare-first,empty,B0,0.0946499464364483,0.0022475686348646107,0.9762538837106082
BPIC13_incidents,nb_0.475,0.25,rare-first,empty,B0+g,0.0946499464364483,-0.0061335517886025315,1.0648024855747895
BPIC13_incidents,nb_0.475,0.25,rare-first,B0_half,B0,0.009452391455038178,0.0022475686348646107,0.7622222222222246
BPIC13_incidents,nb_0.475,0.25,rare-first,B0_half,B0+g,0.009452391455038178,-0.0061335517886025315,1.6488888888888869
BPIC13_incidents,nb_0.475,0.25,rare-first,B0,B0+g,0.0022475686348646107,-0.0061335517886025315,3.7289719626168414
BPIC13_incidents,nb_0.475,0.5,random,empty,B0_half,0.1786501985002204,0.0478080954481484,0.7323927101704877
BPIC13_incidents,nb_0.475,0.5,random,empty,B0,0.1786501985002204,0.02655071733148484,0.8513815402704292
BPIC13_incidents,nb_0.475,0.5,random,empty,B0+g,0.1786501985002204,-0.004138046925872246,1.0231628453850676
BPIC13_incidents,nb_0.475,0.5,random,B0_half,B0,0.0478080954481484,0.02655071733148484,0.4446397188049217
BPIC13_incidents,nb_0.475,0.5,random,B0_half,B0+g,0.0478080954481484,-0.004138046925872246,1.086555360281195
BPIC13_incidents,nb_0.475,0.5,random,B0,B0+g,0.02655071733148484,-0.004138046925872246,1.155854430379747
BPIC13_incidents,nb_0.475,0.5,rare-first,empty,B0_half,0.21603965803348235,0.050202701283424744,0.7676227515799705
BPIC13_incidents,nb_0.475,0.5,rare-first,empty,B0,0.21603965803348235,0.018631713823597323,0.9137578998541567
BPIC13_incidents,nb_0.475,0.5,rare-first,empty,B0+g,0.21603965803348235,0.006553658075493102,0.9696645600388916
BPIC13_incidents,nb_0.475,0.5,rare-first,B0_half,B0,0.050202701283424744,0.018631713823597323,0.6288702928870304
BPIC13_incidents,nb_0.475,0.5,rare-first,B0_half,B0+g,0.050202701283424744,0.006553658075493102,0.8694560669456067
BPIC13_incidents,nb_0.475,0.5,rare-first,B0,B0+g,0.018631713823597323,0.006553658075493102,0.6482525366403598
BPIC13_incidents,nb_0.475,0.75,rare-first,empty,B0_half,0.31829352826265034,0.031886067174995314,0.8998218174618886
BPIC13_incidents,nb_0.475,0.75,rare-first,empty,B0,0.31829352826265034,0.003991009725460515,0.9874612287995778
BPIC13_incidents,nb_0.475,0.75,rare-first,empty,B0+g,0.31829352826265034,-0.010712710315709834,1.0336567016432388
BPIC13_incidents,nb_0.475,0.75,rare-first,B0_half,B0,0.031886067174995314,0.003991009725460515,0.8748353096179193
BPIC13_incidents,nb_0.475,0.75,rare-first,B0_half,B0+g,0.031886067174995314,-0.010712710315709834,1.3359683794466386
BPIC13_incidents,nb_0.475,0.75,rare-first,B0,B0+g,0.003991009725460515,-0.010712710315709834,3.6842105263157974
BPIC13_incidents,nb_0.475,1.0,full,empty,B0_half,0.36900035709034373,0.06814123973365263,0.8153355723800306
BPIC13_incidents,nb_0.475,1.0,full,empty,B0,0.36900035709034373,0.006196567731636099,0.9832071497694541
BPIC13_incidents,nb_0.475,1.0,full,empty,B0+g,0.36900035709034373,-0.008948263910769388,1.024250014231229
BPIC13_incidents,nb_0.475,1.0,full,B0_half,B0,0.06814123973365263,0.006196567731636099,0.9090628853267572
BPIC13_incidents,nb_0.475,1.0,full,B0_half,B0+g,0.06814123973365263,-0.008948263910769388,1.1313193588162755
BPIC13_incidents,nb_0.475,1.0,full,B0,B0+g,0.006196567731636099,-0.008948263910769388,2.444067796610165
BPIC13_incidents,nb_0.500,0.25,rare-first,empty,B0_half,0.10586678429642693,0.07278341420379358,0.31249999999999933
BPIC13_incidents,nb_0.500,0.25,rare-first,empty,B0,0.10586678429642693,-0.006175562417291558,1.0583333333333331
BPIC13_incidents,nb_0.500,0.25,rare-first,empty,B0+g,0.10586678429642693,-0.00794000882223203,1.0750000000000002
BPIC13_incidents,nb_0.500,0.25,rare-first,B0_half,B0,0.07278341420379358,-0.006175562417291558,1.0848484848484845
BPIC13_incidents,nb_0.500,0.25,rare-first,B0_half,B0+g,0.07278341420379358,-0.00794000882223203,1.1090909090909091
BPIC13_incidents,nb_0.500,0.5,random,empty,B0_half,0.5346272606969563,0.057785619761799745,0.8919141914191419
BPIC13_incidents,nb_0.500,0.5,random,empty,B0,0.5346272606969563,-0.011910013233348032,1.0222772277227723
BPIC13_incidents,nb_0.500,0.5,random,empty,B0+g,0.5346272606969563,-0.00044111160123513904,1.000825082508251
BPIC13_incidents,nb_0.500,0.5,random,B0_half,B0,0.057785619761799745,-0.011910013233348032,1.2061068702290076
BPIC13_incidents,nb_0.500,0.5,random,B0_half,B0+g,0.057785619761799745,-0.00044111160123513904,1.00763358778626
BPIC13_incidents,nb_0.500,0.5,rare-first,empty,B0_half,0.24128804587560648,0.12439347154830172,0.4844606946983546
BPIC13_incidents,nb_0.500,0.5,rare-first,empty,B0,0.24128804587560648,0.011910013233348046,0.9506398537477148
BPIC13_incidents,nb_0.500,0.5,rare-first,empty,B0+g,0.24128804587560648,0.0,1.0
BPIC13_incidents,nb_0.500,0.5,rare-first,B0_half,B0,0.12439347154830172,0.011910013233348046,0.9042553191489361
BPIC13_incidents,nb_0.500,0.5,rare-first,B0_half,B0+g,0.12439347154830172,0.0,1.0
BPIC13_incidents,nb_0.500,0.5,rare-first,B0,B0+g,0.011910013233348046,0.0,1.0
BPIC13_incidents,nb_0.500,0.75,rare-first,empty,B0_half,0.3617115130127922,0.10057344508160565,0.7219512195121951
BPIC13_incidents,nb_0.500,0.75,rare-first,empty,B0,0.3617115130127922,-0.024702249669166287,1.0682926829268293
BPIC13_incidents,nb_0.500,0.75,rare-first,empty,B0+g,0.3617115130127922,-0.006175562417291586,1.0170731707317073
BPIC13_incidents,nb_0.500,0.75,rare-first,B0_half,B0,0.10057344508160565,-0.024702249669166287,1.2456140350877192
BPIC13_incidents,nb_0.500,0.75,rare-first,B0_half,B0+g,0.10057344508160565,-0.006175562417291586,1.06140350877193
BPIC13_incidents,nb_0.500,1.0,full,empty,B0_half,0.41420379355977055,0.09439788266431409,0.7720979765708199
BPIC13_incidents,nb_0.500,1.0,full,empty,B0,0.41420379355977055,-0.034847816497573875,1.0841320553780618
BPIC13_incidents,nb_0.500,1.0,full,empty,B0+g,0.41420379355977055,-0.020732245258050314,1.0500532481363154
BPIC13_incidents,nb_0.500,1.0,full,B0_half,B0,0.09439788266431409,-0.034847816497573875,1.3691588785046727
BPIC13_incidents,nb_0.500,1.0,full,B0_half,B0+g,0.09439788266431409,-0.020732245258050314,1.2196261682242993
BPIC13_incidents,nb_0.600,0.5,rare-first,B0_half,B0,0.009483899426554906,-0.0247022496691663,3.604651162790701
BPIC13_incidents,nb_0.600,0.5,rare-first,B0_half,B0+g,0.009483899426554906,-0.00794000882223203,1.837209302325583
BPIC13_incidents,nb_0.625,0.25,rare-first,B0,B0+g,0.0014703720041170654,-0.008381120423467142,6.699999999999911
BPIC13_incidents,nb_0.675,0.25,rare-first,B0_half,B0,0.01971429540904618,-0.00641308404872587,1.3253012048192774
BPIC13_incidents,nb_0.675,0.25,rare-first,B0_half,B0+g,0.01971429540904618,-0.005021885921753566,1.254733218588639
BPIC13_incidents,nb_0.675,0.5,rare-first,B0_half,B0,0.007159580604662208,-0.015574632689762807,3.175355450236966
BPIC13_incidents,nb_0.675,0.5,rare-first,B0_half,B0+g,0.007159580604662208,-0.015676427674663235,3.1895734597156413
BPIC13_incidents,nb_0.700,0.25,rare-first,B0_half,B0,0.026466696074106733,-0.0029407440082340475,1.1111111111111098
BPIC13_incidents,nb_0.700,0.25,rare-first,B0_half,B0+g,0.026466696074106733,0.004852227613586252,0.816666666666666
BPIC13_incidents,nb_0.700,0.5,rare-first,B0_half,B0,0.006910748419350091,-0.02676077047493014,4.872340425531915
BPIC13_incidents,nb_0.700,0.5,rare-first,B0_half,B0+g,0.006910748419350091,0.017497426848992775,-1.5319148936170204
BPIC13_incidents,nb_0.725,0.25,rare-first,B0_half,B0,0.007258290893050488,0.0008822232024702226,0.8784530386740335
BPIC13_incidents,nb_0.725,0.25,rare-first,B0_half,B0+g,0.007258290893050488,-0.00826081725949393,2.138121546961327
BPIC13_incidents,nb_0.725,0.25,rare-first,B0,B0+g,0.0008822232024702226,-0.00826081725949393,10.363636363636395
BPIC13_incidents,nb_0.725,0.5,rare-first,B0,B0+g,0.008621726751413566,0.016281028191041436,-0.8883720930232561
BPIC13_incidents,nb_0.775,0.25,rare-first,B0,B0+g,0.009361368426211852,0.0004411116012351113,0.9528795811518327
BPIC13_incidents,nb_0.775,0.5,random,B0,B0+g,0.00980248002744695,-0.020585208057638582,3.0999999999999988
BPIC13_incidents,nb_0.800,0.25,rare-first,B0,B0+g,0.008381120423467142,0.017644464049404507,-1.1052631578947363
BPIC14,ap,0.25,rare-first,empty,B0_half,0.014251161965906367,0.010565010000300523,0.25865623971044427
BPIC14,ap,0.25,rare-first,empty,B0,0.014251161965906367,0.010468587542744823,0.26542217625557485
BPIC14,ap,0.25,rare-first,empty,B0+g,0.014251161965906367,0.007419695167987461,0.47936209091315507
BPIC14,ap,0.25,rare-first,B0_half,B0,0.010565010000300523,0.010468587542744823,0.00912658459887472
BPIC14,ap,0.25,rare-first,B0_half,B0+g,0.010565010000300523,0.007419695167987461,0.29771054000172203
BPIC14,ap,0.25,rare-first,B0,B0+g,0.010468587542744823,0.007419695167987461,0.29124200015601664
BPIC14,ap,0.5,random,empty,B0_half,0.03055322913910341,0.020383407379284568,0.33285587305739284
BPIC14,ap,0.5,random,empty,B0,0.03055322913910341,0.020290415994889677,0.335899459186097
BPIC14,ap,0.5,random,empty,B0+g,0.03055322913910341,0.011737872330865429,0.6158222007426781
BPIC14,ap,0.5,random,B0_half,B0,0.020383407379284568,0.020290415994889677,0.004562111852280282
BPIC14,ap,0.5,random,B0_half,B0+g,0.020383407379284568,0.011737872330865429,0.4241457224274241
BPIC14,ap,0.5,random,B0,B0+g,0.020290415994889677,0.011737872330865429,0.42150657069713515
BPIC14,ap,0.5,rare-first,empty,B0_half,0.03222536850937674,0.022382173226577984,0.3054486492508113
BPIC14,ap,0.5,rare-first,empty,B0,0.03222536850937674,0.02205205411342559,0.31569272490991007
BPIC14,ap,0.5,rare-first,empty,B0+g,0.03222536850937674,0.013878033814970658,0.5693444495155264
BPIC14,ap,0.5,rare-first,B0_half,B0,0.022382173226577984,0.02205205411342559,0.014749198382594475
BPIC14,ap,0.5,rare-first,B0_half,B0+g,0.022382173226577984,0.013878033814970658,0.3799514607236165
BPIC14,ap,0.5,rare-first,B0,B0+g,0.02205205411342559,0.013878033814970658,0.3706693379406537
BPIC14,ap,0.75,rare-first,empty,B0_half,0.04278549796062647,0.029028673393233895,0.3215300796557832
BPIC14,ap,0.75,rare-first,empty,B0,0.04278549796062647,0.028667202125580493,0.3299785326336133
BPIC14,ap,0.75,rare-first,empty,B0+g,0.04278549796062647,0.01759197066218965,0.5888333313689902
BPIC14,ap,0.75,rare-first,B0_half,B0,0.029028673393233895,0.028667202125580493,0.012452214496913694
BPIC14,ap,0.75,rare-first,B0_half,B0+g,0.029028673393233895,0.01759197066218965,0.3939795172903062
BPIC14,ap,0.75,rare-first,B0,B0+g,0.028667202125580493,0.01759197066218965,0.3863380672754292
BPIC14,ap,1.0,full,empty,B0_half,0.04650668489257792,0.030637961617091092,0.3412138128559523
BPIC14,ap,1.0,full,empty,B0,0.04650668489257792,0.030205664367321194,0.3505091915906101
BPIC14,ap,1.0,full,empty,B0+g,0.04650668489257792,0.018701821616368797,0.5978680987568423
BPIC14,ap,1.0,full,B0_half,B0,0.030637961617091092,0.030205664367321194,0.014109856757857697
BPIC14,ap,1.0,full,B0_half,B0+g,0.030637961617091092,0.018701821616368797,0.3895866229580963
BPIC14,ap,1.0,full,B0,B0+g,0.030205664367321194,0.018701821616368797,0.38085051237602097
BPIC14,auc,0.25,rare-first,empty,B0_half,0.12611498484312078,0.06379466656446175,0.4941547458153497
BPIC14,auc,0.25,rare-first,empty,B0,0.12611498484312078,0.06302852504125056,0.5002296902334473
BPIC14,auc,0.25,rare-first,empty,B0+g,0.12611498484312078,0.04868184343370496,0.6139884289383839
BPIC14,auc,0.25,rare-first,B0_half,B0,0.06379466656446175,0.06302852504125056,0.012009491772122405
BPIC14,auc,0.25,rare-first,B0_half,B0+g,0.06379466656446175,0.04868184343370496,0.23689790925525
BPIC14,auc,0.25,rare-first,B0,B0+g,0.06302852504125056,0.04868184343370496,0.22762204253004592
BPIC14,auc,0.5,random,empty,B0_half,0.24525695572737227,0.15253224788056563,0.37807167414195364
BPIC14,auc,0.5,random,empty,B0,0.24525695572737227,0.15547402981748504,0.3660769809509091
BPIC14,auc,0.5,random,empty,B0+g,0.24525695572737227,0.09229061695926755,0.6236982690845359
BPIC14,auc,0.5,random,B0_half,B0,0.15253224788056563,0.15547402981748504,-0.019286295047738822
BPIC14,auc,0.5,random,B0_half,B0+g,0.15253224788056563,0.09229061695926755,0.3949435726435233
BPIC14,auc,0.5,random,B0,B0+g,0.15547402981748504,0.09229061695926755,0.4063920703180468
BPIC14,auc,0.5,rare-first,empty,B0_half,0.2792733528945056,0.17369226477598165,0.37805643475912576
BPIC14,auc,0.5,rare-first,empty,B0,0.2792733528945056,0.17130923471194015,0.3865894008990842
BPIC14,auc,0.5,rare-first,empty,B0+g,0.2792733528945056,0.11024762689737577,0.6052339911605481
BPIC14,auc,0.5,rare-first,B0_half,B0,0.17369226477598165,0.17130923471194015,0.013719839896814023
BPIC14,auc,0.5,rare-first,B0_half,B0+g,0.17369226477598165,0.11024762689737577,0.36527037033245635
BPIC14,auc,0.5,rare-first,B0,B0+g,0.17130923471194015,0.11024762689737577,0.3564408417166808
BPIC14,auc,0.75,rare-first,empty,B0_half,0.36581148769748195,0.24101176515213785,0.34115856593478755
BPIC14,auc,0.75,rare-first,empty,B0,0.36581148769748195,0.23874277717016779,0.34736118137546623
BPIC14,auc,0.75,rare-first,empty,B0+g,0.36581148769748195,0.15457448523508166,0.577447700705038
BPIC14,auc,0.75,rare-first,B0_half,B0,0.24101176515213785,0.23874277717016779,0.009414428297878974
BPIC14,auc,0.75,rare-first,B0_half,B0+g,0.24101176515213785,0.15457448523508166,0.35864340424415775
BPIC14,auc,0.75,rare-first,B0,B0+g,0.23874277717016779,0.15457448523508166,0.3525480139451248
BPIC14,auc,1.0,full,empty,B0_half,0.3938026203699606,0.25976835381118857,0.34035900125004914
BPIC14,auc,1.0,full,empty,B0,0.3938026203699606,0.2571802060482109,0.3469311966319545
BPIC14,auc,1.0,full,empty,B0+g,0.3938026203699606,0.16727153256753435,0.5752401738454915
BPIC14,auc,1.0,full,B0_half,B0,0.25976835381118857,0.2571802060482109,0.009963291236232963
BPIC14,auc,1.0,full,B0_half,B0+g,0.25976835381118857,0.16727153256753435,0.3560742480236261
BPIC14,auc,1.0,full,B0,B0+g,0.2571802060482109,0.16727153256753435,0.3495940642641149
BPIC14,brier_skill,0.5,random,empty,B0_half,0.12732311686437348,0.12763708732847445,-0.002465934480974319
BPIC14,brier_skill,0.5,random,empty,B0,0.12732311686437348,0.12775903391305043,-0.003423707017330635
BPIC14,brier_skill,0.5,random,empty,B0+g,0.12732311686437348,0.10452924157875987,0.1790238555807112
BPIC14,brier_skill,0.5,random,B0_half,B0,0.12763708732847445,0.12775903391305043,-0.0009554165417622329
BPIC14,brier_skill,0.5,random,B0_half,B0+g,0.12763708732847445,0.10452924157875987,0.18104334902477415
BPIC14,brier_skill,0.5,random,B0,B0+g,0.12775903391305043,0.10452924157875987,0.1818250469090129
BPIC14,brier_skill,0.5,rare-first,empty,B0_half,0.13963577764371793,0.15190645585761453,-0.08787631952897734
BPIC14,brier_skill,0.5,rare-first,empty,B0,0.13963577764371793,0.15206366789355474,-0.08900219169865409
